id,gini,income_group,perception,condition,ideology,education,income,religion,gender,age,hispanic,ethnicity,income_group_code
3,0.6,poor,10.0,country,Conservative,Some college,"30,000 - 39,999",Protestant,Female,66,No,White,2
3,0.6,others,80.0,country,Conservative,Some college,"30,000 - 39,999",Protestant,Female,66,No,White,3
3,0.5,others,80.0,country,Conservative,Some college,"30,000 - 39,999",Protestant,Female,66,No,White,3
3,0.4,poor,15.0,country,Conservative,Some college,"30,000 - 39,999",Protestant,Female,66,No,White,2
3,0.2,poor,40.0,country,Conservative,Some college,"30,000 - 39,999",Protestant,Female,66,No,White,2
3,0.7,rich,5.0,country,Conservative,Some college,"30,000 - 39,999",Protestant,Female,66,No,White,1
3,0.6,rich,10.0,country,Conservative,Some college,"30,000 - 39,999",Protestant,Female,66,No,White,1
3,0.5,rich,10.0,country,Conservative,Some college,"30,000 - 39,999",Protestant,Female,66,No,White,1
3,0.4,rich,15.0,country,Conservative,Some college,"30,000 - 39,999",Protestant,Female,66,No,White,1
3,0.3,rich,30.0,country,Conservative,Some college,"30,000 - 39,999",Protestant,Female,66,No,White,1
3,0.3,poor,30.0,country,Conservative,Some college,"30,000 - 39,999",Protestant,Female,66,No,White,2
3,0.7,others,80.0,country,Conservative,Some college,"30,000 - 39,999",Protestant,Female,66,No,White,3
4,0.3,rich,10.0,country,Liberal,High school graduate,"30,000 - 39,999",Catholic,Male,76,No,White,1
4,0.2,rich,5.0,country,Liberal,High school graduate,"30,000 - 39,999",Catholic,Male,76,No,White,1
4,0.7,others,25.0,country,Liberal,High school graduate,"30,000 - 39,999",Catholic,Male,76,No,White,3
4,0.6,others,40.0,country,Liberal,High school graduate,"30,000 - 39,999",Catholic,Male,76,No,White,3
4,0.4,rich,10.0,country,Liberal,High school graduate,"30,000 - 39,999",Catholic,Male,76,No,White,1
4,0.5,rich,15.0,country,Liberal,High school graduate,"30,000 - 39,999",Catholic,Male,76,No,White,1
4,0.6,rich,5.0,country,Liberal,High school graduate,"30,000 - 39,999",Catholic,Male,76,No,White,1
4,0.7,rich,5.0,country,Liberal,High school graduate,"30,000 - 39,999",Catholic,Male,76,No,White,1
4,0.2,poor,0.0,country,Liberal,High school graduate,"30,000 - 39,999",Catholic,Male,76,No,White,2
4,0.3,poor,0.0,country,Liberal,High school graduate,"30,000 - 39,999",Catholic,Male,76,No,White,2
4,0.4,poor,5.0,country,Liberal,High school graduate,"30,000 - 39,999",Catholic,Male,76,No,White,2
4,0.5,poor,10.0,country,Liberal,High school graduate,"30,000 - 39,999",Catholic,Male,76,No,White,2
4,0.6,poor,55.0,country,Liberal,High school graduate,"30,000 - 39,999",Catholic,Male,76,No,White,2
4,0.7,poor,70.0,country,Liberal,High school graduate,"30,000 - 39,999",Catholic,Male,76,No,White,2
4,0.2,others,95.0,country,Liberal,High school graduate,"30,000 - 39,999",Catholic,Male,76,No,White,3
4,0.3,others,90.0,country,Liberal,High school graduate,"30,000 - 39,999",Catholic,Male,76,No,White,3
4,0.4,others,85.0,country,Liberal,High school graduate,"30,000 - 39,999",Catholic,Male,76,No,White,3
4,0.5,others,75.0,country,Liberal,High school graduate,"30,000 - 39,999",Catholic,Male,76,No,White,3
6,0.3,others,60.0,country,conservative,Professional degree,"60,000 - 69,999",Catholic,Female,76,No,White,3
6,0.5,others,30.0,country,conservative,Professional degree,"60,000 - 69,999",Catholic,Female,76,No,White,3
6,0.6,others,30.0,country,conservative,Professional degree,"60,000 - 69,999",Catholic,Female,76,No,White,3
6,0.7,others,25.0,country,conservative,Professional degree,"60,000 - 69,999",Catholic,Female,76,No,White,3
6,0.4,others,50.0,country,conservative,Professional degree,"60,000 - 69,999",Catholic,Female,76,No,White,3
6,0.2,others,60.0,country,conservative,Professional degree,"60,000 - 69,999",Catholic,Female,76,No,White,3
6,0.2,rich,20.0,country,conservative,Professional degree,"60,000 - 69,999",Catholic,Female,76,No,White,1
6,0.3,rich,10.0,country,conservative,Professional degree,"60,000 - 69,999",Catholic,Female,76,No,White,1
6,0.5,rich,20.0,country,conservative,Professional degree,"60,000 - 69,999",Catholic,Female,76,No,White,1
6,0.4,rich,10.0,country,conservative,Professional degree,"60,000 - 69,999",Catholic,Female,76,No,White,1
6,0.7,rich,5.0,country,conservative,Professional degree,"60,000 - 69,999",Catholic,Female,76,No,White,1
6,0.2,poor,20.0,country,conservative,Professional degree,"60,000 - 69,999",Catholic,Female,76,No,White,2
6,0.3,poor,30.0,country,conservative,Professional degree,"60,000 - 69,999",Catholic,Female,76,No,White,2
6,0.4,poor,40.0,country,conservative,Professional degree,"60,000 - 69,999",Catholic,Female,76,No,White,2
6,0.5,poor,50.0,country,conservative,Professional degree,"60,000 - 69,999",Catholic,Female,76,No,White,2
6,0.6,poor,60.0,country,conservative,Professional degree,"60,000 - 69,999",Catholic,Female,76,No,White,2
6,0.7,poor,70.0,country,conservative,Professional degree,"60,000 - 69,999",Catholic,Female,76,No,White,2
6,0.6,rich,10.0,country,conservative,Professional degree,"60,000 - 69,999",Catholic,Female,76,No,White,1
8,0.4,others,70.0,country,Neutral,Some college,"40,000 - 49,999",Protestant,Male,66,No,White,3
8,0.3,others,70.0,country,Neutral,Some college,"40,000 - 49,999",Protestant,Male,66,No,White,3
8,0.2,others,0.0,country,Neutral,Some college,"40,000 - 49,999",Protestant,Male,66,No,White,3
8,0.7,poor,35.0,country,Neutral,Some college,"40,000 - 49,999",Protestant,Male,66,No,White,2
8,0.6,poor,6.0,country,Neutral,Some college,"40,000 - 49,999",Protestant,Male,66,No,White,2
8,0.5,poor,0.0,country,Neutral,Some college,"40,000 - 49,999",Protestant,Male,66,No,White,2
8,0.3,poor,0.0,country,Neutral,Some college,"40,000 - 49,999",Protestant,Male,66,No,White,2
8,0.2,poor,20.0,country,Neutral,Some college,"40,000 - 49,999",Protestant,Male,66,No,White,2
8,0.6,rich,5.0,country,Neutral,Some college,"40,000 - 49,999",Protestant,Male,66,No,White,1
8,0.5,rich,5.0,country,Neutral,Some college,"40,000 - 49,999",Protestant,Male,66,No,White,1
8,0.4,rich,10.0,country,Neutral,Some college,"40,000 - 49,999",Protestant,Male,66,No,White,1
8,0.3,rich,30.0,country,Neutral,Some college,"40,000 - 49,999",Protestant,Male,66,No,White,1
8,0.2,rich,80.0,country,Neutral,Some college,"40,000 - 49,999",Protestant,Male,66,No,White,1
8,0.4,poor,20.0,country,Neutral,Some college,"40,000 - 49,999",Protestant,Male,66,No,White,2
8,0.7,rich,30.0,country,Neutral,Some college,"40,000 - 49,999",Protestant,Male,66,No,White,1
8,0.6,others,89.0,country,Neutral,Some college,"40,000 - 49,999",Protestant,Male,66,No,White,3
8,0.7,others,35.0,country,Neutral,Some college,"40,000 - 49,999",Protestant,Male,66,No,White,3
8,0.5,others,95.0,country,Neutral,Some college,"40,000 - 49,999",Protestant,Male,66,No,White,3
10,0.2,rich,50.0,country,conservative,Professional degree,"50,000 - 59,999",Protestant,Female,77,No,White,1
10,0.7,others,25.0,country,conservative,Professional degree,"50,000 - 59,999",Protestant,Female,77,No,White,3
10,0.6,others,30.0,country,conservative,Professional degree,"50,000 - 59,999",Protestant,Female,77,No,White,3
10,0.5,others,40.0,country,conservative,Professional degree,"50,000 - 59,999",Protestant,Female,77,No,White,3
10,0.4,others,40.0,country,conservative,Professional degree,"50,000 - 59,999",Protestant,Female,77,No,White,3
10,0.3,others,35.0,country,conservative,Professional degree,"50,000 - 59,999",Protestant,Female,77,No,White,3
10,0.2,others,30.0,country,conservative,Professional degree,"50,000 - 59,999",Protestant,Female,77,No,White,3
10,0.7,poor,50.0,country,conservative,Professional degree,"50,000 - 59,999",Protestant,Female,77,No,White,2
10,0.6,poor,40.0,country,conservative,Professional degree,"50,000 - 59,999",Protestant,Female,77,No,White,2
10,0.3,rich,40.0,country,conservative,Professional degree,"50,000 - 59,999",Protestant,Female,77,No,White,1
10,0.4,poor,30.0,country,conservative,Professional degree,"50,000 - 59,999",Protestant,Female,77,No,White,2
10,0.3,poor,25.0,country,conservative,Professional degree,"50,000 - 59,999",Protestant,Female,77,No,White,2
10,0.2,poor,20.0,country,conservative,Professional degree,"50,000 - 59,999",Protestant,Female,77,No,White,2
10,0.7,rich,25.0,country,conservative,Professional degree,"50,000 - 59,999",Protestant,Female,77,No,White,1
10,0.6,rich,30.0,country,conservative,Professional degree,"50,000 - 59,999",Protestant,Female,77,No,White,1
10,0.5,rich,25.0,country,conservative,Professional degree,"50,000 - 59,999",Protestant,Female,77,No,White,1
10,0.4,rich,30.0,country,conservative,Professional degree,"50,000 - 59,999",Protestant,Female,77,No,White,1
10,0.5,poor,35.0,country,conservative,Professional degree,"50,000 - 59,999",Protestant,Female,77,No,White,2
11,0.5,others,70.0,country,Conservative,Two-year college degree,"40,000 - 49,999",Catholic,Male,74,No,White,3
11,0.4,others,70.0,country,Conservative,Two-year college degree,"40,000 - 49,999",Catholic,Male,74,No,White,3
11,0.3,others,80.0,country,Conservative,Two-year college degree,"40,000 - 49,999",Catholic,Male,74,No,White,3
11,0.2,others,80.0,country,Conservative,Two-year college degree,"40,000 - 49,999",Catholic,Male,74,No,White,3
11,0.7,poor,25.0,country,Conservative,Two-year college degree,"40,000 - 49,999",Catholic,Male,74,No,White,2
11,0.6,poor,25.0,country,Conservative,Two-year college degree,"40,000 - 49,999",Catholic,Male,74,No,White,2
11,0.5,poor,20.0,country,Conservative,Two-year college degree,"40,000 - 49,999",Catholic,Male,74,No,White,2
11,0.6,rich,10.0,country,Conservative,Two-year college degree,"40,000 - 49,999",Catholic,Male,74,No,White,1
11,0.2,poor,10.0,country,Conservative,Two-year college degree,"40,000 - 49,999",Catholic,Male,74,No,White,2
11,0.7,rich,10.0,country,Conservative,Two-year college degree,"40,000 - 49,999",Catholic,Male,74,No,White,1
11,0.5,rich,10.0,country,Conservative,Two-year college degree,"40,000 - 49,999",Catholic,Male,74,No,White,1
11,0.4,rich,10.0,country,Conservative,Two-year college degree,"40,000 - 49,999",Catholic,Male,74,No,White,1
11,0.3,rich,10.0,country,Conservative,Two-year college degree,"40,000 - 49,999",Catholic,Male,74,No,White,1
11,0.2,rich,10.0,country,Conservative,Two-year college degree,"40,000 - 49,999",Catholic,Male,74,No,White,1
11,0.6,others,65.0,country,Conservative,Two-year college degree,"40,000 - 49,999",Catholic,Male,74,No,White,3
11,0.3,poor,10.0,country,Conservative,Two-year college degree,"40,000 - 49,999",Catholic,Male,74,No,White,2
11,0.4,poor,20.0,country,Conservative,Two-year college degree,"40,000 - 49,999",Catholic,Male,74,No,White,2
11,0.7,others,65.0,country,Conservative,Two-year college degree,"40,000 - 49,999",Catholic,Male,74,No,White,3
12,0.3,rich,15.0,country,Liberal,Professional degree,"60,000 - 69,999",Catholic,Female,71,No,White,1
12,0.2,rich,10.0,country,Liberal,Professional degree,"60,000 - 69,999",Catholic,Female,71,No,White,1
12,0.6,others,10.0,country,Liberal,Professional degree,"60,000 - 69,999",Catholic,Female,71,No,White,3
12,0.5,others,20.0,country,Liberal,Professional degree,"60,000 - 69,999",Catholic,Female,71,No,White,3
12,0.4,others,25.0,country,Liberal,Professional degree,"60,000 - 69,999",Catholic,Female,71,No,White,3
12,0.3,others,35.0,country,Liberal,Professional degree,"60,000 - 69,999",Catholic,Female,71,No,White,3
12,0.2,others,50.0,country,Liberal,Professional degree,"60,000 - 69,999",Catholic,Female,71,No,White,3
12,0.7,poor,20.0,country,Liberal,Professional degree,"60,000 - 69,999",Catholic,Female,71,No,White,2
12,0.6,poor,30.0,country,Liberal,Professional degree,"60,000 - 69,999",Catholic,Female,71,No,White,2
12,0.7,others,10.0,country,Liberal,Professional degree,"60,000 - 69,999",Catholic,Female,71,No,White,3
12,0.5,poor,40.0,country,Liberal,Professional degree,"60,000 - 69,999",Catholic,Female,71,No,White,2
12,0.4,poor,50.0,country,Liberal,Professional degree,"60,000 - 69,999",Catholic,Female,71,No,White,2
12,0.3,poor,50.0,country,Liberal,Professional degree,"60,000 - 69,999",Catholic,Female,71,No,White,2
12,0.2,poor,40.0,country,Liberal,Professional degree,"60,000 - 69,999",Catholic,Female,71,No,White,2
12,0.7,rich,70.0,country,Liberal,Professional degree,"60,000 - 69,999",Catholic,Female,71,No,White,1
12,0.6,rich,60.0,country,Liberal,Professional degree,"60,000 - 69,999",Catholic,Female,71,No,White,1
12,0.5,rich,40.0,country,Liberal,Professional degree,"60,000 - 69,999",Catholic,Female,71,No,White,1
12,0.4,rich,25.0,country,Liberal,Professional degree,"60,000 - 69,999",Catholic,Female,71,No,White,1
14,0.7,others,30.0,country,Conservative,High school graduate,"70,000 - 79,999",Protestant,Male,79,No,White,3
14,0.3,rich,30.0,country,Conservative,High school graduate,"70,000 - 79,999",Protestant,Male,79,No,White,1
14,0.5,others,35.0,country,Conservative,High school graduate,"70,000 - 79,999",Protestant,Male,79,No,White,3
14,0.4,others,35.0,country,Conservative,High school graduate,"70,000 - 79,999",Protestant,Male,79,No,White,3
14,0.3,others,45.0,country,Conservative,High school graduate,"70,000 - 79,999",Protestant,Male,79,No,White,3
14,0.2,others,40.0,country,Conservative,High school graduate,"70,000 - 79,999",Protestant,Male,79,No,White,3
14,0.7,poor,10.0,country,Conservative,High school graduate,"70,000 - 79,999",Protestant,Male,79,No,White,2
14,0.6,poor,15.0,country,Conservative,High school graduate,"70,000 - 79,999",Protestant,Male,79,No,White,2
14,0.2,rich,20.0,country,Conservative,High school graduate,"70,000 - 79,999",Protestant,Male,79,No,White,1
14,0.5,poor,20.0,country,Conservative,High school graduate,"70,000 - 79,999",Protestant,Male,79,No,White,2
14,0.3,poor,25.0,country,Conservative,High school graduate,"70,000 - 79,999",Protestant,Male,79,No,White,2
14,0.2,poor,40.0,country,Conservative,High school graduate,"70,000 - 79,999",Protestant,Male,79,No,White,2
14,0.7,rich,60.0,country,Conservative,High school graduate,"70,000 - 79,999",Protestant,Male,79,No,White,1
14,0.6,rich,50.0,country,Conservative,High school graduate,"70,000 - 79,999",Protestant,Male,79,No,White,1
14,0.5,rich,45.0,country,Conservative,High school graduate,"70,000 - 79,999",Protestant,Male,79,No,White,1
14,0.4,rich,40.0,country,Conservative,High school graduate,"70,000 - 79,999",Protestant,Male,79,No,White,1
14,0.4,poor,25.0,country,Conservative,High school graduate,"70,000 - 79,999",Protestant,Male,79,No,White,2
14,0.6,others,35.0,country,Conservative,High school graduate,"70,000 - 79,999",Protestant,Male,79,No,White,3
15,0.3,rich,30.0,country,Neutral,Professional degree,"80,000 - 89,999",Jewish,Male,85,No,White,1
15,0.2,rich,30.0,country,Neutral,Professional degree,"80,000 - 89,999",Jewish,Male,85,No,White,1
15,0.6,others,0.0,country,Neutral,Professional degree,"80,000 - 89,999",Jewish,Male,85,No,White,3
15,0.5,others,0.0,country,Neutral,Professional degree,"80,000 - 89,999",Jewish,Male,85,No,White,3
15,0.4,others,0.0,country,Neutral,Professional degree,"80,000 - 89,999",Jewish,Male,85,No,White,3
15,0.3,others,0.0,country,Neutral,Professional degree,"80,000 - 89,999",Jewish,Male,85,No,White,3
15,0.2,others,0.0,country,Neutral,Professional degree,"80,000 - 89,999",Jewish,Male,85,No,White,3
15,0.7,poor,70.0,country,Neutral,Professional degree,"80,000 - 89,999",Jewish,Male,85,No,White,2
15,0.6,poor,70.0,country,Neutral,Professional degree,"80,000 - 89,999",Jewish,Male,85,No,White,2
15,0.7,others,0.0,country,Neutral,Professional degree,"80,000 - 89,999",Jewish,Male,85,No,White,3
15,0.4,poor,70.0,country,Neutral,Professional degree,"80,000 - 89,999",Jewish,Male,85,No,White,2
15,0.3,poor,70.0,country,Neutral,Professional degree,"80,000 - 89,999",Jewish,Male,85,No,White,2
15,0.2,poor,70.0,country,Neutral,Professional degree,"80,000 - 89,999",Jewish,Male,85,No,White,2
15,0.7,rich,30.0,country,Neutral,Professional degree,"80,000 - 89,999",Jewish,Male,85,No,White,1
15,0.6,rich,30.0,country,Neutral,Professional degree,"80,000 - 89,999",Jewish,Male,85,No,White,1
15,0.5,rich,30.0,country,Neutral,Professional degree,"80,000 - 89,999",Jewish,Male,85,No,White,1
15,0.4,rich,30.0,country,Neutral,Professional degree,"80,000 - 89,999",Jewish,Male,85,No,White,1
15,0.5,poor,70.0,country,Neutral,Professional degree,"80,000 - 89,999",Jewish,Male,85,No,White,2
16,0.5,rich,50.0,country,conservative,Professional degree,"More than 150,000",No religion,Female,67,No,White,1
16,0.6,rich,60.0,country,conservative,Professional degree,"More than 150,000",No religion,Female,67,No,White,1
16,0.7,rich,70.0,country,conservative,Professional degree,"More than 150,000",No religion,Female,67,No,White,1
16,0.2,poor,0.0,country,conservative,Professional degree,"More than 150,000",No religion,Female,67,No,White,2
16,0.3,poor,0.0,country,conservative,Professional degree,"More than 150,000",No religion,Female,67,No,White,2
16,0.4,poor,0.0,country,conservative,Professional degree,"More than 150,000",No religion,Female,67,No,White,2
16,0.5,poor,0.0,country,conservative,Professional degree,"More than 150,000",No religion,Female,67,No,White,2
16,0.3,others,70.0,country,conservative,Professional degree,"More than 150,000",No religion,Female,67,No,White,3
16,0.7,poor,0.0,country,conservative,Professional degree,"More than 150,000",No religion,Female,67,No,White,2
16,0.2,others,80.0,country,conservative,Professional degree,"More than 150,000",No religion,Female,67,No,White,3
16,0.4,others,40.0,country,conservative,Professional degree,"More than 150,000",No religion,Female,67,No,White,3
16,0.5,others,50.0,country,conservative,Professional degree,"More than 150,000",No religion,Female,67,No,White,3
16,0.6,others,40.0,country,conservative,Professional degree,"More than 150,000",No religion,Female,67,No,White,3
16,0.7,others,30.0,country,conservative,Professional degree,"More than 150,000",No religion,Female,67,No,White,3
16,0.4,rich,60.0,country,conservative,Professional degree,"More than 150,000",No religion,Female,67,No,White,1
16,0.6,poor,0.0,country,conservative,Professional degree,"More than 150,000",No religion,Female,67,No,White,2
16,0.3,rich,30.0,country,conservative,Professional degree,"More than 150,000",No religion,Female,67,No,White,1
16,0.2,rich,20.0,country,conservative,Professional degree,"More than 150,000",No religion,Female,67,No,White,1
18,0.5,poor,0.0,country,Conservative,Professional degree,"70,000 - 79,999",Catholic,Male,73,No,White,2
18,0.5,others,50.0,country,Conservative,Professional degree,"70,000 - 79,999",Catholic,Male,73,No,White,3
18,0.4,others,60.0,country,Conservative,Professional degree,"70,000 - 79,999",Catholic,Male,73,No,White,3
18,0.3,others,70.0,country,Conservative,Professional degree,"70,000 - 79,999",Catholic,Male,73,No,White,3
18,0.2,others,80.0,country,Conservative,Professional degree,"70,000 - 79,999",Catholic,Male,73,No,White,3
18,0.7,poor,0.0,country,Conservative,Professional degree,"70,000 - 79,999",Catholic,Male,73,No,White,2
18,0.6,poor,0.0,country,Conservative,Professional degree,"70,000 - 79,999",Catholic,Male,73,No,White,2
18,0.4,poor,0.0,country,Conservative,Professional degree,"70,000 - 79,999",Catholic,Male,73,No,White,2
18,0.6,others,40.0,country,Conservative,Professional degree,"70,000 - 79,999",Catholic,Male,73,No,White,3
18,0.2,poor,0.0,country,Conservative,Professional degree,"70,000 - 79,999",Catholic,Male,73,No,White,2
18,0.7,rich,70.0,country,Conservative,Professional degree,"70,000 - 79,999",Catholic,Male,73,No,White,1
18,0.6,rich,60.0,country,Conservative,Professional degree,"70,000 - 79,999",Catholic,Male,73,No,White,1
18,0.5,rich,50.0,country,Conservative,Professional degree,"70,000 - 79,999",Catholic,Male,73,No,White,1
18,0.4,rich,40.0,country,Conservative,Professional degree,"70,000 - 79,999",Catholic,Male,73,No,White,1
18,0.3,rich,30.0,country,Conservative,Professional degree,"70,000 - 79,999",Catholic,Male,73,No,White,1
18,0.2,rich,20.0,country,Conservative,Professional degree,"70,000 - 79,999",Catholic,Male,73,No,White,1
18,0.3,poor,0.0,country,Conservative,Professional degree,"70,000 - 79,999",Catholic,Male,73,No,White,2
18,0.7,others,30.0,country,Conservative,Professional degree,"70,000 - 79,999",Catholic,Male,73,No,White,3
19,0.4,poor,25.0,country,conservative,Professional degree,"40,000 - 49,999",Protestant,Male,80,No,White,2
19,0.3,rich,2.0,country,conservative,Professional degree,"40,000 - 49,999",Protestant,Male,80,No,White,1
19,0.7,others,59.0,country,conservative,Professional degree,"40,000 - 49,999",Protestant,Male,80,No,White,3
19,0.6,others,63.0,country,conservative,Professional degree,"40,000 - 49,999",Protestant,Male,80,No,White,3
19,0.5,others,68.0,country,conservative,Professional degree,"40,000 - 49,999",Protestant,Male,80,No,White,3
19,0.4,others,73.0,country,conservative,Professional degree,"40,000 - 49,999",Protestant,Male,80,No,White,3
19,0.2,others,96.0,country,conservative,Professional degree,"40,000 - 49,999",Protestant,Male,80,No,White,3
19,0.7,poor,40.0,country,conservative,Professional degree,"40,000 - 49,999",Protestant,Male,80,No,White,2
19,0.6,poor,35.0,country,conservative,Professional degree,"40,000 - 49,999",Protestant,Male,80,No,White,2
19,0.3,others,95.0,country,conservative,Professional degree,"40,000 - 49,999",Protestant,Male,80,No,White,3
19,0.2,rich,2.0,country,conservative,Professional degree,"40,000 - 49,999",Protestant,Male,80,No,White,1
19,0.3,poor,3.0,country,conservative,Professional degree,"40,000 - 49,999",Protestant,Male,80,No,White,2
19,0.2,poor,2.0,country,conservative,Professional degree,"40,000 - 49,999",Protestant,Male,80,No,White,2
19,0.7,rich,1.0,country,conservative,Professional degree,"40,000 - 49,999",Protestant,Male,80,No,White,1
19,0.6,rich,2.0,country,conservative,Professional degree,"40,000 - 49,999",Protestant,Male,80,No,White,1
19,0.5,rich,2.0,country,conservative,Professional degree,"40,000 - 49,999",Protestant,Male,80,No,White,1
19,0.4,rich,2.0,country,conservative,Professional degree,"40,000 - 49,999",Protestant,Male,80,No,White,1
19,0.5,poor,30.0,country,conservative,Professional degree,"40,000 - 49,999",Protestant,Male,80,No,White,2
20,0.6,poor,10.0,country,conservative,High school graduate,"50,000 - 59,999",Other religion,Female,54,No,White,2
20,0.7,poor,10.0,country,conservative,High school graduate,"50,000 - 59,999",Other religion,Female,54,No,White,2
20,0.2,others,80.0,country,conservative,High school graduate,"50,000 - 59,999",Other religion,Female,54,No,White,3
20,0.7,others,80.0,country,conservative,High school graduate,"50,000 - 59,999",Other religion,Female,54,No,White,3
20,0.4,others,80.0,country,conservative,High school graduate,"50,000 - 59,999",Other religion,Female,54,No,White,3
20,0.5,others,80.0,country,conservative,High school graduate,"50,000 - 59,999",Other religion,Female,54,No,White,3
20,0.5,poor,10.0,country,conservative,High school graduate,"50,000 - 59,999",Other religion,Female,54,No,White,2
20,0.3,others,85.0,country,conservative,High school graduate,"50,000 - 59,999",Other religion,Female,54,No,White,3
20,0.6,others,80.0,country,conservative,High school graduate,"50,000 - 59,999",Other religion,Female,54,No,White,3
20,0.4,poor,10.0,country,conservative,High school graduate,"50,000 - 59,999",Other religion,Female,54,No,White,2
20,0.2,poor,10.0,country,conservative,High school graduate,"50,000 - 59,999",Other religion,Female,54,No,White,2
20,0.7,rich,10.0,country,conservative,High school graduate,"50,000 - 59,999",Other religion,Female,54,No,White,1
20,0.6,rich,10.0,country,conservative,High school graduate,"50,000 - 59,999",Other religion,Female,54,No,White,1
20,0.5,rich,10.0,country,conservative,High school graduate,"50,000 - 59,999",Other religion,Female,54,No,White,1
20,0.4,rich,10.0,country,conservative,High school graduate,"50,000 - 59,999",Other religion,Female,54,No,White,1
