,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,check1,check2,check3,check4,Q1 RP1,Q2 RP2,Q3 RP3,Q4 RP4,Q5 RP5,Q6 RP6,Q7 RP7,Q8 RN1,Q9 RN2,Q10 RN3,Q11 RN4,Q12 RN5,Q13 RN6,Q14 RN7,Q15 LP1,Q16 LP2,Q17 LP3,Q18 LP4,Q19 LP5,Q20 LP6,Q21 LP7,Q22 LN1,Q23 LN2,Q24 LN3,Q25 LN4,Q26 LN5,Q27 LN6,Q28 LN7,gender,age,hispanic,ethinicity,social class,income,occupation,ideology,affiliation,Q275,Q276,Q277,Q278,Q279,Q280,mTurkCode,idid,ResponseID,dscore,Default
13,11/17/22 12:20,11/17/22 12:23,0,100,168,1,11/17/22 12:23,R_336UWrjlvVqEAbe,anonymous,EN,0.0,0.0,23.78,0,1,2,1,"1,2",,,,,,,,"17C792,16X194,17C1,15X234,16X201,14X210,21C114,19X225,22X226,20X216,21X233,19X209,13C89,18C90,13C113,15X217,20C40,14C120,22C88,18X210,END","9C363,3C113,8C97,9X225,12C10,7X241,2C193,11C105,3C125,7C112,4C151,1X202,8C81,4C145,6X233,10C49,10X249,5C105,5X241,6C2,END","12C328,21C122,7C113,22C136,1X224,20X224,4X209,18C17,5C1,14X136,11X249,19X168,9C72,15C1,8C217,13X240,3C185,17C58,2X200,16C88,END","3X480,14C98,11X256,16X241,2X192,20C1,12X81,16C8,6X192,13X96,6C192,15X88,3X224,17X80,1X185,18X272,9X104,14C33,8C39,17C48,1X176,13X112,2C128,21X249,5C16,19X209,7X95,18X328,8X48,22X280,9X89,20C169,4C16,22C21,11X39,21X287,10X232,19X152,10C80,15C1,END","19C319,21X249,19X257,16C184,17C8,13C40,16C8,17C41,14C207,17C8,20X96,18C63,20C8,15X224,18C121,15X184,13X264,22C65,18C16,19X256,14C191,21X80,16X375,14C16,20X119,14X216,15C31,16C24,13X280,19X271,17C32,15C40,20X199,13X191,21X87,22C224,21X257,22C16,18X264,22C208,END","12C296,15C96,2C7,21C129,9C7,14C119,6X240,20C168,8X263,17X191,5C47,22X248,3C143,16C7,11C96,13C167,10X79,18C15,4C224,19C32,END","1X423,14X272,9X151,22C23,7C6,17X199,10X111,20C31,5X215,22X88,2C184,19C88,6C168,20X111,3C200,19X80,3X184,17C39,11X103,16C231,4X142,15C55,2X297,13C23,12X48,16X247,8C47,21C31,4X206,18X135,7C16,15X215,5C40,13X54,12X247,14X206,9X72,18X279,10C39,21C22,END",,,,,,,,,,,,,,,Female,49,0,1.0,3,"50,000 - 59,999",MANAGER,Liberal,Democratic,1.0,,2,,2,,19331090,14,R_336UWrjlvVqEAbe,,0
14,11/17/22 12:16,11/17/22 12:23,0,100,419,1,11/17/22 12:23,R_3G204kREk9REn0F,anonymous,EN,2.59,4.75,76.254,3,1,2,1,"1,2",,,,,,,,,,,,,,,"19X895,17X225,21X73,22X153,15C16,19X25,18X25,13C10,13C25,21C10,17C26,15C58,20X2291,22X34,16C25,18X26,20X25,14C17,14C17,16C33,END","2C280,12C73,8X122,7X105,10C105,11X112,12X248,1C64,3C73,4C74,3C82,4C81,6X89,8C35,5X169,5X89,6C89,11X104,9X98,10X97,END","6C135,14C96,10X136,19X114,4C33,15X113,8C41,20X120,2C31,13X120,1X87,17C73,11X129,21X113,9X113,22C129,7X112,18X129,5C24,16X104,END","12X184,15C80,3C83,22X152,4C59,13C81,10C16,16C97,6C81,22X177,6X176,19X105,5C80,19X144,7X137,17X160,7C113,20X121,10X128,20X104,2C72,16C120,9X120,14C104,5C97,21X153,12X113,17C32,8C33,18C128,3X151,14C65,1C81,15C89,9X136,21X95,4C88,13C129,11X112,18X112,END","20C151,13C16,16X135,15X128,17X119,21C65,16C9,17X144,14X152,22C2,17X104,17X152,22C88,16C0,20C40,13C64,15X184,20C135,19C143,13X160,21C88,15C0,15X152,19C25,19C106,21C104,20C153,18X128,14C56,13X144,21X199,18X121,22C121,16X152,14X152,14X172,18C162,19C154,22C160,18C138,END","10X208,14C128,8C128,15X120,2C120,16X199,11X168,20C32,12C63,21C33,5X208,13X216,7C176,19C159,4C103,22C81,3X87,18C64,1X63,17X111,END","2X537,22C160,9X187,19C49,6X105,15X89,1C152,20X167,8X111,16X136,7C112,21X153,5X248,13X144,7C120,13X104,10X79,17X97,11C88,14C64,4X208,19C1159,12X80,17C23,5C32,18C248,11C55,18C255,6X784,14X96,4C1784,22C256,12X2488,20C80,3C56,16X5440,8X55,15X168,1C11,21C56,END",,,,,,,,Male,40,0,1.0,4,"50,000 - 59,999",manager,Liberal,Democratic,1.0,,2,,2,,21610501,15,R_3G204kREk9REn0F,,0
15,11/17/22 12:18,11/17/22 12:23,0,100,302,1,11/17/22 12:23,R_3EgRNkXzy4ekdbO,anonymous,EN,0.0,0.0,12.344,0,1,2,1,"1,2",,,,,,,,,,,,,,,,,,,,,,"17C3160,16C53,15X194,18C109,14C438,21X3844,18X428,14C100,21X119,20X236,22C85,13C92,17C101,19X1044,19X141,20C783,22X188,13C85,15X163,16X117,END","6X1225,2X163,12X165,5X148,8C28,11C52,3X189,4C148,9C100,12X45,5X94,6X153,10C70,4C36,11C156,3X180,10C19,8X173,1C68,7C36,END","6X248,16C118,9X59,15C70,10C21,13C100,3C27,20X181,4X173,14C82,2C68,22X173,1X173,17C85,12X101,18X195,7C75,21C101,11X67,19C126,END","3X360,20C301,2X196,16C92,12X108,13C82,12X153,15X204,6C84,14C116,9X166,16X205,4C83,22X213,7C116,20C84,4X198,18X197,5C3,22X230,7C140,14X180,8X300,18C100,8C117,19C76,9C109,13X196,2C85,21X212,6X213,19C180,5X203,21X205,1X188,15C28,11X308,17X845,10X174,17X181,END","20X488,21C139,21X165,13C93,17X187,19C126,16C35,21C117,16C53,15X212,22X309,15X316,13X220,14X204,17X197,22X245,19C173,15X187,18C110,20X164,20X181,18X219,13C85,14X213,18C70,13C92,22C94,17C69,22C84,19X164,16X117,20C59,17X133,14X204,16X197,19C85,14C109,21C110,18X173,15C92,END","12C305,17X99,7C93,13C79,11C76,14C69,1X188,20C92,5C84,19C205,4X214,22C131,6C20,15X189,10C99,21X149,9X284,16C48,3X193,18C60,END","7C291,19X179,9X149,15C68,11C76,21X189,8X197,18X150,6C100,22X186,4X147,13X182,8C130,18X180,3X214,20C148,10X165,15C36,12C92,19X182,1C53,16X180,5X189,16X188,1X204,17X191,10C68,17C109,6X195,14X187,5X181,20C93,4C100,22C69,12X214,13C92,2X179,14X197,7C62,21X213,END",Female,38,0,1.0,4,"50,000 - 59,999",manager,Liberal,Democratic,1.0,,2,,2,,4146518,16,R_3EgRNkXzy4ekdbO,,0
16,11/17/22 12:17,11/17/22 12:23,0,100,352,1,11/17/22 12:23,R_2cCLssTcMMmfoWp,anonymous,EN,6.54,7.617,16.086,2,1,2,1,"1,2",,,,,,,,,,,,,,,,,,,,,,"19C3214,13C1223,16C848,14C654,20C602,18C592,17C668,13C630,14C603,21C692,22C552,22C618,21C670,19C546,17C579,15C594,16C527,18C663,15C621,20C615,END","2C2535,11C1248,12C735,7C873,4C638,11C839,5C902,4X1189,8C941,9C826,12C771,6C599,3X1284,10C800,7C735,1C673,6C705,2C667,5C531,9C604,END","4C1405,19X1436,9C1458,18C888,2C1447,21C802,12C839,14C881,3C1469,15C1148,6C1256,22C1333,7C938,16C1322,10X1326,20C792,5C939,13C759,8C1315,17X1248,END","2X2146,18X1344,8X1377,14C1094,9X1263,18C663,1C1297,22C895,6X1109,15C1130,7X1051,15C1192,12C1259,22C844,10C730,14X1389,1X3395,17X1085,3C665,20C874,3X973,19X1756,10X1710,16C1066,4X1312,13C945,12X1353,20C853,5X1167,21C764,6X1110,17C1126,11X1354,13C1030,2C1152,19X1519,11C2204,16C831,8X1872,21C1087,END","22C1281,21C1495,15X678,15C463,18C583,14X728,22X1011,17C1027,13C699,22X1458,17C743,18C703,19C996,17C678,21C717,20C600,17C692,13X668,19C662,18X892,20C737,20C533,14C510,13C865,16C622,22C590,16C610,14C530,15C637,21C1141,16C736,18X757,15C601,19C636,14C599,20X922,13C669,19C702,16C642,21C680,END","10C1300,13C1032,9C1228,19C1376,5C752,18C620,7C926,17C652,11C1273,20X1066,3X1178,22C656,1C827,21C627,6C949,16C490,8C740,15C704,2X1108,14C559,END","1C1323,21C889,10C960,17C584,3X1385,20C624,12X1231,22C697,8C861,20C542,5C713,18C759,4X1304,14C699,11C794,18X1577,2C713,17X1231,6C1200,19C803,3C779,21C753,7X2393,15C1074,4C1072,13C1348,7X2678,14C800,12C1114,16C841,8X1627,15C850,5X1204,13C875,2X2060,19C838,9C1721,22C1107,11C757,16C651,END",Female,35,0,1.0,3,"20,000 - 29,999",Manager,Neutral,Democratic,1.0,,2,,2,,26576192,17,R_2cCLssTcMMmfoWp,0.586312524,1
17,11/17/22 12:21,11/17/22 12:23,0,100,146,1,11/17/22 12:23,R_yQo50n207I7VNIJ,anonymous,EN,0.0,0.0,11.332,0,1,2,1,"1,2",,,,,,,,,,,,,,,,,,,,,,"20X681,21C82,13C82,15C86,19X81,20X88,17C31,16X164,14X173,15C102,21X120,17C70,18C73,19C58,18C87,13C61,22X81,14C71,16X125,22C101,END","6C384,12C40,4C69,9X97,3C49,10X134,12X96,5C100,5C88,7C51,1C73,3C84,1C103,6C79,8X130,8X103,11X77,7X95,2C63,11X128,END","4C201,13C91,7X73,22C58,10X101,19C101,11X172,16X191,8C125,14C151,3C114,15X145,2C47,20C123,1C120,17X174,12X112,21C91,6X365,18X149,END","11X340,15C128,1C95,14X163,12X122,20C111,8X274,20C118,9C103,18C50,11C118,16C238,7C20,13X222,1C153,13X290,12X525,16X209,8X124,17X149,5C71,15X238,3C131,19X191,5C179,21X182,2X181,17C138,3X181,22X120,6C139,14X185,4C69,22X103,10C82,21X278,10C29,19X380,6C125,18X106,END","16C176,20C87,18X121,13C87,15C112,15X101,21X153,20C200,16C172,16C122,22X294,19X213,18X213,14C150,15C110,13C117,18C147,21X296,13C44,21X455,15X384,19X1048,20C13,18C196,20X331,22X513,19X461,17C8,17C171,14C196,14C138,14C115,16C143,17C108,22X399,13C89,17C109,21X174,22X262,END","6C261,13C23,1X133,21C122,9C9,16C132,5C138,18X190,12X133,15X112,2C287,14C950,7X396,19X61,10X62,22C53,3X110,17X35,8C67,20C60,END","10X774,20X237,3X99,18C92,12C116,13X99,2X102,13X77,7C78,21C100,8C92,15C124,9C346,21C167,11X143,17C189,3X122,19C63,2X160,14X144,1X129,20X1667,4C38,22C87,4X161,16X153,8C134,19C198,12X157,15C112,7X147,22X107,9C124,18X166,6C51,14X125,1C125,16C147,5C180,17X174,END",Male,35,0,1.0,2,"60,000 - 69,999",HEALTHCARE,Liberal,Democratic,1.0,,2,,2,,88277307,18,R_yQo50n207I7VNIJ,,0
18,11/17/22 12:18,11/17/22 12:23,0,100,307,1,11/17/22 12:23,R_2Pd8JIometzesfC,anonymous,EN,0.0,0.0,14.739,0,1,2,1,"1,2",,,,,,,,,,,,,,,"22C982,17C562,18C597,19C774,15C615,21C584,13C630,16C639,17C528,20C599,14C568,19X767,13C770,21C587,22C588,20C547,15C605,14C544,18X689,16C556,END","7C1758,4C591,1C709,12C622,6C715,12C563,2C593,7X845,8C746,5C556,3X1103,9C936,4X1014,5C650,1C624,11C637,11C560,10X989,6C602,10C601,END","8C1471,14C594,6C982,18C655,4C747,15C789,5C809,22C619,9C683,20C725,7C885,17C542,10C665,16C620,12C621,21C667,2C820,19C609,3X1072,13C598,END","4C696,19C532,2C641,16C634,8C855,20C513,8X1016,17C503,11C708,19C589,9C662,13C610,5C602,14C590,9C694,21C611,2C638,22C584,4C863,14C583,5C792,15X777,3C1034,18C606,1C558,21C600,1C627,22C573,10C684,20C579,7X791,13C597,6C585,15X726,10C675,18C636,12X1039,16C655,7C1090,17C657,END","20C617,19C504,21C511,21C401,19X639,21C426,14C488,18X630,14C796,22C471,18C565,17C552,13C604,13C439,14C728,17C567,15C650,15C485,15C448,22X1023,17C612,19C532,21C568,16C515,22C479,20C676,16C603,20C664,18C452,14C615,20C590,15C711,16C776,19C679,13C602,18C501,13X929,16C606,22C525,17C657,END","3C1344,21C604,11X1312,20C740,10C950,17C702,2C756,13C660,5C745,16C758,6X1178,14C697,9C699,18C1410,1C947,22C770,8C1520,15C749,7C1077,19C793,END","6C860,20C522,5C610,21C553,11X1104,18C791,3C1509,13C673,8C798,16C614,3X1989,19C829,11X1153,14C649,2C1302,17C685,8C933,14C558,7C720,21C584,2X1094,20C629,4C997,22C546,12C797,22C667,4C1196,17C646,12X1173,13C708,6C945,16C601,9C1142,15C618,10C1189,19C574,7C1055,18C620,1C1025,15C1470,END",,,,,,,,Male,23,0,1.0,2,"Less than 10,000",Unemployed,conservative,Democratic,1.0,,2,,2,,29316226,19,R_2Pd8JIometzesfC,0.668221332,1
20,11/17/22 12:19,11/17/22 12:24,0,100,260,1,11/17/22 12:24,R_3pllwTqVomtlfK4,anonymous,EN,0.0,0.0,11.294,0,1,2,1,"1,2",,,,,,,,,,,,,,,,,,,,,,"22C3343,13C1221,17X169,14X114,18C33,15C100,22X143,20X120,15C69,19C20,18X142,16C37,19C29,21X166,13X166,20X153,21X204,14C82,16C22,17X143,END","4C2039,12C81,8X132,10X129,9X198,7X140,1C4,11C118,3C143,1C128,2X147,7C118,6C25,8C113,2C14,6C149,5X182,4X204,11C100,9X190,END","1C582,13C186,4C4,15C101,9C9,22C63,2X207,20X226,8C135,18C52,7C126,17X220,5C59,16X170,10X203,14X226,12X180,19C73,3X201,21X203,END","12X519,21C9,6C3,18X237,2X212,17C179,3C33,15C196,2X56,13X173,8X240,13X222,3C46,16X186,7X203,14X240,1C21,15C185,9X199,14X176,12X239,17C1,1X260,20C40,4X348,18X180,5C2,22X211,11C142,19C51,10C152,22C48,6X216,16C124,11C3,20C64,10C121,19C70,7C134,21C61,END","22C744,16C65,21X165,13C94,22C121,18X170,14C80,17X210,21X113,16C90,19C92,17X79,22X138,14C75,15X196,13X223,22C107,15C113,13X201,20C130,18C2,20X198,16C82,14X221,15X244,19C85,18X239,13X145,19C139,20X227,20X240,21X249,17C68,14X228,19C139,21X248,17C123,18X94,15X138,16C1,END","4X1047,19X170,7X299,14C49,11C147,21X187,2C80,15X226,5X209,18C97,8X161,16C78,6X172,13X231,9C65,22X186,1X172,17C5,12X141,20X225,END","2C587,17X226,9C107,13C61,3X185,16C3,2X198,15X208,10C95,19X210,7X209,21X176,11X238,18X199,10X146,22X229,1C57,17C17,5C7,13X256,12C125,19X201,8X212,20C1,12X184,20X196,9X216,16C43,6X182,21C125,11C179,15C2,4X160,14X191,6X196,14X178,4X151,18C166,1X176,22C179,END",Male,40,0,1.0,3,"70,000 - 79,999",manager,Liberal,Democratic,1.0,,2,,2,,88902854,21,R_3pllwTqVomtlfK4,,0
21,11/17/22 12:21,11/17/22 12:24,0,100,172,1,11/17/22 12:24,R_1dBr6Kj7nA8C4Ts,anonymous,EN,0.0,0.0,11.676,0,1,2,1,"1,2","13C975,21X124,15C14,13X236,19X188,18X85,17X116,22X253,14X83,16X131,20C54,22C60,15X77,16X452,18X244,17X86,14X148,19X244,21C84,20C44,END","8C183,4C37,7C67,11C62,3X106,1C132,5C124,4C102,12C84,6C45,6X117,9C52,2X188,12X300,11C28,9C87,5X284,7X148,2C46,10X60,END","4X311,18C4,11C61,19C52,12C20,17X203,9X252,14C13,5C149,16X197,7C5,21C77,2X28,15X140,1C44,13C156,3C156,22C173,10C68,20C124,END","3X360,14C212,11C132,21X57,7C79,13C12,1X140,15X149,6C158,19X228,10C61,16X68,5X149,15C133,4X156,14X110,3C147,18X196,7C38,17X174,12C21,20C30,4X43,16X52,12C116,22C27,6X133,18X316,10C40,19C41,9C22,21C27,2X125,17C85,8X205,20C45,1X94,13C155,9X204,22C67,END","21X423,16X341,18X101,20X147,17C221,19X148,15X262,19X162,17X268,15C20,17C4,20X110,14X171,21X172,18C165,14C21,19X92,15X276,20C12,21X188,16X125,22X100,13X277,13C51,22X197,15X268,19X107,18C21,14X333,17C28,18X77,13X220,21X149,20C149,16X227,22X77,13C148,16C59,22X125,14X211,END","12C168,17C20,3X132,19C21,7X189,20X195,9X156,13C69,4C52,21X204,5X174,16X196,10X75,18X173,6X148,14X270,11C94,15C36,2C77,22C117,END","1X574,17X197,8C44,20X140,11X173,21C22,10C36,15C28,4X197,22X101,2C123,14C92,12C13,20X172,9X132,16C37,7C12,22C12,2X181,19X149,7X211,14C12,4C134,16X140,6X109,17X149,5C92,13X171,3X157,19C261,10C124,18X196,6X156,13X244,9C21,15C59,8C52,18X44,1X84,21C5,END",,,,,,,,,,,,,,,,,,,,,,Male,35,0,1.0,1,"60,000 - 69,999",healthcare,Liberal,Democratic,1.0,,2,,2,,3297245,22,R_1dBr6Kj7nA8C4Ts,,0
23,11/17/22 12:21,11/17/22 12:24,0,100,182,1,11/17/22 12:24,R_1GByWLU2lKpucmj,anonymous,EN,0.0,0.0,13.85,0,1,2,1,"1,2",,,,,,,,,,,,,,,"14X335,18C54,17C11,19C131,21C93,22C104,20X74,16C44,15C141,18X116,17C85,20C116,14X181,16C134,19X156,15X131,13X132,22C12,21C92,13X301,END","10C480,4X117,9C109,10C109,5X164,1X148,6X172,3X148,7C62,11X108,4X140,11C28,3X148,6X172,2X172,2X164,8C6,12C68,12X100,7X118,END","2X312,16X163,8C141,21C117,4C53,20C171,7C108,14C12,9C46,13C141,3X220,18C44,1X172,19C69,6C117,22C116,10X125,17C133,12C116,15C76,END","8X216,21C109,7X126,19X156,7X132,13C100,4X196,21X36,5X164,18X75,3C150,15X204,10C10,16X165,5X237,13X205,9X30,22C116,11X124,14X165,10C116,20X149,6X171,16X253,8C13,14X213,9C69,19C109,3C45,22C12,6X229,17C3,12C109,18X165,4X154,15C8,2C17,20X133,1X116,17X172,END","14C216,14X125,13C110,22C27,20C5,21X220,13C100,14C134,21C124,18C3,19C13,22X236,13C125,15X133,22C132,18C44,20X212,18C20,19X213,16C5,18C28,19C69,21C100,20C12,15C197,17X173,22X147,15X318,17X124,17X124,15C125,14X139,13X149,16C179,16C133,21C93,19C4,17C158,16X179,20C68,END","12X2081,17X76,10X76,20C84,4C107,14X93,5C54,19C2212,7C140,18C141,6X83,21C86,9X99,16X101,1C108,22C116,3C107,15X117,11X124,13X141,END","1C992,19C115,11X134,22C131,4C116,13X132,9X133,19C116,9X149,14X139,2C141,15X124,7X157,18X157,12X124,16X147,10X149,22C139,8X173,20C157,8X156,21C131,6C173,18C140,11X155,13X133,5X142,16X149,6C174,17X162,10X148,20C132,3C173,21C157,2C147,17X141,3X371,14X166,5X163,15X163,END",,,,,,,,Female,48,0,1.0,4,"50,000 - 59,999",manager ,Liberal,Democratic,1.0,,2,,2,,31787491,24,R_1GByWLU2lKpucmj,,0
24,11/17/22 12:18,11/17/22 12:24,0,100,402,1,11/17/22 12:24,R_Aj3cadbsQa6KVkl,anonymous,EN,0.0,0.0,225.583,0,1,2,1,"1,2",,,,,,,,"16X1256,15X189,14X158,17C189,15X72,18C181,21X383,22C131,20X218,13X147,20C106,13C176,18X146,14C171,19C15,21X178,17C145,19C124,16C147,22C161,END","9X923,6C25,5C162,10X177,12X202,4C191,3C195,12X204,9X195,4C227,1X208,7X203,11X198,2C199,11C186,1C169,7C9,8C208,5C5,6C169,END","10C100,19X224,2C174,14X238,6C177,22C218,4X189,13X178,11C158,20C168,12X189,18C198,9X208,15C190,3C218,17C185,5X188,21X224,7C188,16X11,END","12X367,18C164,4X231,14C216,1X236,22C22,10C154,19C33,10C187,22X238,2X224,13X535,5X203,15X231,8C202,15C6,12C7,17C175,5X610,17C199,7X223,21C18,7X210,13X225,1X2,16X289,6C16,21C25,9X340,16C217,3X249,14X229,8X5,20C8,2C244,20C39,11C3,18X248,3C35,19X267,END","22X389,13C233,22C206,16C4,17X195,14X215,20C168,15X10,17C200,15C214,13C35,14C15,16C240,15X87,20X286,19X36,19X78,18C47,21C30,17C9,18C30,13X373,21C46,19C52,20C63,19C10,22C3,20C2,18C8,18X188,17X233,21X170,14X219,16C182,16C199,21X216,14X458,13C256,22X223,15C181,END","1X1114,22X194,8C237,14C232,4C9,15C228,7C234,17C187,2C8,13X454,3C4,20X221,9X220,19X218,11X246,16C15,12C1,21X11,6C252,18X3,END","7X882,14C205,11C6,19X239,12X218,16C219,11X225,22X238,6C186,21X18,9X241,19X18,4X296,17C16,2C8,17C16,1X199,18X160,7C64,14X304,8X120,13X271,9X138,18X118,12C66,20C15,5X194,13X504,6C162,20X160,10C25,21X44,2C32,16C48,1C60,15C32,4C20,22X95,3X279,15C11,END",,,,,,,,,,,,,,,Male,36,0,1.0,1,"70,000 - 79,999",helthcare,Liberal,Democratic,1.0,none,1,none,1,none,61828528,25,R_Aj3cadbsQa6KVkl,,0
25,11/17/22 12:22,11/17/22 12:25,0,100,173,1,11/17/22 12:25,R_Ab5w9BqwRLp9SVP,anonymous,EN,0.0,0.0,11.45,0,1,2,1,"1,2",,,,,,,,,,,,,,,"21X1353,19X133,17C96,17X151,15X170,22C13,20X145,13C95,22C2,15C71,13X130,16X114,19C1,18X86,14C16,14X98,21X146,18X137,20X54,16C31,END","12X679,2C59,9C7,5C62,3X119,7C20,9X77,2C29,1X108,10X159,10X114,8X114,1C15,4C78,8C11,11C68,5C19,11X140,3X63,6X153,END","6C5339,13C16,1X213,19C139,9C95,17C87,12C136,14C4,3X168,15C148,10X142,18C61,7C85,22X99,8X158,20X159,2C17,21C20,5C66,16C65,END","10X1738,19X176,11X160,19X224,3C25,17X134,9C64,22X145,12X171,13C40,3X145,16X177,12C53,18X164,2C33,21C51,2C49,14X149,8C48,20X161,9X205,15X69,7C67,17C106,11C24,16C93,5X183,14X164,10C71,18X165,1C49,22C24,6C77,15X167,4X165,20X131,4C52,21C64,5C45,13X175,END","21C728,22X180,19X225,13C53,22C90,13C67,19C80,20X172,21X171,14C73,20C56,16C120,17X135,15X171,16X159,18C41,21X153,22X176,18X174,15C113,19X205,17C79,15X187,18X340,21X78,17C65,16C124,17C42,20X159,15C57,16X117,14X182,18C57,19X142,14C31,22C57,13C55,14X151,13X117,20C23,END","8C546,22X100,3X220,13C112,10X189,16X215,9X197,21C70,1X177,19C12,12X70,20X110,4X220,14C54,6C89,18X174,7C60,17C179,2X320,15C95,END","7X667,18C40,1X154,20X213,9C69,20C34,2X192,16C62,10X162,17X146,4C63,15C109,5C21,13C68,10X201,19C47,3X119,22X89,5X85,17C68,7C94,13C83,12C77,14C54,6X105,16C19,8C99,15X102,1C22,14C54,4C3,19C130,8X185,21C77,11C7,18C49,2X143,22X157,11X237,21X50,END",,,,,,,,Male,46,0,1.0,3,"40,000 - 49,999",manger,Liberal,Democratic,1.0,,2,,2,,93872315,26,R_Ab5w9BqwRLp9SVP,,0
26,11/17/22 12:21,11/17/22 12:25,0,100,257,1,11/17/22 12:25,R_2CV35aXlKcuVYq4,anonymous,EN,0.0,0.0,12.707,0,1,2,1,"1,2",,,,,,,,,,,,,,,,,,,,,,"21X1600,13C193,22X409,14C80,21X241,19X200,14C161,16X233,15X241,15X168,20X184,13C104,20X136,16C137,22X4543,17C152,19C199,18X329,17X1185,18X152,END","9C1152,1X201,7C127,10C168,3X168,1C160,3C143,6C137,4X344,4X184,11C208,5C65,8X56,2X31,8X937,5C1,7X633,10X17,9C56,12C449,END","9X1143,21X289,4C39,15C55,3X127,17C33,10C216,13X56,7C182,20X214,5C208,19X289,1X280,16C223,8X352,14X86,11C6,18X40,2X39,22X231,END","8C871,22C157,4X142,14X151,2C47,20C16,10C14,19C191,7X190,16C148,2X157,22X158,6X222,21C14,7C182,16C6,5X208,17C16,12X372,13X439,1C37,18C37,9C165,21X173,6C174,14C206,3C5,17C5,9X28,15X549,11C189,15C237,1C37,20X29,4X197,18C13,12X134,19C364,11X109,13C711,END","17X1127,20C183,16C190,17C166,21C241,18C165,15X197,17X400,16C213,21C100,13X70,22C149,15X182,13C350,21C29,16X268,19C20,22C13,15X149,18X348,21C165,14X381,18C181,15X237,19X38,20X46,20X342,14C205,22X308,20X157,13X188,14C245,19C357,19X423,13C197,14C236,16X45,17X52,18C205,22X45,END","2X1104,14X332,6X333,19X260,11C28,13X92,3C100,20X189,12X230,21X412,8C197,16X229,4X189,18C28,9X190,15X244,1C204,22X85,10X278,17X245,END","7C1886,20C164,3X221,13X301,10C252,19C52,3X195,21X173,4X4,19C204,8C75,22C123,6X36,15C12,9X204,16X45,9C92,14X91,2C260,17X238,5C132,21X259,6X331,18C186,11C61,18C61,12X1715,22C220,1X204,14X212,10X717,15C288,5X259,13X148,11C164,20X219,1X293,17X147,12C325,16C247,END",Male,35,0,1.0,2,"60,000 - 69,999",healthcare,Liberal,Democratic,1.0,,2,,2,,12101994,27,R_2CV35aXlKcuVYq4,,0
28,11/17/22 12:22,11/17/22 12:25,0,100,222,1,11/17/22 12:25,R_3EA4JuIRccyBHOV,anonymous,EN,0.0,0.0,13.202,0,1,2,1,"1,2","20C582,14X101,18C94,15C43,17X149,21C85,20X156,14C76,19C85,13C61,17X149,21C51,16C27,15X148,22C69,22X140,16C44,18C69,13C45,19C84,END","9C631,7X141,3C4,3X140,1X133,6X150,8C28,11X148,12X133,4C59,4X152,9C45,12X197,2X212,8C84,2C13,10C93,5C27,1X164,7C88,END","8C1272,18C147,9X148,14C52,4X214,13X212,5X221,15X171,2X190,21C133,11X214,19X196,3C53,17X195,12C83,16C45,10C129,20X194,1C35,22C116,END","12C1600,15C20,8C93,22X148,11X148,20X148,3C46,13X173,3X147,20C68,10X164,16C37,8C70,21X196,9X166,21X171,1C44,19C102,6C43,17X206,6X172,15X220,4X221,14X215,2X186,16X206,11C108,17X213,7C124,14C77,5X189,18C108,12X196,19X188,5C37,18C117,10X174,22X229,4C43,13X214,END","22X1473,22X179,20X140,17C69,20X197,18X156,19X149,15C53,22C28,19X140,13C52,20C54,21X140,14C69,14X173,18C28,15C77,22C53,16C68,21C52,13C61,16X172,21X92,19X174,15C68,15X213,14X181,16X165,13X204,21C92,18X196,20X197,14C108,17X172,19C77,13C110,17X189,17X229,18C28,16C149,END","7C368,19C69,2X124,16C44,3C4,22X140,11C52,15X125,6C60,21X148,9C44,13X149,5C93,14C5,8X205,20C115,4X156,18X179,12C93,17X227,END","2X743,16C94,3C26,17C125,8X189,19C76,12C101,18C67,11C100,18C61,2X189,22X163,4C5,13C109,10X219,22C84,8C93,15X204,3C92,13C143,9X170,19C85,12C116,20C76,1X222,14X178,9X140,20X132,7C77,15C124,4X124,14X156,5X38,21C124,11X189,16X141,6X140,21X156,1X148,17C140,END",,,,,,,,,,,,,,,,,,,,,,Male,35,0,1.0,2,"50,000 - 59,999",Manager,Liberal,Democratic,1.0,,2,,2,,51833122,29,R_3EA4JuIRccyBHOV,,0
