NAME,GEO_ID,pop_total_3_plus,college_grad_18_24,state,county,County,State,Year,college_3_plus,grad_prof_3_plus,gini,income,population,LAUS,County Name/State Abbreviation,force,employed,unemployed,unemployment,college_grad_18_24D,college_3_plusD,grad_prof_3_plusD,log10_income
"LaSalle County, Illinois",0500000US17099,26794.0,22.3,17,99,LaSalle County,Illinois,2012,15.0,3.1,0.41,52356.0,113688,CN1709900000000,"LaSalle County, IL",59300,53306,5994,10.1,0.223,0.15,0.031,4.718974753983151
"LaSalle County, Illinois",0500000US17099,26788.0,34.7,17,99,LaSalle County,Illinois,2013,19.1,2.3,0.4134,52640.0,113295,CN1709900000000,"LaSalle County, IL",58068,52085,5983,10.3,0.34700000000000003,0.191,0.023,4.721324130802647
"LaSalle County, Illinois",0500000US17099,26515.0,26.5,17,99,LaSalle County,Illinois,2014,19.5,2.6,0.4213,51232.0,112698,CN1709900000000,"LaSalle County, IL",57214,52516,4698,8.2,0.265,0.195,0.026000000000000002,4.70954978717244
"LaSalle County, Illinois",0500000US17099,25547.0,36.5,17,99,LaSalle County,Illinois,2015,21.2,0.9,0.4258,50633.0,112579,CN1709900000000,"LaSalle County, IL",57508,53493,4015,7.0,0.365,0.212,0.009000000000000001,4.704442237268507
"LaSalle County, Illinois",0500000US17099,24334.0,23.5,17,99,LaSalle County,Illinois,2016,14.2,2.7,0.4253,51684.0,111935,CN1709900000000,"LaSalle County, IL",57348,53477,3871,6.8,0.235,0.142,0.027000000000000003,4.713364520609554
"LaSalle County, Illinois",0500000US17099,24418.0,24.5,17,99,LaSalle County,Illinois,2017,16.0,2.0,0.4293,54693.0,111151,CN1709900000000,"LaSalle County, IL",56177,53036,3141,5.6,0.245,0.16,0.02,4.737939686300265
"LaSalle County, Illinois",0500000US17099,22062.0,18.5,17,99,LaSalle County,Illinois,2018,14.4,2.2,0.4307,56243.0,110401,CN1709900000000,"LaSalle County, IL",56330,53095,3235,5.7,0.185,0.14400000000000002,0.022000000000000002,4.750076199567835
"LaSalle County, Illinois",0500000US17099,22543.0,27.2,17,99,LaSalle County,Illinois,2019,15.5,2.0,0.4314,58142.0,109737,CN1709900000000,"LaSalle County, IL",54964,52150,2814,5.1,0.272,0.155,0.02,4.764497436272261
"McHenry County, Illinois",0500000US17111,91197.0,40.5,17,111,McHenry County,Illinois,2010,16.0,4.3,0.386,76482.0,306050,CN1711100000000,"McHenry County, IL",168589,150630,17959,10.7,0.405,0.16,0.043,4.8835649145438405
"McHenry County, Illinois",0500000US17111,88352.0,36.3,17,111,McHenry County,Illinois,2011,16.2,4.4,0.3922,76909.0,307721,CN1711100000000,"McHenry County, IL",165889,149281,16608,10.0,0.363,0.162,0.044000000000000004,4.885982811354973
"McHenry County, Illinois",0500000US17111,87110.0,37.9,17,111,McHenry County,Illinois,2012,16.2,4.2,0.3934,77325.0,308163,CN1711100000000,"McHenry County, IL",167661,152545,15116,9.0,0.379,0.162,0.042,4.888325545121045
"McHenry County, Illinois",0500000US17111,86041.0,40.0,17,111,McHenry County,Illinois,2013,19.0,2.9,0.3951,76145.0,308060,CN1711100000000,"McHenry County, IL",167315,152728,14587,8.7,0.4,0.19,0.028999999999999998,4.881647094493409
"McHenry County, Illinois",0500000US17111,84754.0,42.1,17,111,McHenry County,Illinois,2014,18.4,3.9,0.3992,76345.0,307888,CN1711100000000,"McHenry County, IL",165941,154933,11008,6.6,0.42100000000000004,0.184,0.039,4.882786287974826
"McHenry County, Illinois",0500000US17111,79422.0,35.7,17,111,McHenry County,Illinois,2015,16.3,3.9,0.4003,77222.0,307357,CN1711100000000,"McHenry County, IL",165854,156760,9094,5.5,0.35700000000000004,0.163,0.039,4.887746669317787
"McHenry County, Illinois",0500000US17111,80825.0,37.9,17,111,McHenry County,Illinois,2016,15.5,4.9,0.4004,79836.0,307083,CN1711100000000,"McHenry County, IL",167872,158890,8982,5.4,0.379,0.155,0.049,4.902204209292286
"McHenry County, Illinois",0500000US17111,81452.0,40.4,17,111,McHenry County,Illinois,2017,19.0,3.2,0.4028,82230.0,308043,CN1711100000000,"McHenry County, IL",170561,163010,7551,4.4,0.40399999999999997,0.19,0.032,4.915035571687365
"McHenry County, Illinois",0500000US17111,74897.0,41.0,17,111,McHenry County,Illinois,2018,16.9,3.4,0.4062,84803.0,307789,CN1711100000000,"McHenry County, IL",169689,163544,6145,3.6,0.41,0.16899999999999998,0.034,4.928416337362347
"McHenry County, Illinois",0500000US17111,75974.0,40.3,17,111,McHenry County,Illinois,2019,17.6,3.5,0.4028,86799.0,307714,CN1711100000000,"McHenry County, IL",170564,164696,5868,3.4,0.40299999999999997,0.17600000000000002,0.035,4.938519725176492
"McLean County, Illinois",0500000US17113,57236.0,72.4,17,113,McLean County,Illinois,2010,42.1,4.4,0.43,57642.0,166706,CN1711300000000,"McLean County, IL",95925,89107,6818,7.1,0.7240000000000001,0.42100000000000004,0.044000000000000004,4.760746575360917
"McLean County, Illinois",0500000US17113,57898.0,69.2,17,113,McLean County,Illinois,2011,40.1,6.3,0.4419,59410.0,168234,CN1711300000000,"McLean County, IL",95765,89448,6317,6.6,0.6920000000000001,0.401,0.063,4.7738668624394185
"McLean County, Illinois",0500000US17113,58223.0,73.6,17,113,McLean County,Illinois,2012,41.8,4.0,0.446,61049.0,169689,CN1711300000000,"McLean County, IL",94493,88452,6041,6.4,0.736,0.418,0.04,4.785685668280902
"McLean County, Illinois",0500000US17113,57946.0,70.8,17,113,McLean County,Illinois,2013,42.4,4.6,0.4493,62089.0,171240,CN1711300000000,"McLean County, IL",92664,86595,6069,6.5,0.708,0.424,0.046,4.793021659845984
"McLean County, Illinois",0500000US17113,56606.0,61.1,17,113,McLean County,Illinois,2014,38.2,5.2,0.4562,61955.0,172390,CN1711300000000,"McLean County, IL",91147,86138,5009,5.5,0.611,0.382,0.052000000000000005,4.792083371094847
"McLean County, Illinois",0500000US17113,57548.0,70.4,17,113,McLean County,Illinois,2015,42.1,4.8,0.4567,62211.0,173114,CN1711300000000,"McLean County, IL",91406,87031,4375,4.8,0.7040000000000001,0.42100000000000004,0.048,4.793874163326304
"McLean County, Illinois",0500000US17113,55664.0,66.2,17,113,McLean County,Illinois,2016,37.8,7.3,0.4497,63420.0,173254,CN1711300000000,"McLean County, IL",90908,86313,4595,5.1,0.662,0.37799999999999995,0.073,4.802233085547551
"McLean County, Illinois",0500000US17113,55263.0,66.9,17,113,McLean County,Illinois,2017,40.3,4.5,0.4588,64573.0,173231,CN1711300000000,"McLean County, IL",89435,85748,3687,4.1,0.669,0.40299999999999997,0.045,4.810057689365763
"McLean County, Illinois",0500000US17113,58276.0,74.8,17,113,McLean County,Illinois,2018,42.3,4.5,0.4645,65813.0,173219,CN1711300000000,"McLean County, IL",89397,85716,3681,4.1,0.748,0.423,0.045,4.81831828686649
"McLean County, Illinois",0500000US17113,58467.0,74.1,17,113,McLean County,Illinois,2019,42.5,4.9,0.4725,67675.0,172578,CN1711300000000,"McLean County, IL",88516,85318,3198,3.6,0.741,0.425,0.049,4.830434681749869
"Macon County, Illinois",0500000US17115,28061.0,49.1,17,115,Macon County,Illinois,2010,25.3,2.1,0.452,44337.0,110719,CN1711500000000,"Macon County, IL",55417,49217,6200,11.2,0.491,0.253,0.021,4.64677609905015
"Macon County, Illinois",0500000US17115,26272.0,45.8,17,115,Macon County,Illinois,2011,27.0,2.2,0.458,45987.0,110712,CN1711500000000,"Macon County, IL",55219,49724,5495,10.0,0.45799999999999996,0.27,0.022000000000000002,4.662644522688828
"Macon County, Illinois",0500000US17115,25415.0,32.5,17,115,Macon County,Illinois,2012,22.1,2.5,0.4558,46165.0,110558,CN1711500000000,"Macon County, IL",54340,48944,5396,9.9,0.325,0.221,0.025,4.664322247235063
"Macon County, Illinois",0500000US17115,27597.0,47.7,17,115,Macon County,Illinois,2013,23.3,1.7,0.4629,46559.0,110262,CN1711500000000,"Macon County, IL",52688,46762,5926,11.2,0.47700000000000004,0.233,0.017,4.668012971641832
"Macon County, Illinois",0500000US17115,25230.0,41.0,17,115,Macon County,Illinois,2014,22.8,2.4,0.4637,46696.0,109833,CN1711500000000,"Macon County, IL",51102,46727,4375,8.6,0.41,0.228,0.024,4.66928898066684
"Macon County, Illinois",0500000US17115,24830.0,38.0,17,115,Macon County,Illinois,2015,23.1,3.0,0.4702,47176.0,109193,CN1711500000000,"Macon County, IL",50933,47380,3553,7.0,0.38,0.231,0.03,4.673730320507393
"Macon County, Illinois",0500000US17115,24471.0,32.6,17,115,Macon County,Illinois,2016,18.8,2.6,0.466,47477.0,108404,CN1711500000000,"Macon County, IL",50782,47430,3352,6.6,0.326,0.188,0.026000000000000002,4.676492416111153
"Macon County, Illinois",0500000US17115,24028.0,25.4,17,115,Macon County,Illinois,2017,17.7,2.1,0.471,49052.0,107587,CN1711500000000,"Macon County, IL",49665,46914,2751,5.5,0.254,0.177,0.021,4.69066557325733
"Macon County, Illinois",0500000US17115,23638.0,26.9,17,115,Macon County,Illinois,2018,14.8,4.2,0.4646,50444.0,106512,CN1711500000000,"Macon County, IL",50137,47358,2779,5.5,0.26899999999999996,0.14800000000000002,0.042,4.702818126370317
"Macon County, Illinois",0500000US17115,24180.0,30.2,17,115,Macon County,Illinois,2019,15.2,2.4,0.4746,50480.0,105528,CN1711500000000,"Macon County, IL",48922,46452,2470,5.0,0.302,0.152,0.024,4.703127949448842
"Madison County, Illinois",0500000US17119,72385.0,50.1,17,119,Madison County,Illinois,2010,26.4,6.3,0.427,51941.0,268005,CN1711900000000,"Madison County, IL",138482,124794,13688,9.9,0.501,0.264,0.063,4.715518667900933
"Madison County, Illinois",0500000US17119,70879.0,47.1,17,119,Madison County,Illinois,2011,23.8,5.1,0.4335,53143.0,268473,CN1711900000000,"Madison County, IL",137700,125357,12343,9.0,0.47100000000000003,0.23800000000000002,0.051,4.7254542394334935
"Madison County, Illinois",0500000US17119,71141.0,52.2,17,119,Madison County,Illinois,2012,24.9,6.2,0.432,52756.0,268586,CN1711900000000,"Madison County, IL",135081,123107,11974,8.9,0.522,0.249,0.062,4.722280091641407
"Madison County, Illinois",0500000US17119,69528.0,48.4,17,119,Madison County,Illinois,2013,23.6,5.6,0.4377,53633.0,268373,CN1711900000000,"Madison County, IL",133115,121325,11790,8.9,0.484,0.23600000000000002,0.055999999999999994,4.729440187661316
"Madison County, Illinois",0500000US17119,63738.0,49.6,17,119,Madison County,Illinois,2014,22.4,4.7,0.4401,53912.0,267937,CN1711900000000,"Madison County, IL",132263,122876,9387,7.1,0.496,0.22399999999999998,0.047,4.731693498907015
"Madison County, Illinois",0500000US17119,67520.0,52.1,17,119,Madison County,Illinois,2015,24.5,3.9,0.4419,53431.0,267356,CN1711900000000,"Madison County, IL",133247,125231,8016,6.0,0.521,0.245,0.039,4.727801430456678
"Madison County, Illinois",0500000US17119,67986.0,57.8,17,119,Madison County,Illinois,2016,25.1,5.2,0.4396,54573.0,266759,CN1711900000000,"Madison County, IL",135685,127691,7994,5.9,0.578,0.251,0.052000000000000005,4.736985786553219
"Madison County, Illinois",0500000US17119,63750.0,43.8,17,119,Madison County,Illinois,2017,22.0,5.3,0.4452,56536.0,266153,CN1711900000000,"Madison County, IL",134303,127896,6407,4.8,0.43799999999999994,0.22,0.053,4.752332759972172
"Madison County, Illinois",0500000US17119,64724.0,51.3,17,119,Madison County,Illinois,2018,23.8,5.5,0.4396,57890.0,265670,CN1711900000000,"Madison County, IL",135022,128944,6078,4.5,0.513,0.23800000000000002,0.055,4.762611051565956
"Madison County, Illinois",0500000US17119,63517.0,49.9,17,119,Madison County,Illinois,2019,22.5,4.6,0.4416,60738.0,264776,CN1711900000000,"Madison County, IL",135511,130418,5093,3.8,0.499,0.225,0.046,4.783467637466063
"Peoria County, Illinois",0500000US17143,50224.0,46.6,17,143,Peoria County,Illinois,2010,23.9,5.0,0.474,49747.0,185108,CN1714300000000,"Peoria County, IL",95831,85660,10171,10.6,0.466,0.239,0.05,4.69677562565615
"Peoria County, Illinois",0500000US17143,48898.0,48.6,17,143,Peoria County,Illinois,2011,23.4,3.7,0.4754,50689.0,185780,CN1714300000000,"Peoria County, IL",96158,87252,8906,9.3,0.486,0.23399999999999999,0.037000000000000005,4.704922291223402
"Peoria County, Illinois",0500000US17143,48525.0,43.8,17,143,Peoria County,Illinois,2012,23.4,4.0,0.4752,50925.0,186399,CN1714300000000,"Peoria County, IL",95751,87671,8080,8.4,0.43799999999999994,0.23399999999999999,0.04,4.706939565707899
"Peoria County, Illinois",0500000US17143,48305.0,43.2,17,143,Peoria County,Illinois,2013,22.5,5.0,0.4679,50712.0,187117,CN1714300000000,"Peoria County, IL",93391,84411,8980,9.6,0.43200000000000005,0.225,0.05,4.705119302618628
"Peoria County, Illinois",0500000US17143,48722.0,48.8,17,143,Peoria County,Illinois,2014,27.4,2.5,0.4614,51454.0,187197,CN1714300000000,"Peoria County, IL",91488,84396,7092,7.8,0.488,0.27399999999999997,0.025,4.711427582536793
"Peoria County, Illinois",0500000US17143,46079.0,43.2,17,143,Peoria County,Illinois,2015,22.6,3.4,0.4636,51147.0,187112,CN1714300000000,"Peoria County, IL",90083,83891,6192,6.9,0.43200000000000005,0.226,0.034,4.708828656504768
"Peoria County, Illinois",0500000US17143,49365.0,52.8,17,143,Peoria County,Illinois,2016,24.1,4.3,0.4662,51632.0,186818,CN1714300000000,"Peoria County, IL",88412,82310,6102,6.9,0.528,0.24100000000000002,0.043,4.712927359321766
"Peoria County, Illinois",0500000US17143,46557.0,45.2,17,143,Peoria County,Illinois,2017,21.9,3.2,0.4678,53063.0,186145,CN1714300000000,"Peoria County, IL",86296,81231,5065,5.9,0.452,0.21899999999999997,0.032,4.72479998429032
"Peoria County, Illinois",0500000US17143,44907.0,40.3,17,143,Peoria County,Illinois,2018,20.6,5.8,0.4756,54770.0,184463,CN1714300000000,"Peoria County, IL",86838,82016,4822,5.6,0.40299999999999997,0.20600000000000002,0.057999999999999996,4.738550670279109
"Peoria County, Illinois",0500000US17143,44687.0,45.7,17,143,Peoria County,Illinois,2019,20.4,4.7,0.4842,55842.0,182770,CN1714300000000,"Peoria County, IL",85483,81288,4195,4.9,0.457,0.204,0.047,4.746968741428291
"Rock Island County, Illinois",0500000US17161,35984.0,40.5,17,161,Rock Island County,Illinois,2010,23.8,3.6,0.441,46226.0,147524,CN1716100000000,"Rock Island County, IL",76412,69113,7299,9.6,0.405,0.23800000000000002,0.036000000000000004,4.664895709883647
"Rock Island County, Illinois",0500000US17161,36313.0,41.5,17,161,Rock Island County,Illinois,2011,24.5,3.6,0.4386,46726.0,147625,CN1716100000000,"Rock Island County, IL",76237,69763,6474,8.5,0.415,0.245,0.036000000000000004,4.669567899036958
"Rock Island County, Illinois",0500000US17161,37067.0,47.6,17,161,Rock Island County,Illinois,2012,24.9,2.8,0.4394,48205.0,147504,CN1716100000000,"Rock Island County, IL",75306,69246,6060,8.0,0.47600000000000003,0.249,0.027999999999999997,4.683101096428065
"Rock Island County, Illinois",0500000US17161,35709.0,42.2,17,161,Rock Island County,Illinois,2013,23.5,4.2,0.4389,48702.0,147477,CN1716100000000,"Rock Island County, IL",73808,67713,6095,8.3,0.42200000000000004,0.235,0.042,4.6875557136441515
"Rock Island County, Illinois",0500000US17161,34596.0,38.0,17,161,Rock Island County,Illinois,2014,20.6,3.8,0.4366,48226.0,146964,CN1716100000000,"Rock Island County, IL",72905,67727,5178,7.1,0.38,0.20600000000000002,0.038,4.683290247118475
"Rock Island County, Illinois",0500000US17161,37467.0,48.1,17,161,Rock Island County,Illinois,2015,25.4,3.0,0.438,48817.0,147161,CN1716100000000,"Rock Island County, IL",72708,68066,4642,6.4,0.48100000000000004,0.254,0.03,4.688579983054215
"Rock Island County, Illinois",0500000US17161,32972.0,41.1,17,161,Rock Island County,Illinois,2016,22.4,1.7,0.4351,50208.0,146536,CN1716100000000,"Rock Island County, IL",72387,67847,4540,6.3,0.41100000000000003,0.22399999999999998,0.017,4.700781571726732
"Rock Island County, Illinois",0500000US17161,33222.0,40.0,17,161,Rock Island County,Illinois,2017,22.2,4.0,0.4382,51426.0,146205,CN1716100000000,"Rock Island County, IL",71323,67677,3646,5.1,0.4,0.222,0.04,4.711191190441119
"Rock Island County, Illinois",0500000US17161,35201.0,48.4,17,161,Rock Island County,Illinois,2018,21.6,4.9,0.4353,52630.0,145275,CN1716100000000,"Rock Island County, IL",71689,67962,3727,5.2,0.484,0.21600000000000003,0.049,4.721241621781595
"Rock Island County, Illinois",0500000US17161,32219.0,38.2,17,161,Rock Island County,Illinois,2019,21.0,2.5,0.4286,54858.0,143873,CN1716100000000,"Rock Island County, IL",71254,67843,3411,4.8,0.382,0.21,0.025,4.739247886782179
"St. Clair County, Illinois",0500000US17163,77299.0,37.8,17,163,St. Clair County,Illinois,2010,22.7,4.8,0.442,48562.0,266727,CN1716300000000,"St. Clair County, IL",132854,119089,13765,10.4,0.37799999999999995,0.22699999999999998,0.048,4.686305507622428
"St. Clair County, Illinois",0500000US17163,78408.0,42.4,17,163,St. Clair County,Illinois,2011,26.1,3.0,0.4469,50109.0,268086,CN1716300000000,"St. Clair County, IL",132746,119838,12908,9.7,0.424,0.261,0.03,4.699924402742477
"St. Clair County, Illinois",0500000US17163,78271.0,37.4,17,163,St. Clair County,Illinois,2012,25.9,3.7,0.4485,50490.0,268873,CN1716300000000,"St. Clair County, IL",129815,117358,12457,9.6,0.374,0.259,0.037000000000000005,4.703213972204323
"St. Clair County, Illinois",0500000US17163,73313.0,38.2,17,163,St. Clair County,Illinois,2013,23.9,5.3,0.4626,50578.0,268939,CN1716300000000,"St. Clair County, IL",127666,115207,12459,9.8,0.382,0.239,0.053,4.703970238634818
"St. Clair County, Illinois",0500000US17163,70701.0,38.9,17,163,St. Clair County,Illinois,2014,23.8,4.3,0.464,50728.0,268415,CN1716300000000,"St. Clair County, IL",126426,116428,9998,7.9,0.389,0.23800000000000002,0.043,4.705256301332535
"St. Clair County, Illinois",0500000US17163,67310.0,33.5,17,163,St. Clair County,Illinois,2015,20.9,2.7,0.4701,49895.0,267029,CN1716300000000,"St. Clair County, IL",126401,118065,8336,6.6,0.335,0.209,0.027000000000000003,4.698065731043076
"St. Clair County, Illinois",0500000US17163,64554.0,32.9,17,163,St. Clair County,Illinois,2016,18.9,5.2,0.4782,50006.0,265569,CN1716300000000,"St. Clair County, IL",127728,119971,7757,6.1,0.32899999999999996,0.18899999999999997,0.052000000000000005,4.699030801307797
"St. Clair County, Illinois",0500000US17163,65026.0,28.0,17,163,St. Clair County,Illinois,2017,17.0,4.5,0.4812,51103.0,264433,CN1716300000000,"St. Clair County, IL",126599,120179,6420,5.1,0.28,0.17,0.045,4.708454894458389
"St. Clair County, Illinois",0500000US17163,66925.0,35.0,17,163,St. Clair County,Illinois,2018,19.7,6.3,0.4706,53681.0,263463,CN1716300000000,"St. Clair County, IL",127381,120976,6405,5.0,0.35,0.19699999999999998,0.063,4.729828687726944
"St. Clair County, Illinois",0500000US17163,64344.0,27.2,17,163,St. Clair County,Illinois,2019,14.8,5.7,0.4688,55179.0,262338,CN1716300000000,"St. Clair County, IL",127832,122400,5432,4.2,0.272,0.14800000000000002,0.057,4.741781696143167
"Sangamon County, Illinois",0500000US17167,51174.0,48.9,17,167,Sangamon County,Illinois,2010,20.5,6.6,0.437,52232.0,195288,CN1716700000000,"Sangamon County, IL",106966,98527,8439,7.9,0.489,0.205,0.066,4.717944970237328
"Sangamon County, Illinois",0500000US17167,49847.0,42.6,17,167,Sangamon County,Illinois,2011,18.8,5.5,0.4369,53508.0,196393,CN1716700000000,"Sangamon County, IL",107363,99273,8090,7.5,0.426,0.188,0.055,4.728426834761584
"Sangamon County, Illinois",0500000US17167,51088.0,40.9,17,167,Sangamon County,Illinois,2012,19.0,6.6,0.4354,55355.0,197474,CN1716700000000,"Sangamon County, IL",104950,97124,7826,7.5,0.409,0.19,0.066,4.743164700655892
"Sangamon County, Illinois",0500000US17167,49597.0,40.6,17,167,Sangamon County,Illinois,2013,18.6,7.3,0.44,55449.0,198269,CN1716700000000,"Sangamon County, IL",101749,94098,7651,7.5,0.406,0.18600000000000003,0.073,4.7439015504851785
"Sangamon County, Illinois",0500000US17167,50294.0,32.8,17,167,Sangamon County,Illinois,2014,16.2,5.9,0.4487,55565.0,198808,CN1716700000000,"Sangamon County, IL",102401,96182,6219,6.1,0.32799999999999996,0.162,0.059000000000000004,4.7448091345854015
"Sangamon County, Illinois",0500000US17167,50989.0,36.5,17,167,Sangamon County,Illinois,2015,17.0,7.1,0.4532,56167.0,199016,CN1716700000000,"Sangamon County, IL",103571,98071,5500,5.3,0.365,0.17,0.071,4.749488960026619
"Sangamon County, Illinois",0500000US17167,50534.0,47.6,17,167,Sangamon County,Illinois,2016,19.7,6.2,0.4565,56742.0,198639,CN1716700000000,"Sangamon County, IL",104237,99031,5206,5.0,0.47600000000000003,0.19699999999999998,0.062,4.7539122931976445
"Sangamon County, Illinois",0500000US17167,46902.0,35.7,17,167,Sangamon County,Illinois,2017,16.9,5.2,0.4611,58687.0,198134,CN1716700000000,"Sangamon County, IL",101845,97335,4510,4.4,0.35700000000000004,0.16899999999999998,0.052000000000000005,4.768549309653908
"Sangamon County, Illinois",0500000US17167,46421.0,32.8,17,167,Sangamon County,Illinois,2018,16.8,5.3,0.4627,60466.0,197661,CN1716700000000,"Sangamon County, IL",101871,97366,4505,4.4,0.32799999999999996,0.168,0.053,4.7815184221239555
"Sangamon County, Illinois",0500000US17167,46264.0,42.1,17,167,Sangamon County,Illinois,2019,18.3,5.0,0.4589,61912.0,196861,CN1716700000000,"Sangamon County, IL",100266,96324,3942,3.9,0.42100000000000004,0.183,0.05,4.791781848301057
"Tazewell County, Illinois",0500000US17179,34787.0,38.9,17,179,Tazewell County,Illinois,2010,20.3,3.6,0.4,54232.0,133863,CN1717900000000,"Tazewell County, IL",71500,64357,7143,10.0,0.389,0.203,0.036000000000000004,4.734263628912854
"Tazewell County, Illinois",0500000US17179,33716.0,35.5,17,179,Tazewell County,Illinois,2011,18.6,3.4,0.3984,54617.0,134636,CN1717900000000,"Tazewell County, IL",71499,65546,5953,8.3,0.355,0.18600000000000003,0.034,4.737335793114835
"Tazewell County, Illinois",0500000US17179,32371.0,39.9,17,179,Tazewell County,Illinois,2012,18.8,2.6,0.3986,55580.0,135201,CN1717900000000,"Tazewell County, IL",71145,65789,5356,7.5,0.39899999999999997,0.188,0.026000000000000002,4.744926356233635
"Tazewell County, Illinois",0500000US17179,32568.0,30.5,17,179,Tazewell County,Illinois,2013,19.1,2.3,0.4039,56067.0,135747,CN1717900000000,"Tazewell County, IL",68998,63046,5952,8.6,0.305,0.191,0.023,4.748715064668937
"Tazewell County, Illinois",0500000US17179,31952.0,42.1,17,179,Tazewell County,Illinois,2014,18.0,4.8,0.4107,57052.0,135872,CN1717900000000,"Tazewell County, IL",67731,63132,4599,6.8,0.42100000000000004,0.18,0.048,4.756278485725145
"Tazewell County, Illinois",0500000US17179,32110.0,36.5,17,179,Tazewell County,Illinois,2015,17.5,2.8,0.4152,58194.0,135697,CN1717900000000,"Tazewell County, IL",66915,62712,4203,6.3,0.365,0.175,0.027999999999999997,4.764885672524611
"Tazewell County, Illinois",0500000US17179,31222.0,39.3,17,179,Tazewell County,Illinois,2016,18.2,3.0,0.4164,60178.0,135400,CN1717900000000,"Tazewell County, IL",66050,61804,4246,6.4,0.39299999999999996,0.182,0.03,4.7794449667525125
"Tazewell County, Illinois",0500000US17179,32073.0,33.4,17,179,Tazewell County,Illinois,2017,16.3,4.9,0.4219,60874.0,134695,CN1717900000000,"Tazewell County, IL",64722,61264,3458,5.3,0.33399999999999996,0.163,0.049,4.784438974222691
"Tazewell County, Illinois",0500000US17179,30054.0,34.7,17,179,Tazewell County,Illinois,2018,18.4,3.2,0.4247,62342.0,133852,CN1717900000000,"Tazewell County, IL",65213,62052,3161,4.8,0.34700000000000003,0.184,0.032,4.794787697076163
"Tazewell County, Illinois",0500000US17179,30259.0,38.6,17,179,Tazewell County,Illinois,2019,16.3,2.5,0.4181,63454.0,133195,CN1717900000000,"Tazewell County, IL",64477,61747,2730,4.2,0.386,0.163,0.025,4.8024658484457845
"Vermilion County, Illinois",0500000US17183,19188.0,26.5,17,183,Vermilion County,Illinois,2010,15.4,2.2,0.427,39456.0,82033,CN1718300000000,"Vermilion County, IL",37725,33348,4377,11.6,0.265,0.154,0.022000000000000002,4.596124061834192
"Vermilion County, Illinois",0500000US17183,18487.0,33.1,17,183,Vermilion County,Illinois,2011,17.4,1.8,0.4264,40463.0,81799,CN1718300000000,"Vermilion County, IL",37405,33669,3736,10.0,0.331,0.174,0.018000000000000002,4.607068812000329
"Vermilion County, Illinois",0500000US17183,17922.0,22.3,17,183,Vermilion County,Illinois,2012,15.0,0.7,0.4279,40961.0,81463,CN1718300000000,"Vermilion County, IL",36797,33364,3433,9.3,0.223,0.15,0.006999999999999999,4.612381153235321
"Vermilion County, Illinois",0500000US17183,17555.0,22.3,17,183,Vermilion County,Illinois,2013,12.3,2.2,0.4262,41400.0,81147,CN1718300000000,"Vermilion County, IL",35837,32046,3791,10.6,0.223,0.12300000000000001,0.022000000000000002,4.617010831199084
"Vermilion County, Illinois",0500000US17183,17849.0,25.0,17,183,Vermilion County,Illinois,2014,15.4,3.3,0.4272,42548.0,80773,CN1718300000000,"Vermilion County, IL",35478,32441,3037,8.6,0.25,0.154,0.033,4.628889357614841
"Vermilion County, Illinois",0500000US17183,16804.0,16.7,17,183,Vermilion County,Illinois,2015,12.4,0.7,0.4308,42977.0,80368,CN1718300000000,"Vermilion County, IL",35399,32881,2518,7.1,0.16699999999999998,0.124,0.006999999999999999,4.633246201542265
"Vermilion County, Illinois",0500000US17183,18766.0,26.7,17,183,Vermilion County,Illinois,2016,18.4,2.8,0.4349,43552.0,79613,CN1718300000000,"Vermilion County, IL",35043,32499,2544,7.3,0.267,0.184,0.027999999999999997,4.639018075269568
"Vermilion County, Illinois",0500000US17183,17618.0,20.2,17,183,Vermilion County,Illinois,2017,13.6,2.7,0.4384,44930.0,79207,CN1718300000000,"Vermilion County, IL",34024,31813,2211,6.5,0.20199999999999999,0.136,0.027000000000000003,4.652546084509984
"Vermilion County, Illinois",0500000US17183,16607.0,19.9,17,183,Vermilion County,Illinois,2018,15.0,1.7,0.4467,45384.0,78407,CN1718300000000,"Vermilion County, IL",33208,31141,2067,6.2,0.19899999999999998,0.15,0.017,4.656912339781424
"Vermilion County, Illinois",0500000US17183,16544.0,24.4,17,183,Vermilion County,Illinois,2019,15.1,2.0,0.4506,46515.0,77563,CN1718300000000,"Vermilion County, IL",32757,31112,1645,5.0,0.244,0.151,0.02,4.667602361847101
"Will County, Illinois",0500000US17197,205735.0,39.8,17,197,Will County,Illinois,2010,16.7,4.1,0.384,75906.0,667977,CN1719700000000,"Will County, IL",355134,315408,39726,11.2,0.39799999999999996,0.16699999999999998,0.040999999999999995,4.880281827558124
"Will County, Illinois",0500000US17197,210674.0,43.1,17,197,Will County,Illinois,2011,17.7,4.7,0.3883,76453.0,674166,CN1719700000000,"Will County, IL",352460,314639,37821,10.7,0.431,0.177,0.047,4.883400212213782
"Will County, Illinois",0500000US17197,200860.0,43.3,17,197,Will County,Illinois,2012,18.7,3.5,0.393,76352.0,677669,CN1719700000000,"Will County, IL",357443,322411,35032,9.8,0.433,0.187,0.035,4.8828261056733755
"Will County, Illinois",0500000US17197,203432.0,45.1,17,197,Will County,Illinois,2013,20.0,3.8,0.3948,76147.0,679688,CN1719700000000,"Will County, IL",359245,323807,35438,9.9,0.451,0.2,0.038,4.88165850123253
