StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,info_check_country,info_check_term,info_check_interest rate,info_check_payback,info_check_compensation ,Q78_First Click,Q78_Last Click,Q78_Page Submit,Q78_Click Count,Q40_First Click,Q40_Last Click,Q40_Page Submit,Q40_Click Count,open_summary,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,med_trust,med_trustworthy,dv_lending_amount,Q58_First Click,Q58_Last Click,Q58_Page Submit,Q58_Click Count,dv_willingness,Q65_First Click,Q65_Last Click,Q65_Page Submit,Q65_Click Count,check_1,check_2,check_3,general_familiarity,general_attitudes,econ,econ_inequality,gender,age,edu,income,social_class,ideology,affiliation,hispanic,ethinicity,mTurkCode,inequality_des,inequality
12/8/22 11:38,12/8/22 11:43,0,45.23.30.121,100,291,1,12/8/22 11:43,R_1K23zIcAGHwgsD4,,,,,39.7168,-84.1575,anonymous,EN,6,1,2,1,2,28.019,49.077,50.183,11,0,0,17.151,0,"The income difference is similar between the top third and middle third as the middle third and bottom third.  The income, overall, is pretty low for across the board.",12.954,13.103,69.256,2,5,5,502,1.972,17.911,19.7,7,5,11.742,11.997,12.975,2,3,4,3,2,5,2,3,2,29,4,5,1,7,2,2,1,355072962,high,1
12/8/22 11:37,12/8/22 11:43,0,143.55.39.158,100,392,1,12/8/22 11:43,R_240IFWA9P28JXt0,,,,,32.9658,-97.6866,anonymous,EN,6,1,2,1,2,111.088,135.845,144.171,7,0,0,24.185,0,"There is a rather large gap in the income distribution in Bimboola, especially between the to third and bottom third.",22.279,22.279,56.948,1,2,2,503,12.772,32.802,33.754,7,3,5.901,5.901,6.99,1,7,7,6,4,4,3,3,2,45,6,11,3,3,1,2,1,910379961,high,1
12/8/22 11:40,12/8/22 11:43,0,97.117.114.239,100,168,1,12/8/22 11:43,R_1gMIN9RX7Xkxwr1,,,,,40.5581,-111.9222,anonymous,EN,6,1,2,1,2,23.472,42.723,43.275,5,0,0,11.552,0,It looks like they have a decent high and middle class but the lower just looks like it tanks and are very poor,6.723,6.723,31.738,1,4,4,0,4.19,4.19,12.735,1,1,3.007,3.007,6.581,1,5,7,5,6,4,3,4,1,34,5,5,3,7,2,2,1,256753403,high,1
12/8/22 11:37,12/8/22 11:43,0,73.237.172.67,100,355,1,12/8/22 11:43,R_3g0puZYx71vr3Vx,,,,,33.6012,-85.0507,anonymous,EN,6,1,2,1,2,52.19,67.266,68.83,6,0,0,44.579,0,It's pretty unequal between the haves and the have nots and it definitely has a class structure based on income.,20.55,20.55,107.456,1,5,5,494,16.107,26.86,28.728,3,3,7.313,7.313,8.472,1,7,7,7,2,5,2,4,1,57,4,1,1,5,2,2,1,666509679,high,1
12/8/22 11:39,12/8/22 11:43,0,76.151.39.77,100,261,1,12/8/22 11:43,R_1Fr1Yu6bChMyncv,,,,,39.3645,-76.6069,anonymous,EN,6,1,2,1,2,0.568,75.544,76.053,6,1.713,10.26,11.067,3,The income distribution is divided in 3 categories. Pretty close to one another too.,1.444,72.715,74.034,10,6,6,3000,5.797,14.245,15.56,2,7,2.82,2.82,3.721,1,3,3,3,5,4,2,3,1,28,2,2,1,4,2,2,1,277849621,low,0
12/8/22 11:38,12/8/22 11:44,0,24.95.181.46,100,353,1,12/8/22 11:44,R_sbv2mAIwnFf3oDT,,,,,38.4736,-82.6413,anonymous,EN,6,1,2,1,2,93.062,101.702,102.612,5,14.431,14.431,15.251,1,"The income is distributed into 3 categories in which the top earn about $50000, the middle earn $40000 and the bottom earns $30000.",15.651,15.651,87.823,1,4,4,250,10.13,19.234,22.239,3,3,4.746,11.234,11.99,2,3,3,3,3,5,3,2,2,50,5,3,2,2,1,2,1,228035697,low,0
12/8/22 11:39,12/8/22 11:44,0,63.248.164.205,100,281,1,12/8/22 11:44,R_XojMV0hbze1ee8V,,,,,41.3092,-111.9659,anonymous,EN,6,1,2,1,2,75.031,104.301,105.318,5,0,0,22.553,0,There is a small gap between each group,25.107,25.107,50.504,1,4,4,1230,24.495,24.495,25.73,1,4,5.51,5.51,6.554,1,2,3,3,4,5,2,2,2,34,2,5,2,5,2,2,1,976620724,low,0
12/8/22 11:38,12/8/22 11:44,0,97.103.4.152,100,360,1,12/8/22 11:44,R_2do4XJ4gPVaJUWR,,,,,28.9107,-81.1957,anonymous,EN,6,1,2,1,2,48.911,90.279,90.69,17,0,0,11.491,0,I think there is a big gap between the lower and higher incomes in Bimboola.,78.541,104.108,104.608,2,4,4,608,6.017,13.912,15.05,2,5,17.771,20.019,20.902,3,7,1,6,7,6,4,4,2,50,3,9,2,7,2,2,1,140958743,high,1
12/8/22 11:38,12/8/22 11:44,0,185.199.102.123,100,344,1,12/8/22 11:44,R_2aQSv0wbEWUlymm,,,,,40.7425,-73.9877,anonymous,EN,6,1,2,1,2,34.915,77.304,80.111,15,13.424,14.281,17.481,2,Income in Bimboola is slightly evenly distributed with little difference in the amounts earned.,22.569,30.758,72.577,3,5,5,1999,5.505,19.064,20.382,6,7,3.075,3.075,4.303,1,5,3,3,7,5,3,3,1,36,6,10,3,6,2,2,2,174942212,low,0
12/8/22 11:38,12/8/22 11:44,0,12.205.151.170,100,374,1,12/8/22 11:44,R_2czoCQmx6rnt7mE,,,,,37.7809,-122.4245,anonymous,EN,6,1,2,1,2,73.207,102.023,103.179,6,0,0,35.578,0,"from the income distribution she could be in any of the three income group inlucding the top third, middle third or the bottom third which is the lowest.",32.922,64.079,84.484,2,4,4,503,21.509,21.509,22.397,1,6,7.889,7.889,9.454,1,5,5,4,4,5,3,4,2,37,5,10,3,2,1,2,1,879701346,low,0
12/8/22 11:38,12/8/22 11:44,0,68.204.208.53,100,389,1,12/8/22 11:44,R_2SDqnlG8FN63uSC,,,,,28.6618,-81.3092,anonymous,EN,6,1,2,1,2,183.236,212.627,213.795,6,0,0,15.03,0,Income distribution is very unequal,15.12,33.318,37.205,2,2,2,503,34.173,40.069,41.209,2,2,2.558,2.558,4.491,1,7,7,1,4,6,3,3,2,61,4,7,2,6,2,2,1,478900553,high,1
12/8/22 11:38,12/8/22 11:44,0,65.141.198.94,100,405,1,12/8/22 11:44,R_YYqJGzKIPsL5vVL,,,,,33.5401,-112.3161,anonymous,EN,6,1,2,1,2,72.039,87.894,88.66,5,39.082,39.082,40.982,1,There is a a very big gap on income between the top and bottom income.,27.983,27.983,62.953,1,4,4,499,39.365,78.544,79.867,6,4,10.971,12.331,13.215,3,7,7,2,4,5,2,3,1,39,3,4,2,4,3,2,1,952940666,high,1
12/8/22 11:38,12/8/22 11:45,0,173.19.17.165,100,395,1,12/8/22 11:45,R_3noBo9NX00PEbSg,,,,,41.2814,-86.6246,anonymous,EN,6,1,2,1,2,49.203,88.254,90.036,6,0,0,21.531,0,It is tiered into three groups with the bottom group making about 10k less than the middle group and the middle group making about 10k less than the top group.,21.919,102.806,106.97,2,3,3,0,10.788,10.788,29.962,1,2,4.618,4.618,8.465,1,6,6,5,2,4,1,2,1,40,1,1,1,5,3,2,1,146364041,low,0
12/8/22 11:41,12/8/22 11:45,0,65.130.199.73,100,204,1,12/8/22 11:45,R_3G3sV7nX6qZDdEF,,,,,40.6981,-111.9999,anonymous,EN,6,1,2,1,2,35.531,53.925,54.963,7,0,0,17.659,0,It is not fairly distributed.,16.497,16.497,28.866,1,4,4,1001,9.336,24.945,25.626,6,4,3.484,4.654,5.354,3,7,7,6,2,4,2,3,1,42,2,4,1,4,3,2,1,300868294,high,1
12/8/22 11:37,12/8/22 11:45,0,184.83.117.231,100,454,1,12/8/22 11:45,R_2XmNDVHCF7FOtPm,,,,,43.5235,-96.7385,anonymous,EN,6,1,2,1,2,17.554,124.2,127.86,10,31.856,31.856,41.299,1,It is somewhat equally distributed without a huge gap between the top 3rd and lower 3rd.,27.769,64.36,128.94,6,3,3,101,21.907,27.358,29.772,2,3,12.283,13.068,14.999,2,5,5,3,4,6,2,3,1,52,2,2,1,5,2,2,1,805074703,low,0
12/8/22 11:42,12/8/22 11:45,0,75.73.159.37,100,196,1,12/8/22 11:45,R_12F1Nj2HDiTACIM,,,,,44.8261,-93.3755,anonymous,EN,6,1,2,1,2,36.133,54.894,55.599,9,0,0,14.89,0,"It's not a huge difference between the top third and bottom third. It may be harder for someone at 33,500 to make the payments but they should still be able to pay me back.",12.054,12.054,43.55,1,4,4,1500,18.786,18.786,20.662,1,4,2.991,3.484,4.073,2,5,3,3,4,5,4,4,1,33,3,12,3,6,2,2,1,567970037,low,0
12/8/22 11:40,12/8/22 11:45,0,24.241.86.185,100,321,1,12/8/22 11:45,R_2OMEj0Uk9Im1FwH,,,,,41.1314,-100.7751,anonymous,EN,6,1,2,1,2,80.724,133.651,134.619,8,1.317,5.589,14.408,2,"The income distribution appears to be fairly even, at least compared to most countries. The gap from the top third to the bottom third isn't really significant.",3.899,34.184,64.598,5,4,4,1065,10.278,13.341,15.115,3,3,2.521,3.427,4.17,2,5,5,2,4,3,3,3,1,40,5,11,4,3,1,2,1,494986103,low,0
12/8/22 11:39,12/8/22 11:46,0,23.84.81.9,100,416,1,12/8/22 11:46,R_pF7MRZAiN59l83v,,,,,38.4321,-90.3896,anonymous,EN,6,1,2,1,2,37.89,67.679,68.555,7,0,0,128.787,0,toy are either middle class or dirt poor.,8.533,8.533,31.849,1,1,1,0,15.877,38.55,39.966,2,1,1.689,1.689,5.355,1,7,7,5,7,1,3,4,2,31,3,2,1,3,3,1,,315141253,high,1
12/8/22 11:39,12/8/22 11:46,0,63.153.2.123,100,398,1,12/8/22 11:46,R_1IjkiT4Q8qjz3bx,,,,,45.6684,-111.2422,anonymous,EN,6,1,2,1,2,62.714,84.602,85.631,8,0,0,74.476,0,The income distribution is very uneven in Bimboola.,32.421,34.943,51.261,2,4,4,499,43.273,43.273,46.166,1,4,8.379,8.379,9.44,1,6,7,6,2,4,2,3,2,51,3,6,1,4,3,2,1,121966188,high,1
12/8/22 11:43,12/8/22 11:46,0,173.170.197.182,100,191,1,12/8/22 11:46,R_1mnthxLxSI4iV2U,,,,,29.0511,-82.038,anonymous,EN,6,1,2,1,2,17.5,56.803,60.552,5,6.734,8.646,11.339,3,the top third makes a substantial amount more than the bottom third as does the middle third.,5.364,28.117,34.832,2,4,4,1001,18.298,18.298,19.333,1,4,2.732,2.732,3.796,1,7,7,7,1,4,1,1,1,36,2,8,2,3,1,2,1,689834617,high,1
12/8/22 11:38,12/8/22 11:46,0,43.225.189.97,100,467,1,12/8/22 11:46,R_2qpUuKCwcLuo7G6,,,,,42.3562,-71.0631,anonymous,EN,6,1,2,1,2,98.865,228.449,229.55,6,4.192,4.528,24.975,2,There is a lot of inequality in the distribution.,1.45,50.955,52.341,4,6,6,2054,24.524,27.275,28.177,2,6,2.291,2.291,4.462,1,4,5,5,5,6,4,4,1,31,5,8,3,6,2,2,2,903813157,high,1
12/8/22 11:41,12/8/22 11:46,0,69.77.244.63,100,294,1,12/8/22 11:46,R_2rq4pBjb5WwHr9D,,,,,43.82,-96.7213,anonymous,EN,6,1,2,1,2,94.44,118.223,119.1,10,0,0,22.528,0,"there is 3 groups, and the top group makes about 8 times more than the bottom, so it seems like a lot of income inequality to me",13.031,13.031,60.459,1,5,5,0,10.772,10.772,11.8,1,1,6.793,6.793,7.74,1,7,7,7,5,5,2,2,1,40,3,3,2,7,2,2,1,411429942,high,1
12/8/22 11:43,12/8/22 11:46,0,98.218.25.37,100,199,1,12/8/22 11:46,R_1juOgVfKvqwFKGf,,,,,38.7911,-77.5264,anonymous,EN,6,1,2,1,2,35.821,45.203,46.201,5,0,0,13.572,0,The income distribution gap is pretty narrow. ,20.242,20.242,44.347,1,4,4,0,14.037,14.037,14.828,1,1,4.77,4.77,5.521,1,3,3,1,3,3,2,3,1,50,3,6,3,4,3,2,1,377933839,low,0
12/8/22 11:40,12/8/22 11:46,0,24.33.83.181,100,399,1,12/8/22 11:46,R_pz7XCCnpk1Bp1Dz,,,,,39.4522,-83.841,anonymous,EN,6,1,2,1,2,53.386,162.087,163.085,11,4.649,26.708,28.762,4,The wealth spread is moderately balanced but low.,14.502,44.355,45.596,3,1,1,0,6.462,12.973,14.317,3,1,7.205,7.205,8.564,1,5,3,4,5,4,3,3,2,38,5,9,3,3,3,2,1,969823286,low,0
12/8/22 11:41,12/8/22 11:46,0,108.91.150.121,100,336,1,12/8/22 11:46,R_3rNIbbQR08dJNrT,,,,,30.3241,-89.929,anonymous,EN,6,1,2,1,2,65.329,89.931,90.625,11,27.367,27.663,28.55,2,"Bimboolian people can be separated into three different  groups: the top 1/3, the middle 1/3, and the bottom 1/3.  According to the chart there is a big gap between the least wealthy and the most wealthy",2.774,52.392,88.781,8,5,4,0,10.083,10.814,15.248,2,4,6.409,6.409,7.418,1,7,7,7,1,1,1,1,2,40,3,9,3,7,2,2,1,141146108,high,1
12/8/22 11:39,12/8/22 11:47,0,73.237.227.139,100,457,1,12/8/22 11:47,R_3hyf9HwEVa9101z,,,,,34.0747,-84.5953,anonymous,EN,6,1,2,1,2,4.166,77.051,78.066,15,1.233,21.734,26.821,4,"People from Bimboola can be categorized into three groups. The top third group makes up to $53,500, the middle third group makes up to $43,500, and the bottom third group makes up to $33,500.",15.613,191.449,195.743,15,4,4,503,5.091,24.895,27.368,3,4,9.965,9.965,10.871,1,5,5,3,3,4,2,2,2,31,5,11,3,7,2,2,1,450166348,low,0
12/8/22 11:43,12/8/22 11:47,0,98.246.169.180,100,252,1,12/8/22 11:47,R_1i8mIz7NXA0RpLb,,,,,45.7855,-122.69,anonymous,EN,6,1,2,1,2,38.822,72.502,77.674,5,0,0,18.45,0,it is much more equal than any other country,17.916,17.916,50.328,1,4,4,0,9.219,10.874,11.745,2,4,2.677,2.677,4.401,1,5,3,2,1,4,2,2,1,62,5,8,3,6,2,2,1,464628155,low,0
12/8/22 11:44,12/8/22 11:47,0,174.70.185.33,100,201,1,12/8/22 11:47,R_2TuG09ys3eqM5ov,,,,,39.0421,-95.7187,anonymous,EN,6,1,2,1,2,15.092,39.124,39.2,8,2.034,2.034,15.209,1,Seems pretty close to equal. only 20k difference from the top and bottom.,1.223,7.388,27.877,2,6,6,3000,5.412,66.597,66.784,3,7,4.336,4.336,4.5,1,2,2,2,6,4,3,3,1,35,4,3,1,3,1,2,1,794277863,low,0
12/8/22 11:43,12/8/22 11:47,0,98.25.0.40,100,266,1,12/8/22 11:47,R_2zUPoNxoPlZdUjo,,,,,34.1416,-80.8886,anonymous,EN,6,1,2,1,2,15.31,75.007,75.964,9,0,0,26.758,0,It is a lot more closely related as far as how wealthy each group is.,27.633,74.414,77.603,3,4,4,997,6.487,6.487,12.796,1,4,1.236,1.693,4.265,2,4,4,2,4,4,3,3,2,38,5,10,3,4,3,2,3,167292130,low,0
12/8/22 11:42,12/8/22 11:47,0,158.62.186.140,100,278,1,12/8/22 11:47,R_1imMKuxT58tfiyI,,,,,35.2338,-97.4095,anonymous,EN,6,1,2,1,2,50.638,105.547,107.122,5,0,0,11.883,0,"They seem to be pretty close, with the top tier earning around 53,500, the second tier earning around 43,500 and the bottom tier earning around 33.500.",14.642,68.625,69.801,2,1,1,0,6.672,6.672,11.281,1,1,4.245,4.245,5.339,1,3,3,3,4,4,5,5,1,29,5,3,2,4,3,2,1,516645074,low,0
12/8/22 11:42,12/8/22 11:47,0,104.235.101.61,100,312,1,12/8/22 11:47,R_z6hzU1jOB9iusEh,,,,,42.1142,-89.1873,anonymous,EN,6,1,2,1,2,52.125,69.308,73.004,9,0,0,13.975,0,the top third income earners in Bimboola earn about 10x more than the bottom third.,9.972,9.972,43.305,1,2,2,101,12.102,17.341,18.561,2,2,3.289,3.289,4.101,1,6,6,5,5,2,3,2,1,34,3,7,2,2,1,2,1,334855348,high,1
12/8/22 11:44,12/8/22 11:47,0,70.44.172.35,100,199,1,12/8/22 11:47,R_Q01S19FkcPyutOx,,,,,40.781,-76.2301,anonymous,EN,6,1,2,1,2,15.9,67.282,68.183,10,1.874,1.874,11.246,1,The bottom third makes next to nothing,1.224,17.089,28.693,3,4,4,0,3.995,3.995,10.827,1,1,1.433,1.624,3.798,2,6,7,4,7,4,5,5,1,31,5,8,3,5,2,2,2,604565548,high,1
12/8/22 11:42,12/8/22 11:47,0,98.212.110.152,100,291,1,12/8/22 11:47,R_3RqLFipUVQdHdbl,,,,,40.1444,-89.3648,anonymous,EN,6,1,2,1,2,11.652,86.202,86.864,16,0,0,51.231,0,"The high third is nearly 80,000, and the low third is under 10,000.",1.594,13.647,41.598,7,4,4,0,3.003,35.058,36.07,6,1,1.718,3.133,4.41,2,5,6,6,1,3,3,3,1,33,5,2,1,5,2,2,1,244551170,high,1
12/8/22 11:41,12/8/22 11:47,0,184.170.166.81,100,361,1,12/8/22 11:47,R_11YoKp9mSm9lGU1,,,,,40.0346,-86.907,anonymous,EN,6,1,2,1,2,51.829,90.492,92.206,6,0,0,36.584,0,The income in Bimboola is rather equal.  The top third is only making 10k more than the middle third and 20k from the bottom.  This means the gap between income isn't huge.,19.715,19.715,77.082,1,6,6,1006,18.339,18.339,20.918,1,5,5.664,5.664,7.476,1,3,3,2,5,6,3,3,1,40,5,6,2,6,2,2,1,386464499,low,0
12/8/22 11:42,12/8/22 11:47,0,146.168.160.127,100,335,1,12/8/22 11:47,R_pawAkLBzrYsSvOp,,,,,38.1081,-76.7823,anonymous,EN,6,1,2,1,2,42.927,63.237,64.504,5,17.992,17.992,30.281,1,There is not a large discrepancy in income in Bimboola.,19.16,19.16,72.826,1,4,4,499,25.357,25.357,27.1,1,3,5.606,5.606,6.837,1,4,4,2,4,4,3,3,1,57,3,4,1,2,3,2,1,244984106,low,0
12/8/22 11:43,12/8/22 11:48,0,65.140.72.210,100,275,1,12/8/22 11:48,R_9RHMyBkscnylGSJ,,,,,47.5292,-117.2686,anonymous,EN,6,1,2,1,2,41.754,56.75,57.768,5,0,0,21.08,0,The income distribution is relatively equal with the difference between the lower 1/3 and the top 1/3 being about 1.5,37.183,37.183,86.042,1,5,5,1001,11.222,11.222,12.568,1,5,5.24,5.24,6.36,1,3,4,3,6,5,3,4,1,59,3,4,2,2,3,2,1,158353899,low,0
12/8/22 11:43,12/8/22 11:48,0,65.35.0.48,100,304,1,12/8/22 11:48,R_3LX6ezcgNdY4RWA,,,,,28.87,-82.3468,anonymous,EN,6,1,2,1,2,66.769,80.456,81.555,5,0,0,29.639,0,"The income inequality is very high between the people on the bottom, and the people on the top.",39.55,39.55,74.95,1,4,4,1001,18.993,18.993,20.803,1,3,6.238,6.238,7.942,1,6,7,6,3,4,3,3,1,56,4,5,2,3,1,2,1,980156137,high,1
12/8/22 11:39,12/8/22 11:48,0,63.151.24.186,100,533,1,12/8/22 11:48,R_2eW4mW0kTewtwn9,,,,,40.0797,-104.9307,anonymous,EN,6,1,2,1,2,145.859,182.106,191.483,8,0,0,49.288,0,The income distribution in this island was not fair. They are not paid for the work they are doing. The income distribution is unfair at Bimboola,30.68,88.956,111.031,3,3,2,1001,32.8,38.225,39.331,2,2,15.368,15.368,16.764,1,5,7,7,7,5,5,4,2,42,7,10,4,2,1,2,1,822917143,high,1
12/8/22 11:44,12/8/22 11:48,0,24.214.87.102,100,249,1,12/8/22 11:48,R_3nNrVKbIwJg3hVb,,,,,34.7095,-86.7361,anonymous,EN,6,1,2,1,2,2.651,98.331,110.817,15,4.198,7.855,10.908,4,seems unfair and unbalanced by a lot,1.403,34.35,45.654,3,5,5,1225,2.618,3.131,13.056,2,5,1.826,3.29,4.417,4,5,6,5,5,6,3,3,2,30,2,5,3,4,3,2,1,323937032,high,1
12/8/22 11:42,12/8/22 11:48,0,73.133.21.111,100,364,1,12/8/22 11:48,R_2WApyadFJlYeiIK,,,,,39.4332,-76.6546,anonymous,EN,6,1,2,1,2,82.442,135.341,140.79,6,0,0,14.401,0,Bimboola income distribution into 3 categories. These 3 people from 3 different income groups,2.55,9.389,73.976,2,4,3,761,5.483,5.483,15.731,1,4,1.572,1.572,4.561,1,5,4,3,5,6,3,2,2,29,5,8,3,5,2,2,1,578671075,high,1
12/8/22 11:45,12/8/22 11:48,0,172.58.228.45,100,212,1,12/8/22 11:48,R_2fw9qVTSqB5ks0i,,,,,40.8205,-73.9183,anonymous,EN,6,1,2,1,2,34.044,65.971,66.866,8,0,0,11.104,0,Middle class the distribution is not so bad in this place. ,7.664,7.664,29.582,1,5,6,1056,18.534,18.534,19.523,1,5,3.72,4.768,5.718,2,5,3,3,2,4,2,3,1,28,5,2,1,2,1,2,1,153113318,low,0
12/8/22 11:43,12/8/22 11:49,0,68.204.203.208,100,336,1,12/8/22 11:49,R_D1v3jsQjt9MlcXf,,,,,28.5274,-81.6012,anonymous,EN,6,1,2,1,2,0.28,223.029,223.967,25,0,0,13.483,0,the top third is getting the most money ,11.377,11.377,20.427,1,3,3,2028,16.131,16.131,16.825,1,4,2.282,2.282,5.345,1,7,5,6,6,5,3,4,1,44,3,5,2,3,1,2,4,511545635,high,1
12/8/22 11:40,12/8/22 11:49,0,73.82.138.252,100,536,1,12/8/22 11:49,R_1jQhMW1YquEhRc9,,,,,33.9372,-84.0791,anonymous,EN,6,1,2,1,2,35.39,116.166,116.766,9,32.602,33.618,34.888,2,"The income distribution can be described as 1/3 in the top, 1/3 in the middle, and1/3 in the bottom.  The income distribution in the bottom is about five times lower than the middle and the middle income is a little less than twice as low as the top.",30.733,214.979,225.597,9,4,4,0,52.045,65.532,66.792,2,2,4.774,5.686,7.211,3,7,7,6,4,4,3,3,2,52,5,10,3,4,3,2,1,493862252,high,1
12/8/22 11:45,12/8/22 11:49,0,24.96.75.62,100,257,1,12/8/22 11:49,R_22CSEyKyn2nGQ0K,,,,,34.8287,-86.8889,anonymous,EN,6,1,2,1,2,52.95,92.154,93.54,6,0,0,12.269,0,The income distribution is pretty equal,20.384,20.685,41.017,2,4,4,0,16.641,16.641,19.225,1,1,9.237,9.237,10.024,1,4,3,3,1,3,2,3,2,36,5,12,3,5,2,2,1,372008547,low,0
