StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q89_First Click,Q89_Last Click,Q89_Page Submit,Q89_Click Count,Q102_First Click,Q102_Last Click,Q102_Page Submit,Q102_Click Count,quiz_highIn.,quiz_lowIn.,quiz_lowF.,quiz_highF.,Q149_First Click,Q149_Last Click,Q149_Page Submit,Q149_Click Count,quiz_lowIn.2,quiz_highIn.2,quiz_lowF.2,quiz_highF.2,dv_host,dv_accept,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,med_trust,med_trustworthy,check_inequality,check_familiarity,host_exp,general_familiarity,general_attitudes,econ,econ_inequality,gender,age,edu,income,social_class,ideology,affiliation,hispanic,ethinicity,Q275,Q276,Q277,Q278,Q279,Q280,mTurkCode,inequality_des,inequality,familiarity_des,familiarity,wave
1/2/23 12:41,1/2/23 12:44,0,66.128.240.245,100,172,1,1/2/23 12:44,R_2xJeXRGluvTKWst,,,,,35.636,-86.6841,anonymous,EN,0,0,11.593,0,5.37,5.901,13.378,2,,8,,2,,,,,,,,,7,7,17.643,20.048,20.29,3,7,7,1,7,2,4,5,2,2,1,25,2,11,2,5,3,2,1,1,,2,,2,,7053512,low,0,high,1,2
1/2/23 12:42,1/2/23 12:44,0,174.140.117.227,100,151,1,1/2/23 12:44,R_2xxu6YONYzwGygF,,,,,40.5076,-78.3925,anonymous,EN,0,0,32.461,0,0,0,16.163,0,,8,,2,,,,,,,,,7,7,7.304,9.391,10.2,2,6,6,1,5,2,5,3,2,2,1,36,5,1,3,6,2,2,1,1,,2,,2,,6137147,low,0,high,1,2
1/2/23 12:42,1/2/23 12:44,0,24.192.184.149,100,142,1,1/2/23 12:44,R_BPLajF3TV3T53bz,,,,,42.6206,-82.9608,anonymous,EN,0,0,35.175,0,6.842,11.243,12.524,6,,8,1,,,,,,,,,,7,7,2.515,4.177,5.914,2,7,7,1,1,2,2,4,2,5,1,38,2,3,1,7,4,2,1,1,,2,,2,,2410673,low,0,low,0,2
1/2/23 12:41,1/2/23 12:44,0,68.187.114.105,100,170,1,1/2/23 12:44,R_TdrmomTUSgVxj0J,,,,,44.951,-89.5335,anonymous,EN,0,0,40.704,0,0,0,11.601,0,,8,1,,,,,,,,,,5,5,5.179,8.027,8.986,5,6,5,2,2,2,5,5,3,2,1,32,3,10,2,3,1,2,1,1,,2,,2,,6034074,low,0,low,0,2
1/2/23 12:42,1/2/23 12:44,0,98.219.48.189,100,150,1,1/2/23 12:44,R_etwr8Sfl3DVl7FL,,,,,33.933,-84.604,anonymous,EN,0,0,26.041,0,0,0,20.288,0,,8,,2,,,,,,,,,6,6,12.831,14.055,16.751,2,6,6,2,7,2,6,4,3,3,1,51,6,11,4,3,3,2,1,1,,2,,2,,2801005,low,0,high,1,2
1/2/23 12:41,1/2/23 12:44,0,69.206.90.111,100,171,1,1/2/23 12:44,R_3qyyihHZiWMUDEJ,,,,,41.3786,-74.6691,anonymous,EN,12.641,13.478,13.834,2,17.096,17.96,18.475,2,9,,1,,1.972,13.752,14.118,3,,2,,,5,5,0.243,10.011,10.907,21,5,5,5,2,2,1,4,3,3,1,22,2,2,2,7,2,2,1,1,,2,,2,,5557705,high,1,low,0,2
1/2/23 12:42,1/2/23 12:44,0,99.9.35.173,100,127,1,1/2/23 12:44,R_vYs2scVU1yW0fvz,,,,,33.9249,-117.4592,anonymous,EN,3.848,5.912,18.227,2,7.075,11.899,12.432,3,2,,1,,,,,,,,,,3,2,2.797,4.517,5.928,4,4,4,7,1,2,2,1,2,2,1,26,2,4,1,6,2,1,,1,,2,,2,,5805928,high,1,low,0,2
1/2/23 12:41,1/2/23 12:44,0,73.215.201.31,100,179,1,1/2/23 12:44,R_3JlxneZZV1X5KND,,,,,40.7878,-74.787,anonymous,EN,27.664,27.664,28.473,1,0,0,11.787,0,,8,1,,,,,,,,,,6,7,4.351,6.448,9.194,2,5,5,3,1,2,7,6,3,4,2,59,4,6,3,6,2,2,1,1,,2,,2,,7583256,low,0,low,0,2
1/2/23 12:42,1/2/23 12:44,0,47.160.60.139,100,161,1,1/2/23 12:44,R_bPlTAdzYyaN4qop,,,,,33.107,-97.1598,anonymous,EN,0,0,27.591,0,6.698,6.698,11.16,1,2,,,2,,,,,,,,,7,7,13.792,17.168,19.028,3,5,5,6,3,2,1,3,2,2,2,34,6,12,5,5,2,2,1,1,,2,,2,,6367308,high,1,high,1,2
1/2/23 12:42,1/2/23 12:44,0,73.215.136.102,100,125,1,1/2/23 12:44,R_3nCbe3KEop1oDo7,,,,,39.7354,-74.9838,anonymous,EN,2.815,8.273,19.205,6,0,0,11.82,0,,8,1,,,,,,,,,,7,7,5.394,12.227,12.939,7,6,6,1,1,2,6,6,3,3,1,33,4,5,2,4,3,2,1,1,,2,,2,,7776259,low,0,low,0,2
1/2/23 12:42,1/2/23 12:45,0,73.224.148.210,100,174,1,1/2/23 12:45,R_12FL4APRTyNAFCk,,,,,29.6669,-81.6579,anonymous,EN,30.863,34.916,35.583,3,13.716,17.995,18.601,2,,8,,2,,,,,,,,,7,7,4.236,7.331,8.191,3,6,6,1,6,2,6,1,5,5,1,62,5,7,3,2,3,2,1,1,,2,,2,,4523792,low,0,high,1,2
1/2/23 12:42,1/2/23 12:45,0,68.46.36.210,100,150,1,1/2/23 12:45,R_3MMg26qaKLQVEiz,,,,,45.1701,-93.1913,anonymous,EN,0,0,19.975,0,0,0,14.869,0,2,,,2,,,,,,,,,7,7,10.621,12.347,13.673,3,4,4,7,4,2,5,5,3,3,1,53,6,12,4,3,1,2,1,1,,2,,2,,7993576,high,1,high,1,2
1/2/23 12:41,1/2/23 12:45,0,74.141.194.8,100,198,1,1/2/23 12:45,R_1IKU1BQSR6uc6j1,,,,,39.0055,-84.6006,anonymous,EN,0,0,29.964,0,0,0,16.053,0,2,,1,,,,,,,,,,2,3,10.527,28.117,29.442,6,3,4,7,1,2,7,7,4,5,2,70,5,5,3,7,2,2,1,1,,2,,2,,9855560,high,1,low,0,2
1/2/23 12:43,1/2/23 12:45,0,63.140.70.98,100,104,1,1/2/23 12:45,R_a9suiNVfrXV1WSt,,,,,60.5136,-150.8532,anonymous,EN,0,0,12.548,0,0,0,10.821,0,,8,,2,,,,,,,,,5,6,2.146,4.595,5.544,7,7,4,5,6,1,4,6,3,2,1,34,5,11,3,6,2,1,,1,N/A,2,No issues. ,2,N/A,9802137,low,0,high,1,2
1/2/23 12:43,1/2/23 12:45,0,68.99.230.222,100,118,1,1/2/23 12:45,R_3huvuAERAI7cAWE,,,,,33.6563,-112.1706,anonymous,EN,0,0,16.039,0,0,0,11.728,0,2,,1,,,,,,,,,,7,7,2.181,3.121,5.739,2,6,6,7,1,2,2,4,4,4,2,38,5,10,3,5,2,2,1,1,,2,,2,,2396745,high,1,low,0,2
1/2/23 12:41,1/2/23 12:45,0,68.39.238.227,100,201,1,1/2/23 12:45,R_2cjigxZiBuAPvf2,,,,,41.1954,-85.1177,anonymous,EN,0,0,29.865,0,0,0,12.563,0,9,,1,,0,0,18.432,0,,2,,,1,1,9.751,13.784,15.419,3,2,2,7,1,2,5,5,3,3,2,41,5,9,3,3,1,2,1,1,n/a,2,n/a,2,n/a,4682385,high,1,low,0,2
1/2/23 12:42,1/2/23 12:45,0,208.198.231.125,100,163,1,1/2/23 12:45,R_1q89WPefG02IvJ5,,,,,39.587,-75.6112,anonymous,EN,6.586,8.737,12.472,3,0,0,15.111,0,2,,,2,,,,,,,,,5,6,6.031,6.928,8.666,2,6,5,6,7,1,7,6,4,3,2,23,5,11,1,7,2,2,1,1,,2,,2,,6621318,high,1,high,1,2
1/2/23 12:43,1/2/23 12:45,0,108.49.97.118,100,130,1,1/2/23 12:45,R_1mdVWRIsncZxYHw,,,,,42.2832,-71.4296,anonymous,EN,0,0,11.909,0,0,0,34.5,0,2,,1,,,,,,,,,,6,6,3.43,4.955,6.225,3,5,5,7,1,2,5,6,2,3,2,29,5,7,3,6,2,2,1,1,n/s,2,n/a,2,n/a,7486978,high,1,low,0,2
1/2/23 12:43,1/2/23 12:45,0,73.26.160.88,100,123,1,1/2/23 12:45,R_3lrDSjUVoBnP8wr,,,,,35.141,-106.711,anonymous,EN,2.321,2.321,13.332,1,2.015,2.015,11.087,1,,8,,2,,,,,,,,,7,7,5.474,8.695,9.635,4,7,7,3,4,2,4,4,3,3,2,45,5,5,3,4,3,2,1,1,,2,,2,,7057406,low,0,high,1,2
1/2/23 12:41,1/2/23 12:45,0,76.91.120.197,100,225,1,1/2/23 12:45,R_27jqvQL1aJ8UfMi,,,,,34.0716,-118.0111,anonymous,EN,1.386,5.902,24.634,3,6.327,10.226,36.355,3,2,,1,,,,,,,,,,4,3,8.254,13.033,15.48,3,3,3,6,1,2,4,5,2,2,2,58,2,3,2,3,1,2,1,1,,2,,2,,5632161,high,1,low,0,2
1/2/23 12:42,1/2/23 12:45,0,96.33.9.155,100,211,1,1/2/23 12:45,R_0Vzfv9gX5u0Hbrz,,,,,36.334,-82.3439,anonymous,EN,1.193,1.193,30.416,1,1.079,1.079,15.765,1,,8,,2,,,,,,,,,7,7,6.606,10.566,14.812,2,4,4,1,6,2,4,4,3,3,1,46,5,9,3,2,1,2,1,1,n/a,2,n/a,2,n/a,8460962,low,0,high,1,2
1/2/23 12:43,1/2/23 12:45,0,76.232.16.97,100,148,1,1/2/23 12:45,R_3PdeiiSP9GxzxNj,,,,,41.935,-87.8737,anonymous,EN,6.117,6.117,32.383,1,7.786,7.786,10.92,1,,8,,2,,,,,,,,,7,7,7.603,9.169,9.836,3,7,7,3,5,2,2,4,3,3,2,56,3,5,1,3,2,2,1,1,,2,,2,,7886393,low,0,high,1,2
1/2/23 12:42,1/2/23 12:45,0,107.128.247.42,100,164,1,1/2/23 12:45,R_2OMxX0QlYYcBjKL,,,,,34.8493,-82.4041,anonymous,EN,0,0,14.101,0,0.912,0.912,12.238,1,,8,,2,,,,,,,,,7,7,0.872,8.87,9.88,3,6,6,1,5,2,3,4,3,3,2,39,6,11,4,6,2,2,1,1,n/a,2,n/a,2,n/a,1888759,low,0,high,1,2
1/2/23 12:42,1/2/23 12:45,0,47.204.250.111,100,210,1,1/2/23 12:45,R_10IVOxAcFcoTJCq,,,,,28.1355,-82.4605,anonymous,EN,0,0,48.131,0,0,0,11.028,0,,8,1,,,,,,,,,,7,7,14.657,16.833,18.049,2,4,4,1,1,2,5,5,5,5,1,56,6,11,4,5,2,2,1,1,,2,,2,,2223461,low,0,low,0,2
1/2/23 12:42,1/2/23 12:45,0,70.191.102.214,100,210,1,1/2/23 12:45,R_R7Yuz1FBqwTVGtH,,,,,36.122,-95.9183,anonymous,EN,0,0,27.236,0,0,0,12.174,0,1,,,2,0,0,12.773,0,,2,,,4,4,10.605,17.36,18.857,4,4,4,6,6,2,3,4,2,3,2,66,7,6,2,6,2,2,1,1,,2,,2,,9737530,high,1,high,1,2
1/2/23 12:42,1/2/23 12:45,0,174.22.2.107,100,169,1,1/2/23 12:45,R_2COhajjh6Y6O815,,,,,48.1999,-114.3034,anonymous,EN,0,0,51.399,0,16.98,16.98,19.542,1,2,,,2,,,,,,,,,7,7,2.805,4.743,6.334,3,7,7,7,5,2,4,6,3,3,2,44,3,3,2,7,2,2,1,1,,2,,2,,6558815,high,1,high,1,2
1/2/23 12:43,1/2/23 12:45,0,73.185.171.179,100,129,1,1/2/23 12:45,R_3qEA4LU2YevNAkv,,,,,45.0936,-93.2407,anonymous,EN,0,0,21.152,0,0,0,12.988,0,,8,,2,,,,,,,,,7,7,5.333,7.137,7.753,2,4,4,1,5,2,7,4,2,3,2,34,5,9,3,6,2,2,1,1,,2,,2,,7418829,low,0,high,1,2
1/2/23 12:42,1/2/23 12:46,0,108.12.217.230,100,202,1,1/2/23 12:46,R_2yeJsRi5pu3a05W,,,,,41.8307,-71.3982,anonymous,EN,3.585,27.431,28.778,4,3.092,7.873,11.82,5,,8,1,,,,,,,,,,6,6,2.966,16.927,18.548,4,4,4,5,1,2,3,2,3,3,4,44,5,7,3,4,3,2,1,1,,2,,2,,8613601,low,0,low,0,2
1/2/23 12:43,1/2/23 12:46,0,24.179.215.221,100,174,1,1/2/23 12:46,R_1DG4zZdOjRQcQMy,,,,,44.7499,-93.2081,anonymous,EN,0,0,22.259,0,4.922,4.922,12.054,1,2,,,2,,,,,,,,,7,7,6.772,10.571,11.655,3,7,7,7,5,2,2,4,2,2,1,51,5,4,2,2,1,2,1,1,,2,,2,,9728314,high,1,high,1,2
1/2/23 12:43,1/2/23 12:46,0,47.200.110.16,100,176,1,1/2/23 12:46,R_3QE4z5lVeOEvsS8,,,,,27.893,-82.5074,anonymous,EN,0,0,21.113,0,0,0,11.219,0,2,,1,,,,,,,,,,7,7,6.486,9.087,10.02,3,4,4,7,1,2,4,6,2,2,2,29,6,6,3,4,3,2,1,1,No break.,2,None.,2,Was not distracted.,5300290,high,1,low,0,2
1/2/23 12:44,1/2/23 12:46,0,24.252.129.24,100,106,1,1/2/23 12:46,R_27dOOqulC3sFBQk,,,,,37.2557,-79.9812,anonymous,EN,0,0,13.84,0,0,0,11.014,0,2,,,2,,,,,,,,,7,7,2.957,4.141,6.569,2,7,7,7,7,2,5,5,3,3,1,28,5,3,2,5,2,2,1,1,,2,,2,,4850011,high,1,high,1,2
1/2/23 12:42,1/2/23 12:46,0,174.202.37.244,100,212,1,1/2/23 12:46,R_1cZdOio8xzIcdhO,,,,,39.909,-85.9235,anonymous,EN,0,0,43.316,0,0,0,12.573,0,,8,1,,,,,,,,,,7,7,9.247,11.458,12.088,3,7,7,3,1,2,7,4,4,4,2,43,5,9,3,2,1,2,1,1,,2,,2,,8404039,low,0,low,0,2
1/2/23 12:42,1/2/23 12:46,0,98.221.210.60,100,240,1,1/2/23 12:46,R_UbgIfOuvzLO0bwl,,,,,40.6484,-74.8245,anonymous,EN,3.528,3.528,34.968,1,6.195,23.517,24.346,4,2,,1,,,,,,,,,,3,3,3.032,13.682,14.386,5,2,3,7,1,2,6,6,2,2,1,54,5,12,4,2,1,2,1,1,N/A,2,N/A,2,N/A,6337548,high,1,low,0,2
1/2/23 12:42,1/2/23 12:46,0,104.153.19.55,100,259,1,1/2/23 12:46,R_11XxZk20LoFu14d,,,,,39.1235,-88.5672,anonymous,EN,2.229,2.229,42.443,1,3.635,3.635,19.623,1,2,,,2,,,,,,,,,7,7,1.99,20.576,22.103,5,7,7,7,5,2,1,4,2,2,2,40,1,4,1,5,1,2,1,1,,2,,2,,1772112,high,1,high,1,2
1/2/23 12:42,1/2/23 12:46,0,100.18.10.68,100,245,1,1/2/23 12:46,R_3IW6149HzyZQ07j,,,,,39.4833,-76.5776,anonymous,EN,2.326,4.564,20.029,5,4.101,13.781,15.861,12,2,,,2,,,,,,,,,7,7,6.347,29.879,31.138,12,7,7,7,3,2,6,7,4,4,1,61,5,12,4,1,1,2,1,1,,2,,2,,7338664,high,1,high,1,2
1/2/23 12:42,1/2/23 12:46,0,107.77.161.55,100,248,1,1/2/23 12:46,R_2V4u6bG4opWWc90,,,,,39.9587,-82.9987,anonymous,EN,0,0,43.402,0,0,0,18.449,0,,8,1,,,,,,,,,,7,7,13.047,16.903,18.243,2,6,6,2,1,2,2,5,3,3,1,65,5,4,2,7,2,2,1,1,,2,,2,,7743698,low,0,low,0,2
1/2/23 12:42,1/2/23 12:46,0,172.59.121.46,100,264,1,1/2/23 12:46,R_2xLZsXOkl3eKZxm,,,,,37.751,-97.822,anonymous,EN,0,0,44.505,0,0,0,12.657,0,2,,1,,,,,,,,,,7,7,7.472,12.547,13.704,2,5,4,7,1,2,3,6,3,4,2,43,1,3,1,3,1,2,1,1,NA,2,None,2,None,523082,high,1,low,0,2
1/2/23 12:44,1/2/23 12:46,0,73.252.71.200,100,156,1,1/2/23 12:46,R_20Z1PZWylIYg8lX,,,,,35.2213,-89.9413,anonymous,EN,0,0,11.477,0,0,0,17.667,0,,8,1,,,,,,,,,,7,7,4.993,6.803,7.504,3,7,7,2,1,2,6,4,4,3,1,32,5,7,3,6,2,2,1,1,,2,,2,,6092074,low,0,low,0,2
1/2/23 12:42,1/2/23 12:46,0,24.38.162.250,100,278,1,1/2/23 12:46,R_PLD8ty27XpEhjl7,,,,,41.7439,-71.3179,anonymous,EN,29.9,30.33,40.367,2,0,0,31.314,0,2,,1,,,,,,,,,,7,7,5.917,8.765,9.481,3,7,7,4,1,2,7,7,4,3,2,72,3,5,3,4,3,2,1,1,,2,,2,,194548,high,1,low,0,2
1/2/23 12:43,1/2/23 12:46,0,173.81.79.215,100,183,1,1/2/23 12:46,R_09tBEbOoWVy9KaB,,,,,39.4251,-81.4613,anonymous,EN,0,0,22.174,0,0,0,15.818,0,,8,,2,,,,,,,,,7,7,6.621,11.2,12.088,2,6,6,2,5,2,4,5,3,3,1,32,3,5,2,3,1,2,1,1,,2,,2,,8064481,low,0,high,1,2
1/2/23 12:43,1/2/23 12:46,0,76.128.144.74,100,177,1,1/2/23 12:46,R_oZWFi2Njj5fqQsF,,,,,26.231,-80.122,anonymous,EN,1.921,11.968,13.594,2,1.762,1.762,11.573,1,2,,1,,,,,,,,,,5,5,5.924,10.774,12.092,4,4,4,6,1,2,4,2,3,2,1,55,3,2,1,3,3,2,1,1,N/A,2,N/A,2,N/A,9252545,high,1,low,0,2
1/2/23 12:44,1/2/23 12:46,0,76.176.75.46,100,146,1,1/2/23 12:46,R_6EAqqP64liZCtih,,,,,32.9661,-117.1202,anonymous,EN,0,0,11.302,0,0,0,11.241,0,,8,,2,,,,,,,,,7,7,4.819,6.87,7.727,2,4,4,2,5,2,6,6,3,3,2,53,6,12,3,3,1,2,1,1,,2,,2,,3482303,low,0,high,1,2
1/2/23 12:41,1/2/23 12:46,0,76.108.93.163,100,301,1,1/2/23 12:46,R_Tv0Qm2mDpoa3GLL,,,,,27.1415,-80.2018,anonymous,EN,0,0,70.568,0,0,0,13.672,0,8,,,2,0,0,22.363,0,,2,,,5,6,5.412,7.591,9.196,3,5,6,4,5,2,5,4,3,3,2,65,6,8,3,2,2,2,1,1,,2,,2,,1902657,high,1,high,1,2
1/2/23 12:43,1/2/23 12:46,0,24.155.28.208,100,176,1,1/2/23 12:46,R_voF5QxzZ46z4A0x,,,,,30.4293,-97.7207,anonymous,EN,0,0,18.111,0,0,0,31.164,0,2,,,2,,,,,,,,,7,7,8.65,10.568,11.413,2,7,7,6,5,2,4,5,3,3,2,36,6,11,4,6,2,2,4,1,,2,,2,,7060347,high,1,high,1,2
1/2/23 12:45,1/2/23 12:46,0,173.73.225.228,100,100,1,1/2/23 12:46,R_rpsUSuUGbmN2Dg5,,,,,38.8616,-77.2663,anonymous,EN,0,0,20.463,0,0,0,10.906,0,,8,,2,,,,,,,,,7,7,2.626,5.223,6.061,3,5,5,1,4,2,7,4,2,2,2,27,5,11,3,7,2,2,4,1,,2,,2,,4659353,low,0,high,1,2
1/2/23 12:44,1/2/23 12:46,0,47.155.143.129,100,174,1,1/2/23 12:46,R_3n0fnjUKzctFXNx,,,,,34.4702,-117.1881,anonymous,EN,0,0,35.96,0,0,0,11.335,0,,8,,2,,,,,,,,,7,7,6.859,8.811,9.736,2,6,6,2,7,2,1,5,3,3,1,48,5,3,2,4,2,2,4,1,,2,,2,,2208268,low,0,high,1,2
1/2/23 12:43,1/2/23 12:47,0,107.4.109.178,100,184,1,1/2/23 12:47,R_1f0M2JHLdIrRyNK,,,,,42.9178,-85.6995,anonymous,EN,0,0,31.845,0,0,0,12.802,0,,8,1,,,,,,,,,,7,6,9.749,11.487,19.388,2,6,6,1,1,2,4,6,3,3,1,34,5,11,3,3,1,2,1,1,No break,2,,2,,9266540,low,0,low,0,2
1/2/23 12:44,1/2/23 12:47,0,108.233.81.229,100,179,1,1/2/23 12:47,R_xGfa42e8zEzXkpb,,,,,37.6864,-121.7654,anonymous,EN,27.644,27.644,28.644,1,9.982,9.982,12.174,1,,8,1,,,,,,,,,,6,5,9.371,17.047,17.9,5,6,7,2,1,2,3,3,3,3,2,48,5,12,3,5,3,2,1,1,,2,,2,,3759560,low,0,low,0,2
1/2/23 12:44,1/2/23 12:47,0,71.211.178.5,100,164,1,1/2/23 12:47,R_2zqXC1NWIlIjFsy,,,,,39.6463,-105.0092,anonymous,EN,0,0,21.256,0,0,0,13.332,0,,8,,2,,,,,,,,,7,7,15.971,17.454,18.468,2,7,7,1,7,2,7,5,3,4,2,52,5,5,3,7,2,2,1,1,,2,,2,,2802662,low,0,high,1,2
1/2/23 12:42,1/2/23 12:47,0,174.28.82.141,100,303,1,1/2/23 12:47,R_2V1qor0vWd3kGKw,,,,,35.0373,-106.6712,anonymous,EN,0,0,26.12,0,0,0,22.495,0,2,,1,,,,,,,,,,7,7,8.976,12.256,14.586,2,6,6,7,1,1,7,4,4,4,1,46,3,4,2,3,1,2,1,1,NA,2,NA,2,NA,3785006,high,1,low,0,2
1/2/23 12:44,1/2/23 12:47,0,172.223.213.152,100,146,1,1/2/23 12:47,R_3iCodF9MXyJE1vK,,,,,42.3956,-123.3528,anonymous,EN,0,0,18.296,0,0,0,11.375,0,2,,,2,,,,,,,,,7,7,4.376,7.157,8.306,3,7,7,1,7,2,5,5,2,3,2,42,2,6,2,4,1,2,1,1,,2,,2,,3636374,high,1,high,1,2
1/2/23 12:43,1/2/23 12:47,0,174.104.107.201,100,201,1,1/2/23 12:47,R_2qgAwAeI9kpUnHr,,,,,41.1413,-81.3445,anonymous,EN,0,0,24.538,0,0,0,11.782,0,,8,1,,,,,,,,,,7,7,8.632,13.554,14.327,3,7,7,1,1,2,5,5,3,3,2,46,5,9,1,4,1,2,1,1,,2,,2,,6965318,low,0,low,0,2
