StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q83_First Click,Q83_Last Click,Q83_Page Submit,Q83_Click Count,Q243_First Click,Q243_Last Click,Q243_Page Submit,Q243_Click Count,Q80_First Click,Q80_Last Click,Q80_Page Submit,Q80_Click Count,Q71_First Click,Q71_Last Click,Q71_Page Submit,Q71_Click Count,dv_willingness,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,general_familiarity,general_attitudes,gender,age,income,mTurkCode,inequality_des,inequality,thoughts ,thought_code
6/27/22 11:19,6/27/22 11:22,0,69.161.43.209,100,137,1,6/27/22 11:22,R_3h58Dk4IuWX1ZrZ,,,,,40.4156,-90.7846,anonymous,EN,0,0,10.084,0,0,0,70.6,0,5.577,5.577,16.568,1,0,0,14.156,0,4,7.503,7.503,8.546,1,4,4,2,22,2,7968448,high,1,it is unequal in money,0
6/27/22 11:20,6/27/22 11:22,0,64.233.147.34,100,135,1,6/27/22 11:22,R_3g5bg8gMcBtTbha,,,,,35.4846,-93.4989,anonymous,EN,0,0,13.908,0,0,0,40.296,0,7.575,14.665,24.358,2,0,0,20.098,0,4,11.832,11.832,13.205,1,4,4,2,45,11,3338858,high,1,NOT GREAT AT ALL,1
6/27/22 11:20,6/27/22 11:22,0,24.242.243.124,100,155,1,6/27/22 11:22,R_1PZbnQru4mKZwEy,,,,,33.1909,-96.6198,anonymous,EN,0,0,11.443,0,23.44,23.44,24.461,1,6.977,30.843,59.701,3,2.549,19.044,21.717,3,4,6.061,7.114,10.887,2,7,6,1,30,10,6960812,low,0,It seems like Bimboola is an interesting place since it seems to be in the top equal countries.,0
6/27/22 11:19,6/27/22 11:22,0,47.183.190.45,100,189,1,6/27/22 11:22,R_3ffMCVGteqQgQnr,,,,,31.7743,-98.9902,anonymous,EN,0,0,13.683,0,0,0,45.454,0,4.395,5.509,45.964,2,0,0,32.678,0,6,8.353,12.497,13.718,2,6,7,2,47,3,2980988,high,1,It seems like the rich have the majority of the wealth.  I would think that they would have a large poor and homeless population.,0
6/27/22 11:20,6/27/22 11:22,0,67.1.170.248,100,177,1,6/27/22 11:22,R_vHvxg5KDNmqkT2F,,,,,32.2506,-110.884,anonymous,EN,0,0,12.763,0,0,0,33.258,0,6.305,6.305,59.933,1,0,0,22.411,0,2,6.093,6.093,8.212,1,7,1,2,32,3,1294240,high,1,"It's bad. Somehow sounds worse than the US which is a horrible economy, so it's scary. It's also sad and worrisome",0.5
6/27/22 11:20,6/27/22 11:23,0,47.203.146.182,100,171,1,6/27/22 11:23,R_3M4nUE2i8iVItA2,,,,,27.1389,-82.4548,anonymous,EN,0,0,8.576,0,0,0,22.401,0,11.22,84.341,86.757,6,0,0,15.956,0,6,6.822,6.822,10.121,1,5,5,1,42,5,5778581,low,0,"I can really only tell that it has a lot of equality. I don't know why or what drives their economy. Tourism and hospitality make sense for an island destination. It may also have a small population, not allowing for large disparities in incomes.",0
6/27/22 11:19,6/27/22 11:23,0,85.9.204.17,100,257,1,6/27/22 11:23,R_3lttWTBMMhF9BdI,,,,,41.8764,-87.6133,anonymous,EN,7.426,7.426,20.721,1,0,0,43.126,0,5.889,24.918,37.28,2,0,0,42.591,0,5,3.775,3.775,6.556,1,6,5,1,45,5,9402614,high,1,very good  for    good,1
6/27/22 11:21,6/27/22 11:23,0,108.5.142.68,100,123,1,6/27/22 11:23,R_2V4Hzv1uiJp7BkM,,,,,40.9867,-74.0597,anonymous,EN,0,0,9.905,0,0,0,24.027,0,12.451,12.451,41.358,1,0,0,12.839,0,6,6.078,6.078,8.443,1,4,5,1,60,12,6870018,low,0,Bimboola has a very equal distribution of assets; very few very rich or very poor.,0
6/27/22 11:19,6/27/22 11:23,0,73.241.35.133,100,208,1,6/27/22 11:23,R_3Jr8mBQR1YVKdql,,,,,38.0582,-122.5419,anonymous,EN,5.069,16.364,24.264,5,0,0,48.651,0,5.533,5.533,41.414,1,0,0,26.602,0,6,18.619,18.619,19.425,1,5,4,1,57,11,409082,low,0,seems pretty equal.  Much better than ours.  Maybe because they're all equally poor.,0
6/27/22 11:21,6/27/22 11:23,0,24.253.151.116,100,151,1,6/27/22 11:23,R_2XndP7kgLHfMrSF,,,,,36.7969,-76.1797,anonymous,EN,0,0,11.44,0,0,0,27.254,0,3.496,3.496,58.382,1,0,0,16.647,0,4,6.966,6.966,8.001,1,1,3,2,48,12,5880365,high,1,It has significant income inequality with a small fraction of the people holding all of the wealth. I imagine that the average wage is low and the working conditions aren't great.,0
6/27/22 11:22,6/27/22 11:23,0,107.197.127.74,100,113,1,6/27/22 11:23,R_9Mlkb5e2j8hK0Sd,,,,,35.325,-81.846,anonymous,EN,0,0,7.253,0,9.855,17.721,18.465,5,6.727,8.669,39.901,2,2.609,11.707,12.198,3,4,5.985,10.111,10.772,2,5,6,2,34,10,7467889,high,1,The economy seems very unfair. The top 10 percent holds a majority of the economy and makes most of the power.,0
6/27/22 11:21,6/27/22 11:24,0,73.248.149.171,100,174,1,6/27/22 11:24,R_3iyYaJWYxmqxUyR,,,,,40.2152,-74.7471,anonymous,EN,0,0,14.728,0,0,0,35.5,0,10.914,10.914,36.652,1,0,0,24.389,0,6,10.949,10.949,12.3,1,3,3,2,58,11,5757230,high,1,It sounds a lot like the United States,1
6/27/22 11:21,6/27/22 11:24,0,207.225.106.217,100,137,1,6/27/22 11:24,R_UYLYfYiseRCN8Qh,,,,,39.9241,-105.0639,anonymous,EN,0,0,11.475,0,2.099,16.553,31.516,10,5.064,9.396,39.083,6,6.555,11.941,12.674,5,5,1.787,9.349,10.068,11,4,7,2,44,11,2771477,low,0,I think it's great that there is equality in this country.,0
6/27/22 11:20,6/27/22 11:24,0,68.1.49.239,100,185,1,6/27/22 11:24,R_2xAh7guHImKqDK2,,,,,30.4494,-86.5701,anonymous,EN,0,0,17.343,0,0,0,17.134,0,12.538,92.195,97.232,2,0,0,16.712,0,5,6.404,6.404,8.077,1,7,5,1,33,10,871911,high,1,Bimboola's economy is in a very precarious position with most of their wealth held by the top 10 percent of the citizens. You can't be a functioning society that much economic disparity between classes.,0
6/27/22 11:20,6/27/22 11:24,0,99.131.1.59,100,204,1,6/27/22 11:24,R_XNSBAvpdOZaPVOp,,,,,32.3974,-93.8052,anonymous,EN,0,0,9.353,0,0,0,43.831,0,6.422,50.745,82.752,5,0,0,13.737,0,6,18.108,18.108,19.256,1,7,7,2,68,4,9345098,low,0,"The article addresses income equality, but doesn't really talk about the overall economy of the country.  It is hard to know how prosperous it is and as such, how truly well off the citizens are.",0
6/27/22 11:19,6/27/22 11:24,0,74.67.173.128,100,293,1,6/27/22 11:24,R_2uwE7QUQroiKzKE,,,,,43.0747,-77.5181,anonymous,EN,0,0,10.908,0,0,0,35.185,0,10.626,10.626,180.063,1,0,0,26.38,0,5,13.295,13.295,14.788,1,5,5,2,56,7,9035463,low,0,"It sounds fair and doesn't have much class disparity.  Due to this, it probably is a friendlier society.",0
6/27/22 11:19,6/27/22 11:24,0,108.194.176.149,100,279,1,6/27/22 11:24,R_1K2yH3a2tTOcd7W,,,,,41.6868,-81.3399,anonymous,EN,0,0,16.372,0,0,0,45.664,0,31.28,31.28,120.504,1,0,0,25.577,0,6,19.43,21.54,22.461,2,6,6,1,64,3,1091204,low,0,"I don't have information on what drives the Bimboola economy but it's equality rating seems good. However, it does not indicate if Bimboola is equally poor or equally wealthy.",0
6/27/22 11:20,6/27/22 11:24,0,172.58.87.92,100,264,1,6/27/22 11:24,R_1hL3QlJrw2LvnX7,,,,,45.0636,-93.2985,anonymous,EN,0,0,11.558,0,0,0,36.5,0,18.212,67.169,83.9,5,0,0,83.579,0,4,15.636,15.636,17.222,1,4,4,2,42,4,4533898,low,0,It seems like everyone here is on fairly equal ground economicially. It does not seem like there is too much of a gap between people economically.,0
6/27/22 11:21,6/27/22 11:24,0,12.41.9.30,100,205,1,6/27/22 11:24,R_VL9HATKMUxeRJ73,,,,,40.0619,-74.9987,anonymous,EN,0,0,7.54,0,0,0,16.196,0,3.627,3.627,15.184,1,0,0,11.631,0,2,4.953,4.953,6.12,1,2,2,1,36,12,7778375,high,1,Probably lower on the scale compared to the rest of the world.,1
6/27/22 11:21,6/27/22 11:24,0,71.191.166.23,100,163,1,6/27/22 11:24,R_1Qfrkv4ewaJDpsm,,,,,38.8224,-76.9466,anonymous,EN,0,0,12.817,0,1.157,11.005,26.755,2,0.971,56.694,75.682,3,0.864,0.864,12.698,1,1,0.712,6.385,7.66,2,2,1,2,42,9,6412752,high,1,"It is one of the most unequal country's in terms of income.  I do not like this country, and I believe it needs better representation from the government.",0
6/27/22 11:14,6/27/22 11:24,0,72.181.6.17,100,621,1,6/27/22 11:24,R_3lERpXD0dYdyxHs,,,,,32.926,-96.9666,anonymous,EN,0,0,58.515,0,5.67,5.67,21.046,1,12.53,12.53,34.462,1,274.495,472.184,480.829,5,2,5.022,5.022,5.939,1,2,4,2,34,7,7687052,low,0,It's really cool that they are more equal than most places. I would assume the economy is a bit different than the US that I'm used it. ,0
6/27/22 11:21,6/27/22 11:24,0,74.109.227.68,100,223,1,6/27/22 11:24,R_2dQIxSDxatVI43f,,,,,40.491,-79.8415,anonymous,EN,0,0,18.288,0,0,0,29.593,0,4.845,43.687,86.744,3,4.771,7.036,29.771,3,2,10.441,10.441,13.885,1,5,4,2,33,9,9146958,high,1,The wealth in this country is spread very disproportionately causing a major gap between poverty and rich classes,0
6/27/22 11:22,6/27/22 11:24,0,85.9.204.38,100,121,1,6/27/22 11:24,R_3dEQDAtY7NdDtVg,,,,,41.8764,-87.6133,anonymous,EN,0,0,6.272,0,18.875,18.875,19.244,1,4.269,29.909,30.554,4,0,0,11.456,0,5,2.62,3.168,7.3,2,5,6,1,30,6,3995522,high,1,very some study bimboola,1
6/27/22 11:22,6/27/22 11:25,0,99.67.94.123,100,165,1,6/27/22 11:25,R_1jZKEzdUurm0doL,,,,,26.3477,-80.1094,anonymous,EN,0,0,10.209,0,0,0,25.642,0,9.109,9.109,53.083,1,0,0,15.132,0,7,26.34,26.34,27.152,1,5,5,2,60,4,4142628,high,1,The wealth distribution in Bimboola is very unequal.  A small percentage of Bimboola residents own the vast majority of the wealth.,0
6/27/22 11:22,6/27/22 11:25,0,162.203.146.20,100,202,1,6/27/22 11:25,R_25uNrNHly6c2GVb,,,,,31.5821,-91.4699,anonymous,EN,0,0,11.395,0,5.256,21.123,22.931,2,1.438,4.008,39.398,3,0,0,86.724,0,5,0.896,13.731,14.47,2,2,5,1,53,7,8474132,low,0,"It’s very equal, everyone is about the same class,",0
6/27/22 11:22,6/27/22 11:25,0,99.50.120.190,100,188,1,6/27/22 11:25,R_2uWFjcCtXNZbvtl,,,,,29.2955,-94.796,anonymous,EN,4.003,11.882,27.217,3,3.31,11.222,38.493,4,4.786,4.786,57.54,1,5.987,12.915,21.019,3,3,11.194,13.074,14.172,2,7,3,1,68,11,2724228,high,1,"It is unequal.  I wonder what forms the basis of its economy, I would guess tourism, which means it is very limited.",0
6/27/22 11:22,6/27/22 11:25,0,73.251.42.10,100,213,1,6/27/22 11:25,R_3Gjgk9GIBIjwJQZ,,,,,36.5742,-79.4421,anonymous,EN,2.691,2.691,71.573,1,24.036,39.116,40.162,2,9.128,10.687,29.458,2,1.759,1.759,26.451,1,4,7.93,12.024,13.39,2,5,5,2,42,11,6634462,low,0,THe economy is equal.,0
6/27/22 11:23,6/27/22 11:25,0,23.28.43.94,100,115,1,6/27/22 11:25,R_eXLGVkRq7OBkOmR,,,,,42.8235,-84.233,anonymous,EN,0,0,9.289,0,0,0,21.393,0,13.2,30.212,30.713,3,0,0,13.044,0,7,11.168,11.168,12.624,1,6,3,2,29,5,1532484,low,0,I think their economy would be small/medium in generating profits. ,1
6/27/22 11:23,6/27/22 11:25,0,47.218.54.201,100,132,1,6/27/22 11:25,R_2Ba0vCwayMy5RaR,,,,,32.3877,-99.7773,anonymous,EN,0,0,10.058,0,0,0,24.658,0,6.614,35.887,37.653,3,0,0,18.633,0,5,9.336,9.336,10.582,1,3,4,2,28,4,1546695,high,1,It seems like it has a very unequal wealth distribution and exploitative economy,0
6/27/22 11:21,6/27/22 11:25,0,172.251.100.127,100,249,1,6/27/22 11:25,R_2awNzCkZSWbM5C8,,,,,34.1649,-119.172,anonymous,EN,0,0,9.032,0,5.793,20.521,41.139,4,3.248,114.03,114.052,3,0.923,8.987,20.021,2,1,1.507,10.771,11.968,3,5,2,2,65,2,4262711,low,0,I think Bimboola's economy sounds favorable and that there is a great deal of economic parity among its population. I expect most people of Bimboola to have a decent quality of life and optimism in general.,0.5
6/27/22 11:23,6/27/22 11:26,0,174.249.192.45,100,160,1,6/27/22 11:26,R_3PBs6ectLNx6j6R,,,,,37.751,-97.822,anonymous,EN,0,0,9.714,0,18.282,18.282,20.721,1,5.563,60.502,73.99,7,10.556,10.556,14.238,1,5,5.295,8.604,9.434,2,4,4,2,37,3,8116167,low,0,"It is pretty economically balanced as far as wealth ownership goes. I'm not sure how that works out practically, though.",0
6/27/22 11:22,6/27/22 11:26,0,192.181.99.3,100,215,1,6/27/22 11:26,R_3ewuq5TZnEvkbI5,,,,,37.7548,-84.2985,anonymous,EN,0,0,9.591,0,0,0,29.975,0,21.957,21.957,104.687,1,0,0,17.981,0,4,10.768,10.768,12.537,1,3,5,2,22,2,4884158,low,0,"I think I'd like living here because the Gini coefficient is low. I don't like when there is a large hierarchy, and here it seems that people have more similar economic opportunities. ",0
6/27/22 11:20,6/27/22 11:26,0,67.249.78.137,100,347,1,6/27/22 11:26,R_3OjLUEjsTGbA2V7,,,,,44.9862,-73.3583,anonymous,EN,11.657,11.657,18.995,1,6.003,90.456,91.336,9,0.927,98.979,131.537,10,6.998,6.998,33.753,1,4,10.533,16.768,18.103,2,1,2,2,49,6,5219688,low,0,It seems that Bimboola has a serious problem with inequality which is a reflection of their poor economy!,0
6/27/22 11:20,6/27/22 11:26,0,98.186.144.162,100,384,1,6/27/22 11:26,R_3QLu76ZZQFTBN7h,,,,,29.9607,-90.0754,anonymous,EN,1.605,13.119,14.119,6,0.99,9.431,47.164,6,25.297,190.879,197.559,5,1.421,1.421,77.862,1,1,13.463,13.463,14.837,1,7,4,2,42,3,3799233,high,1,It is a very unfair country when it comes to net worth and assets from the top to the bottom. It is a country that is not ranked the highest among other countries in their inequality database.,0
6/27/22 11:25,6/27/22 11:26,0,47.145.126.10,100,70,1,6/27/22 11:26,R_3FXqDcbO3gNdyO2,,,,,33.8665,-118.0668,anonymous,EN,0,0,6.223,0,0,0,16.315,0,2.586,2.586,15.643,1,1.6,1.6,10.919,1,4,6.404,6.404,7.144,1,4,4,1,26,11,9186906,low,0,It would be one of the weakest economies in the world. ,0
6/27/22 11:20,6/27/22 11:26,0,208.53.235.243,100,350,1,6/27/22 11:26,R_1OxV2DMtZ7LKdjy,,,,,44.0672,-98.6776,anonymous,EN,0,0,26.636,0,4.616,59.675,65.853,5,2.701,145.422,146.231,3,33.517,33.517,35.351,1,3,6.985,22.673,23.576,4,5,3,2,70,11,5103616,high,1,"After reading about Bimboola on Google Search, I feel that the economy of this island country is extremely unequal and unfare.  I am that most of the inhabitants of this country are extremely poor and are at the mercy of the few extremely wealthy inhabitants that ultimately rule the country.",0
6/27/22 11:24,6/27/22 11:26,0,107.137.12.238,100,115,1,6/27/22 11:26,R_1flciRNDuK5JxgL,,,,,30.1746,-97.8203,anonymous,EN,0,0,10.337,0,0,0,24.642,0,4.734,4.734,20.968,1,0,0,18.228,0,1,11.568,11.568,12.813,1,4,1,2,49,11,8474486,high,1,Bimboola is a very poor country.,0
6/27/22 11:22,6/27/22 11:26,0,76.190.233.198,100,274,1,6/27/22 11:26,R_0koKYBQNiuJaBd7,,,,,41.2307,-80.4539,anonymous,EN,0,0,20.25,0,4.946,14.229,18.156,3,2.869,120.215,121.426,4,14.608,16.157,53.994,2,4,3.639,23.125,34.857,8,7,7,1,43,3,6896543,low,0,It seems very unequal and many are very rich and others just barely make it.,0
6/27/22 11:23,6/27/22 11:27,0,173.75.15.38,100,213,1,6/27/22 11:27,R_2rwjng1h16m26zj,,,,,40.4324,-79.9247,anonymous,EN,0,0,14.078,0,0,0,44.221,0,6.341,83.866,91.417,6,0,0,20.335,0,4,7.913,7.913,10.913,1,2,4,1,67,5,7150701,low,0,"Bimboola has an extremely equal, almost the best economy in the world.
I like this.",0
6/27/22 11:23,6/27/22 11:27,0,24.35.225.141,100,224,1,6/27/22 11:27,R_3dVhOqyUes5sRy1,,,,,36.7251,-91.8719,anonymous,EN,0,0,12.285,0,0,0,50.361,0,12.586,12.586,76.529,1,0,0,17.525,0,6,16.591,16.591,18.057,1,5,6,2,63,2,9513540,high,1,It does not sound good for the common people. It's the 5th most unequal economy in the world. Why is my company sending me there?,0
6/27/22 11:25,6/27/22 11:27,0,75.38.199.2,100,95,1,6/27/22 11:27,R_1HjfznaeTg56AxR,,,,,42.244,-83.5823,anonymous,EN,0,0,10.195,0,0,0,17.867,0,4.538,4.538,11.15,1,0,0,14.526,0,4,10.666,10.666,18.294,1,2,3,1,32,5,8663021,high,1,It is not good at all.,1
6/27/22 11:25,6/27/22 11:27,0,100.34.197.70,100,134,1,6/27/22 11:27,R_3JylfkSpw0T2Uh7,,,,,40.183,-74.911,anonymous,EN,9.949,9.949,13.472,1,12.035,16.062,17.317,3,5.959,11.457,54.479,3,15.47,15.47,16.351,1,3,0.856,7.657,8.76,2,7,6,1,37,11,6580098,low,0,"It seems like a very fair economy.  I don't think they have a high GDP or make a lot of income, but I would not think that there are many work issues or issues of inequality.",0
6/27/22 11:24,6/27/22 11:27,0,71.33.154.124,100,164,1,6/27/22 11:27,R_3dRLmbheEazVgKn,,,,,39.7628,-105.0263,anonymous,EN,6.41,6.41,10.042,1,0,0,17.204,0,33.751,57.461,68.95,5,0,0,42.206,0,7,2.608,2.608,6.019,1,7,7,1,34,11,428358,low,0,It is fairly equal,0
6/27/22 11:24,6/27/22 11:27,0,73.221.85.175,100,215,1,6/27/22 11:27,R_242XykzGj0EXIl9,,,,,47.1016,-123.0591,anonymous,EN,0,0,13.286,0,35.1,35.1,55.247,1,4.694,12.167,33.338,4,10.715,32.379,33.621,3,4,13.911,21.823,22.654,2,5,5,2,49,7,1333510,high,1,Inequality with regard to wage; huge gap among population.,0
6/27/22 11:24,6/27/22 11:27,0,12.45.91.250,100,205,1,6/27/22 11:27,R_2Y9UIg1jX8hsKja,,,,,33.4475,-112.0866,anonymous,EN,0,0,7.184,0,0,0,17.455,0,4.274,95.537,105.897,10,0,0,11.596,0,7,5.178,5.178,6.791,1,7,7,2,62,6,4345289,low,0,Volumes will continue to grow as the pace of economic recovery picks up and consumer confidence increases. We now expect raw materials.,0
6/27/22 11:25,6/27/22 11:27,0,67.42.31.117,100,105,1,6/27/22 11:27,R_2Bmrpk68FM9WWbW,,,,,40.6982,-111.841,anonymous,EN,1.416,1.416,8.938,1,0.669,0.669,27.011,1,0.833,5.648,14.871,2,0.863,20.114,20.671,2,5,0.908,4.575,7.115,3,1,5,2,24,6,6654062,high,1,"It is not good, very unequal company",0
6/27/22 11:22,6/27/22 11:27,0,73.195.189.79,100,337,1,6/27/22 11:27,R_2TRBTFZK2zaBDyq,,,,,39.9727,-74.2474,anonymous,EN,25.859,25.859,27.334,1,8.176,112.17,119.35,6,6.198,21.961,87.858,5,27,27.465,34.08,2,7,1.457,13.181,14.251,5,5,7,1,84,6,2284778,low,0,It must be a rather nice place to live. I believe in equality.,0
6/27/22 11:23,6/27/22 11:27,0,71.236.243.128,100,263,1,6/27/22 11:27,R_7Uwp7qA3OE7B3hf,,,,,44.0683,-123.0763,anonymous,EN,0,0,14.921,0,0,0,47.586,0,11.875,99.309,107.029,3,0,0,25.417,0,7,16.652,16.652,20.82,1,7,7,1,63,2,7248120,low,0,The Bimboola economy is fair and equal.  Income inequality is nearly non existent.,0
6/27/22 11:25,6/27/22 11:28,0,142.196.138.38,100,147,1,6/27/22 11:28,R_2wuIjJZGyXRXrdK,,,,,28.5156,-81.3574,anonymous,EN,0,0,17.785,0,0,0,38.859,0,4.962,4.962,32.085,1,0,0,16.053,0,2,10.313,10.313,12.538,1,7,4,1,42,6,7510159,low,0,It sounds wealth distribution is fairly equal in Bimboola.,0
6/27/22 11:26,6/27/22 11:28,0,63.245.132.148,100,123,1,6/27/22 11:28,R_qR3RnBPxhqfVASR,,,,,38.7344,-98.1992,anonymous,EN,0,0,6.778,0,2.453,2.453,21.38,1,21.32,21.32,32.535,1,0,0,23.963,0,7,12.994,12.994,13.897,1,5,7,1,39,6,9326173,low,0,"It is extremely fair, one of the fairest in the world. ",0
6/27/22 11:22,6/27/22 11:28,0,71.208.148.71,100,362,1,6/27/22 11:28,R_12EK3eoMcCH1xsA,,,,,26.6292,-81.968,anonymous,EN,0,0,15.174,0,0,0,46.044,0,7.168,60.746,219.947,5,0,0,16.543,0,7,7.106,7.106,11.002,1,4,4,2,39,1,1965524,low,0,"This fictional country would be a really interesting place to live and work. I'd be interested in learning how society and social practices developed, in a country so different from my own. I would look into the conversion rates for foreign currency, and the usual practices in renting a home and hiring services such as an interpreter. As a nation made up of islands, imports are probably fairly expensive. Most food and building materials would probably be local products.",0.5
6/27/22 11:23,6/27/22 11:28,0,97.106.202.247,100,277,1,6/27/22 11:28,R_3DeFMzUP4O353eA,,,,,27.5595,-82.3934,anonymous,EN,0,0,17.133,0,0,0,36.975,0,31.006,41.288,114.19,2,0,0,47.287,0,3,13.387,13.387,15.219,1,2,2,2,72,8,4882520,high,1,I feel that it is very unequal compared to the rest of the world bank. Not a place that would  be a pleasant place to reside,0
6/27/22 11:26,6/27/22 11:28,0,99.9.35.173,100,131,1,6/27/22 11:28,R_SBMPK3lyAMUAv2F,,,,,33.9249,-117.4592,anonymous,EN,4.171,7.435,8.112,4,0,0,17.454,0,5.755,62.65,63.577,10,3.415,13.471,14.876,4,1,5.828,5.828,9.705,1,3,1,1,25,4,3078502,high,1,"It has a major income inequality problem, since a small number of people hold all the wealth. This country doesn't seem like a safe place to travel, since poverty makes people desperate.",0
6/27/22 11:25,6/27/22 11:28,0,172.250.114.160,100,207,1,6/27/22 11:28,R_A6hGDfuHorAX8bL,,,,,33.9893,-118.089,anonymous,EN,0,0,13.889,0,0,0,46.75,0,8.187,8.187,74.599,1,0,0,18.153,0,3,12.577,13.694,17.768,3,5,4,1,28,8,8683289,high,1,Bimboola probably has a lot of people that are low-income.  There are probably a lot of jobs that do not pay very well.  People likely struggle to pay their bills.,0.5
6/27/22 11:19,6/27/22 11:28,0,208.218.229.22,100,582,1,6/27/22 11:28,R_3GAJpHFOIvv2dma,,,,,40.7653,-73.9589,anonymous,EN,2.997,16.887,17.909,3,25.496,25.496,32.611,1,16.48,341.157,347.754,32,11.034,11.034,11.684,1,4,115.229,115.229,116.786,1,4,4,2,41,9,3387303,high,1,Bimboola's is one of the most unequal countries in the world and to measure the economic freedom of nations around the world.,0
