StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,check1,check2,check3,check4,Q1 RP1,Q2 RP2,Q3 RP3,Q4 RP4,Q5 RP5,Q6 RP6,Q7 RP7,Q8 RN1,Q9 RN2,Q10 RN3,Q11 RN4,Q12 RN5,Q13 RN6,Q14 RN7,Q15 LP1,Q16 LP2,Q17 LP3,Q18 LP4,Q19 LP5,Q20 LP6,Q21 LP7,Q22 LN1,Q23 LN2,Q24 LN3,Q25 LN4,Q26 LN5,Q27 LN6,Q28 LN7,gender,age,hispanic,ethinicity,social class,income,occupation,ideology,affiliation,Q275,Q276,Q277,Q278,Q279,Q280,mTurkCode,idid,ResponseID,dscore,Default
11/17/22 12:15,11/17/22 12:22,0,100,402,1,11/17/22 12:22,R_2duakrBrTIhbKyq,anonymous,EN,2.23,8.222,19.573,3,1,2,1,"1,2",,,,,,,,,,,,,,,"22C938,16C625,13C706,19C571,17C642,20C613,14C615,20C608,15C773,18C728,16C526,21C544,17C611,13C614,21C612,14C629,19C576,15C687,18C710,22X1004,END","10C997,1C700,11C619,5C608,6C670,5C693,6C640,1C652,4C710,2C667,9C580,7C591,10C601,7C611,8C576,12C667,3X1247,2C533,12C826,8C679,END","3C1126,18C845,5C836,22C645,1C708,20C676,4C841,19C655,9C809,16C586,12C658,14C627,10X1001,17C697,11C787,21C614,8C687,15C712,6C616,13C627,END","7C837,14C601,1C562,16C578,6C630,19C603,11C685,18X1005,9C668,20C709,5C660,18C566,3C541,17C593,12C850,15C676,12C670,16C618,1C677,13C630,2C626,22C595,6C629,21C613,2C704,19C668,8C737,14C596,9C619,15C589,7C825,17C638,3C863,13C656,10C599,20C683,11C751,22C639,4C651,21C728,END","22C594,21C599,21C553,16C516,22C582,13C672,18C530,19C644,15C604,15C557,18C561,17C603,20C594,15C571,13X1149,20C861,14C709,13C725,19X674,21C699,20C584,17C560,19C572,17C524,17C609,18C623,16C627,22C598,14C702,14C557,15X930,21C746,13C716,16X966,22C861,16C612,20C574,19C664,18C738,14C618,END","2C872,13C763,1C621,20C532,4C585,14X1022,9C856,18C863,11C807,22C641,10C899,21C612,6X1338,16C879,3C978,19C616,8C751,15C695,7C734,17C625,END","7C1007,21C630,3X966,17C606,6C829,16C778,7C694,22C634,8C760,18C622,5C708,21C765,5X1094,16C673,1C838,22C557,6C838,19C610,11C613,19X913,8C1387,15C1064,1C742,15C885,4C1008,14C908,9X997,17C801,12X1178,13C1037,2C749,14C732,12X1123,20C730,10C1805,18C955,11X1766,13C764,4C1320,20C817,END",,,,,,,,2,38,0,1,3,8,banking,2,2,1,,2,,2,,13380521,11,R_2duakrBrTIhbKyq,0.616048803,1
11/17/22 12:16,11/17/22 12:22,0,100,358,1,11/17/22 12:22,R_1LhFip5e3GQQLfF,anonymous,EN,0,0,16.269,0,1,2,1,"1,2",,,,,,,,,,,,,,,,,,,,,,"17C1028,20C823,21C762,18C885,21C647,20C603,22C653,18C698,15C884,19C682,15C768,13C905,14C886,19C662,16C932,16C619,17C654,22X1362,14C1061,13C857,END","6X1821,5C1248,5C739,1C1010,9C725,3X1398,1C846,4C1748,2C983,11C1023,9C900,8C785,11C793,10C701,2C885,12C1070,3X1276,7C1404,12C959,7C1050,END","8C1389,19C817,10C1139,13C702,12C891,16C810,5C944,21C640,1C911,20C842,11C1020,18C762,7C1327,14C669,4C1145,22C685,3X1359,17C864,6C892,15C999,END","1C955,18C829,12C1075,14C651,9C1017,21C772,7C1093,17C686,9C892,17C996,4C1425,16C860,3C1381,22C783,2C981,15C906,7C1368,19C724,8C1689,16C872,6C1406,14C1083,10C1448,15C1272,8X1470,20C814,5C1465,19C854,11C1351,20C840,1C1633,22C849,2C961,21C659,11C1233,13C741,5C1041,18C646,4C1121,13C907,END","14C723,13C751,20C652,18C1162,16C644,19C725,18C1064,19C932,18C914,15C764,22C1468,21C600,18C628,22C700,15X822,19C914,13C871,16C667,14C771,17C685,20C816,14C949,15X1372,19C968,16C934,15C1429,16C808,17C832,14C733,17C1354,22C1149,17C791,20C702,21C1058,13C780,21X1667,13C803,20C749,21X1315,22C824,END","1C1062,14C638,9C942,18C684,11C792,13C686,5C895,16C676,7X1243,17C847,10C1565,19C682,12C1765,21C728,6C1244,20C787,3X2715,15C836,4C1351,22C744,END","10C882,22C635,1C863,18C794,2C927,15C759,2C917,22C1022,10X1591,14C635,9C1386,20C609,11C771,17C743,3C1438,13C756,3C878,21C807,7C1171,16C852,8C1512,13C1645,5C802,17C582,11C989,20C888,4C1754,21C774,12C1088,14C690,9C1139,15X898,6X1484,16C931,4C1237,19C777,5C1490,18X1462,12C1504,19C651,END",2,43,0,1,2,6,chef,1,2,1,,2,,2,,71128469,12,R_1LhFip5e3GQQLfF,-0.091640963,1
11/17/22 12:18,11/17/22 12:22,0,100,275,1,11/17/22 12:22,R_0MwISyLnph6Hd6N,anonymous,EN,0,0,25.168,0,1,2,1,"1,2",,,,,,,,,,,,,,,"22X1328,17X207,16X239,18X158,18C14,15X190,14C15,16X238,19C110,13C79,17C37,14X238,21X812,20C22,21C174,13X830,22X175,19X207,15C158,20C257,END","11X1776,2X397,6X61,4C84,3C141,8X189,10X132,3C71,4C156,12X133,9X140,8X115,5C132,7C171,5X1333,1C85,10C3,6X19,7C20,9X323,END","8C512,16X67,6X292,13C277,7X44,18C3,1C3,14X308,4X180,19C367,11X114,21C147,5X100,17C3,9X52,20C35,12X100,15X699,2X2,22X195,END","4C2639,17X146,2X113,13X97,1X114,17X115,5X82,20C99,10C98,22X593,12C146,14C194,7X194,13C227,11X226,16X33,6X32,20C160,7C96,16X226,5C17,18C65,11X49,18X50,9C33,19C17,9C48,15C97,2C49,15X33,3C19,22X690,12X145,21X913,8X225,21X1,1C1,14X417,6X241,19X31,END","16X1792,14X1615,18C47,22C1,15X1759,20C128,18C176,22C192,14X160,13X191,21C158,14X159,15X96,20C143,20C175,13X143,17X174,17X158,16X336,17X1088,22C750,22X79,17C15,21X127,19C15,21X29,18X62,15C190,21C13,20X238,14X239,16X304,19C14,18C29,16C30,13X207,19X686,19X1039,13X109,15C125,END","7C688,14X178,12X131,18X1025,3X209,17C3,4C177,19C18,2C226,15X146,5C112,13X178,8C17,16C33,6X32,22C33,10X50,20C225,9C2,21X192,END","4C815,18X48,5X1600,19C48,7X48,21C223,3C176,13C256,3X304,18X1358,10C190,13C334,2X1182,14C79,11X1455,21X1709,1X255,22C190,8C222,20X5438,4X461,15X686,11X135,17X205,2C126,17X332,7X150,19C150,6C126,16X190,5C133,20C157,9X190,22C125,12C605,15X974,10X125,16X124,8X125,14C6,END",,,,,,,,1,35,0,1,3,8,healthcare,6,2,1,,2,,2,,8112948,13,R_0MwISyLnph6Hd6N,NA,0
11/17/22 12:20,11/17/22 12:23,0,100,168,1,11/17/22 12:23,R_336UWrjlvVqEAbe,anonymous,EN,0,0,23.78,0,1,2,1,"1,2",,,,,,,,"17C792,16X194,17C1,15X234,16X201,14X210,21C114,19X225,22X226,20X216,21X233,19X209,13C89,18C90,13C113,15X217,20C40,14C120,22C88,18X210,END","9C363,3C113,8C97,9X225,12C10,7X241,2C193,11C105,3C125,7C112,4C151,1X202,8C81,4C145,6X233,10C49,10X249,5C105,5X241,6C2,END","12C328,21C122,7C113,22C136,1X224,20X224,4X209,18C17,5C1,14X136,11X249,19X168,9C72,15C1,8C217,13X240,3C185,17C58,2X200,16C88,END","3X480,14C98,11X256,16X241,2X192,20C1,12X81,16C8,6X192,13X96,6C192,15X88,3X224,17X80,1X185,18X272,9X104,14C33,8C39,17C48,1X176,13X112,2C128,21X249,5C16,19X209,7X95,18X328,8X48,22X280,9X89,20C169,4C16,22C21,11X39,21X287,10X232,19X152,10C80,15C1,END","19C319,21X249,19X257,16C184,17C8,13C40,16C8,17C41,14C207,17C8,20X96,18C63,20C8,15X224,18C121,15X184,13X264,22C65,18C16,19X256,14C191,21X80,16X375,14C16,20X119,14X216,15C31,16C24,13X280,19X271,17C32,15C40,20X199,13X191,21X87,22C224,21X257,22C16,18X264,22C208,END","12C296,15C96,2C7,21C129,9C7,14C119,6X240,20C168,8X263,17X191,5C47,22X248,3C143,16C7,11C96,13C167,10X79,18C15,4C224,19C32,END","1X423,14X272,9X151,22C23,7C6,17X199,10X111,20C31,5X215,22X88,2C184,19C88,6C168,20X111,3C200,19X80,3X184,17C39,11X103,16C231,4X142,15C55,2X297,13C23,12X48,16X247,8C47,21C31,4X206,18X135,7C16,15X215,5C40,13X54,12X247,14X206,9X72,18X279,10C39,21C22,END",,,,,,,,,,,,,,,2,49,0,1,3,6,MANAGER,7,2,1,,2,,2,,19331090,14,R_336UWrjlvVqEAbe,NA,0
11/17/22 12:16,11/17/22 12:23,0,100,419,1,11/17/22 12:23,R_3G204kREk9REn0F,anonymous,EN,2.59,4.75,76.254,3,1,2,1,"1,2",,,,,,,,,,,,,,,"19X895,17X225,21X73,22X153,15C16,19X25,18X25,13C10,13C25,21C10,17C26,15C58,20X2291,22X34,16C25,18X26,20X25,14C17,14C17,16C33,END","2C280,12C73,8X122,7X105,10C105,11X112,12X248,1C64,3C73,4C74,3C82,4C81,6X89,8C35,5X169,5X89,6C89,11X104,9X98,10X97,END","6C135,14C96,10X136,19X114,4C33,15X113,8C41,20X120,2C31,13X120,1X87,17C73,11X129,21X113,9X113,22C129,7X112,18X129,5C24,16X104,END","12X184,15C80,3C83,22X152,4C59,13C81,10C16,16C97,6C81,22X177,6X176,19X105,5C80,19X144,7X137,17X160,7C113,20X121,10X128,20X104,2C72,16C120,9X120,14C104,5C97,21X153,12X113,17C32,8C33,18C128,3X151,14C65,1C81,15C89,9X136,21X95,4C88,13C129,11X112,18X112,END","20C151,13C16,16X135,15X128,17X119,21C65,16C9,17X144,14X152,22C2,17X104,17X152,22C88,16C0,20C40,13C64,15X184,20C135,19C143,13X160,21C88,15C0,15X152,19C25,19C106,21C104,20C153,18X128,14C56,13X144,21X199,18X121,22C121,16X152,14X152,14X172,18C162,19C154,22C160,18C138,END","10X208,14C128,8C128,15X120,2C120,16X199,11X168,20C32,12C63,21C33,5X208,13X216,7C176,19C159,4C103,22C81,3X87,18C64,1X63,17X111,END","2X537,22C160,9X187,19C49,6X105,15X89,1C152,20X167,8X111,16X136,7C112,21X153,5X248,13X144,7C120,13X104,10X79,17X97,11C88,14C64,4X208,19C1159,12X80,17C23,5C32,18C248,11C55,18C255,6X784,14X96,4C1784,22C256,12X2488,20C80,3C56,16X5440,8X55,15X168,1C11,21C56,END",,,,,,,,1,40,0,1,4,6,manager,7,2,1,,2,,2,,21610501,15,R_3G204kREk9REn0F,NA,0
11/17/22 12:18,11/17/22 12:23,0,100,302,1,11/17/22 12:23,R_3EgRNkXzy4ekdbO,anonymous,EN,0,0,12.344,0,1,2,1,"1,2",,,,,,,,,,,,,,,,,,,,,,"17C3160,16C53,15X194,18C109,14C438,21X3844,18X428,14C100,21X119,20X236,22C85,13C92,17C101,19X1044,19X141,20C783,22X188,13C85,15X163,16X117,END","6X1225,2X163,12X165,5X148,8C28,11C52,3X189,4C148,9C100,12X45,5X94,6X153,10C70,4C36,11C156,3X180,10C19,8X173,1C68,7C36,END","6X248,16C118,9X59,15C70,10C21,13C100,3C27,20X181,4X173,14C82,2C68,22X173,1X173,17C85,12X101,18X195,7C75,21C101,11X67,19C126,END","3X360,20C301,2X196,16C92,12X108,13C82,12X153,15X204,6C84,14C116,9X166,16X205,4C83,22X213,7C116,20C84,4X198,18X197,5C3,22X230,7C140,14X180,8X300,18C100,8C117,19C76,9C109,13X196,2C85,21X212,6X213,19C180,5X203,21X205,1X188,15C28,11X308,17X845,10X174,17X181,END","20X488,21C139,21X165,13C93,17X187,19C126,16C35,21C117,16C53,15X212,22X309,15X316,13X220,14X204,17X197,22X245,19C173,15X187,18C110,20X164,20X181,18X219,13C85,14X213,18C70,13C92,22C94,17C69,22C84,19X164,16X117,20C59,17X133,14X204,16X197,19C85,14C109,21C110,18X173,15C92,END","12C305,17X99,7C93,13C79,11C76,14C69,1X188,20C92,5C84,19C205,4X214,22C131,6C20,15X189,10C99,21X149,9X284,16C48,3X193,18C60,END","7C291,19X179,9X149,15C68,11C76,21X189,8X197,18X150,6C100,22X186,4X147,13X182,8C130,18X180,3X214,20C148,10X165,15C36,12C92,19X182,1C53,16X180,5X189,16X188,1X204,17X191,10C68,17C109,6X195,14X187,5X181,20C93,4C100,22C69,12X214,13C92,2X179,14X197,7C62,21X213,END",2,38,0,1,4,6,manager,7,2,1,,2,,2,,4146518,16,R_3EgRNkXzy4ekdbO,NA,0
11/17/22 12:17,11/17/22 12:23,0,100,352,1,11/17/22 12:23,R_2cCLssTcMMmfoWp,anonymous,EN,6.54,7.617,16.086,2,1,2,1,"1,2",,,,,,,,,,,,,,,,,,,,,,"19C3214,13C1223,16C848,14C654,20C602,18C592,17C668,13C630,14C603,21C692,22C552,22C618,21C670,19C546,17C579,15C594,16C527,18C663,15C621,20C615,END","2C2535,11C1248,12C735,7C873,4C638,11C839,5C902,4X1189,8C941,9C826,12C771,6C599,3X1284,10C800,7C735,1C673,6C705,2C667,5C531,9C604,END","4C1405,19X1436,9C1458,18C888,2C1447,21C802,12C839,14C881,3C1469,15C1148,6C1256,22C1333,7C938,16C1322,10X1326,20C792,5C939,13C759,8C1315,17X1248,END","2X2146,18X1344,8X1377,14C1094,9X1263,18C663,1C1297,22C895,6X1109,15C1130,7X1051,15C1192,12C1259,22C844,10C730,14X1389,1X3395,17X1085,3C665,20C874,3X973,19X1756,10X1710,16C1066,4X1312,13C945,12X1353,20C853,5X1167,21C764,6X1110,17C1126,11X1354,13C1030,2C1152,19X1519,11C2204,16C831,8X1872,21C1087,END","22C1281,21C1495,15X678,15C463,18C583,14X728,22X1011,17C1027,13C699,22X1458,17C743,18C703,19C996,17C678,21C717,20C600,17C692,13X668,19C662,18X892,20C737,20C533,14C510,13C865,16C622,22C590,16C610,14C530,15C637,21C1141,16C736,18X757,15C601,19C636,14C599,20X922,13C669,19C702,16C642,21C680,END","10C1300,13C1032,9C1228,19C1376,5C752,18C620,7C926,17C652,11C1273,20X1066,3X1178,22C656,1C827,21C627,6C949,16C490,8C740,15C704,2X1108,14C559,END","1C1323,21C889,10C960,17C584,3X1385,20C624,12X1231,22C697,8C861,20C542,5C713,18C759,4X1304,14C699,11C794,18X1577,2C713,17X1231,6C1200,19C803,3C779,21C753,7X2393,15C1074,4C1072,13C1348,7X2678,14C800,12C1114,16C841,8X1627,15C850,5X1204,13C875,2X2060,19C838,9C1721,22C1107,11C757,16C651,END",2,35,0,1,3,3,Manager,4,2,1,,2,,2,,26576192,17,R_2cCLssTcMMmfoWp,0.586312524,1
11/17/22 12:21,11/17/22 12:23,0,100,146,1,11/17/22 12:23,R_yQo50n207I7VNIJ,anonymous,EN,0,0,11.332,0,1,2,1,"1,2",,,,,,,,,,,,,,,,,,,,,,"20X681,21C82,13C82,15C86,19X81,20X88,17C31,16X164,14X173,15C102,21X120,17C70,18C73,19C58,18C87,13C61,22X81,14C71,16X125,22C101,END","6C384,12C40,4C69,9X97,3C49,10X134,12X96,5C100,5C88,7C51,1C73,3C84,1C103,6C79,8X130,8X103,11X77,7X95,2C63,11X128,END","4C201,13C91,7X73,22C58,10X101,19C101,11X172,16X191,8C125,14C151,3C114,15X145,2C47,20C123,1C120,17X174,12X112,21C91,6X365,18X149,END","11X340,15C128,1C95,14X163,12X122,20C111,8X274,20C118,9C103,18C50,11C118,16C238,7C20,13X222,1C153,13X290,12X525,16X209,8X124,17X149,5C71,15X238,3C131,19X191,5C179,21X182,2X181,17C138,3X181,22X120,6C139,14X185,4C69,22X103,10C82,21X278,10C29,19X380,6C125,18X106,END","16C176,20C87,18X121,13C87,15C112,15X101,21X153,20C200,16C172,16C122,22X294,19X213,18X213,14C150,15C110,13C117,18C147,21X296,13C44,21X455,15X384,19X1048,20C13,18C196,20X331,22X513,19X461,17C8,17C171,14C196,14C138,14C115,16C143,17C108,22X399,13C89,17C109,21X174,22X262,END","6C261,13C23,1X133,21C122,9C9,16C132,5C138,18X190,12X133,15X112,2C287,14C950,7X396,19X61,10X62,22C53,3X110,17X35,8C67,20C60,END","10X774,20X237,3X99,18C92,12C116,13X99,2X102,13X77,7C78,21C100,8C92,15C124,9C346,21C167,11X143,17C189,3X122,19C63,2X160,14X144,1X129,20X1667,4C38,22C87,4X161,16X153,8C134,19C198,12X157,15C112,7X147,22X107,9C124,18X166,6C51,14X125,1C125,16C147,5C180,17X174,END",1,35,0,1,2,7,HEALTHCARE,6,2,1,,2,,2,,88277307,18,R_yQo50n207I7VNIJ,NA,0
11/17/22 12:18,11/17/22 12:23,0,100,307,1,11/17/22 12:23,R_2Pd8JIometzesfC,anonymous,EN,0,0,14.739,0,1,2,1,"1,2",,,,,,,,,,,,,,,"22C982,17C562,18C597,19C774,15C615,21C584,13C630,16C639,17C528,20C599,14C568,19X767,13C770,21C587,22C588,20C547,15C605,14C544,18X689,16C556,END","7C1758,4C591,1C709,12C622,6C715,12C563,2C593,7X845,8C746,5C556,3X1103,9C936,4X1014,5C650,1C624,11C637,11C560,10X989,6C602,10C601,END","8C1471,14C594,6C982,18C655,4C747,15C789,5C809,22C619,9C683,20C725,7C885,17C542,10C665,16C620,12C621,21C667,2C820,19C609,3X1072,13C598,END","4C696,19C532,2C641,16C634,8C855,20C513,8X1016,17C503,11C708,19C589,9C662,13C610,5C602,14C590,9C694,21C611,2C638,22C584,4C863,14C583,5C792,15X777,3C1034,18C606,1C558,21C600,1C627,22C573,10C684,20C579,7X791,13C597,6C585,15X726,10C675,18C636,12X1039,16C655,7C1090,17C657,END","20C617,19C504,21C511,21C401,19X639,21C426,14C488,18X630,14C796,22C471,18C565,17C552,13C604,13C439,14C728,17C567,15C650,15C485,15C448,22X1023,17C612,19C532,21C568,16C515,22C479,20C676,16C603,20C664,18C452,14C615,20C590,15C711,16C776,19C679,13C602,18C501,13X929,16C606,22C525,17C657,END","3C1344,21C604,11X1312,20C740,10C950,17C702,2C756,13C660,5C745,16C758,6X1178,14C697,9C699,18C1410,1C947,22C770,8C1520,15C749,7C1077,19C793,END","6C860,20C522,5C610,21C553,11X1104,18C791,3C1509,13C673,8C798,16C614,3X1989,19C829,11X1153,14C649,2C1302,17C685,8C933,14C558,7C720,21C584,2X1094,20C629,4C997,22C546,12C797,22C667,4C1196,17C646,12X1173,13C708,6C945,16C601,9C1142,15C618,10C1189,19C574,7C1055,18C620,1C1025,15C1470,END",,,,,,,,1,23,0,1,2,1,Unemployed,1,2,1,,2,,2,,29316226,19,R_2Pd8JIometzesfC,0.668221332,1
11/17/22 12:17,11/17/22 12:23,0,100,399,1,11/17/22 12:23,R_2diIqhVTrT1X7Zc,anonymous,EN,0,0,21.799,0,1,2,1,"1,2",,,,,,,,"21X7432,15C2216,17C872,18C862,18C575,15C837,17C781,20C909,14C918,22C708,13C1144,16C737,19C740,19C574,16C752,21C743,14C625,20C729,22C717,13C854,END","3C2481,7C873,1C971,8C908,12C1208,12C646,10C1804,5C1631,10C777,7X1315,2C1503,2C607,8C1189,9C892,6C673,4C1104,11C1091,1C930,4C855,3C1903,END","3C2188,21C989,5C1115,15C1030,10C1009,18C895,9C1548,20C1019,8C1463,13C925,11C881,22C999,6C1337,19C665,7C951,16C716,2C1032,14C690,1C1000,17C716,END","10C995,16C990,12C1031,21C732,9C960,19C867,11C821,17C1020,11C918,15C784,6C1184,20C597,5C916,22C811,2C673,14X877,9C1096,20C703,6C924,14C656,8C1446,18C796,3C1404,17C614,3C1102,22C632,8C1337,16C584,5C1086,13C753,4C1260,18C753,7C857,19C711,4C1367,21C705,1C853,13C735,12C1868,15C583,END","16X1313,15C766,20C676,22C685,21C870,20C704,22C696,15C568,19C786,18C682,17C598,16C717,13C695,21C671,18C1279,13C703,16C703,14C742,14C588,18C668,14X1512,21C740,19C635,19C593,21C574,13C637,14C603,16C731,15C924,18C668,20C661,15C698,17C636,22C697,22C571,19C905,20C650,17C723,17C494,13C761,END","2C1354,18C808,7C826,16C743,11C1464,13C783,5C700,20C720,9X1804,14C756,6C1342,22C704,1C1020,21C784,12C973,19C744,10C830,15C983,4C776,17C655,END","2C960,14C743,10C895,15C705,7X1791,15C1095,2C2231,21C717,5C859,20C735,1C1276,17C652,6C945,13C628,9C1069,20C622,6C784,21C909,11C1432,17C729,7C888,19C683,12X1463,13C660,8C2721,18C908,11C1006,22C1390,5C992,22C663,3X1936,14C647,4C787,18C747,9C737,19C596,3X1244,16C675,10C1599,16C724,END",,,,,,,,,,,,,,,1,46,0,1,1,5,Book Cataloger,7,1,1,NA,2,NA,2,NA,16618441,20,R_2diIqhVTrT1X7Zc,0.056659943,1
11/17/22 12:19,11/17/22 12:24,0,100,260,1,11/17/22 12:24,R_3pllwTqVomtlfK4,anonymous,EN,0,0,11.294,0,1,2,1,"1,2",,,,,,,,,,,,,,,,,,,,,,"22C3343,13C1221,17X169,14X114,18C33,15C100,22X143,20X120,15C69,19C20,18X142,16C37,19C29,21X166,13X166,20X153,21X204,14C82,16C22,17X143,END","4C2039,12C81,8X132,10X129,9X198,7X140,1C4,11C118,3C143,1C128,2X147,7C118,6C25,8C113,2C14,6C149,5X182,4X204,11C100,9X190,END","1C582,13C186,4C4,15C101,9C9,22C63,2X207,20X226,8C135,18C52,7C126,17X220,5C59,16X170,10X203,14X226,12X180,19C73,3X201,21X203,END","12X519,21C9,6C3,18X237,2X212,17C179,3C33,15C196,2X56,13X173,8X240,13X222,3C46,16X186,7X203,14X240,1C21,15C185,9X199,14X176,12X239,17C1,1X260,20C40,4X348,18X180,5C2,22X211,11C142,19C51,10C152,22C48,6X216,16C124,11C3,20C64,10C121,19C70,7C134,21C61,END","22C744,16C65,21X165,13C94,22C121,18X170,14C80,17X210,21X113,16C90,19C92,17X79,22X138,14C75,15X196,13X223,22C107,15C113,13X201,20C130,18C2,20X198,16C82,14X221,15X244,19C85,18X239,13X145,19C139,20X227,20X240,21X249,17C68,14X228,19C139,21X248,17C123,18X94,15X138,16C1,END","4X1047,19X170,7X299,14C49,11C147,21X187,2C80,15X226,5X209,18C97,8X161,16C78,6X172,13X231,9C65,22X186,1X172,17C5,12X141,20X225,END","2C587,17X226,9C107,13C61,3X185,16C3,2X198,15X208,10C95,19X210,7X209,21X176,11X238,18X199,10X146,22X229,1C57,17C17,5C7,13X256,12C125,19X201,8X212,20C1,12X184,20X196,9X216,16C43,6X182,21C125,11C179,15C2,4X160,14X191,6X196,14X178,4X151,18C166,1X176,22C179,END",1,40,0,1,3,8,manager,6,2,1,,2,,2,,88902854,21,R_3pllwTqVomtlfK4,NA,0
11/17/22 12:21,11/17/22 12:24,0,100,172,1,11/17/22 12:24,R_1dBr6Kj7nA8C4Ts,anonymous,EN,0,0,11.676,0,1,2,1,"1,2","13C975,21X124,15C14,13X236,19X188,18X85,17X116,22X253,14X83,16X131,20C54,22C60,15X77,16X452,18X244,17X86,14X148,19X244,21C84,20C44,END","8C183,4C37,7C67,11C62,3X106,1C132,5C124,4C102,12C84,6C45,6X117,9C52,2X188,12X300,11C28,9C87,5X284,7X148,2C46,10X60,END","4X311,18C4,11C61,19C52,12C20,17X203,9X252,14C13,5C149,16X197,7C5,21C77,2X28,15X140,1C44,13C156,3C156,22C173,10C68,20C124,END","3X360,14C212,11C132,21X57,7C79,13C12,1X140,15X149,6C158,19X228,10C61,16X68,5X149,15C133,4X156,14X110,3C147,18X196,7C38,17X174,12C21,20C30,4X43,16X52,12C116,22C27,6X133,18X316,10C40,19C41,9C22,21C27,2X125,17C85,8X205,20C45,1X94,13C155,9X204,22C67,END","21X423,16X341,18X101,20X147,17C221,19X148,15X262,19X162,17X268,15C20,17C4,20X110,14X171,21X172,18C165,14C21,19X92,15X276,20C12,21X188,16X125,22X100,13X277,13C51,22X197,15X268,19X107,18C21,14X333,17C28,18X77,13X220,21X149,20C149,16X227,22X77,13C148,16C59,22X125,14X211,END","12C168,17C20,3X132,19C21,7X189,20X195,9X156,13C69,4C52,21X204,5X174,16X196,10X75,18X173,6X148,14X270,11C94,15C36,2C77,22C117,END","1X574,17X197,8C44,20X140,11X173,21C22,10C36,15C28,4X197,22X101,2C123,14C92,12C13,20X172,9X132,16C37,7C12,22C12,2X181,19X149,7X211,14C12,4C134,16X140,6X109,17X149,5C92,13X171,3X157,19C261,10C124,18X196,6X156,13X244,9C21,15C59,8C52,18X44,1X84,21C5,END",,,,,,,,,,,,,,,,,,,,,,1,35,0,1,1,7,healthcare,6,2,1,,2,,2,,3297245,22,R_1dBr6Kj7nA8C4Ts,NA,0
11/17/22 12:18,11/17/22 12:24,0,100,358,1,11/17/22 12:24,R_3ilnqjKBxk7OAEC,anonymous,EN,0,0,19.178,0,1,2,1,"1,2","15C1428,16C1034,20C926,17C856,19C806,18C686,13C733,15C657,22C755,14C753,18C1023,16C686,14C675,21C729,17C721,20C729,13C698,21C677,22C646,19C617,END","8C1922,10C1137,5C1716,7C1716,9C1053,5C706,11C943,4C722,3X1753,10C956,2C1126,7C773,12C1291,6C839,8C1025,1C675,3X1736,12C1268,1C938,4C662,END","3C2176,21C1007,10C839,22C760,9C1028,20C710,7X1473,19C778,4C685,16C668,8C785,18C639,11C774,17C763,6C815,13C720,5C702,14C648,2C993,15C682,END","1C1009,19C710,5C823,13C521,4C630,19C676,1C720,16C574,8C800,20C642,6C675,17C528,9C715,15C713,5C695,14C657,4C647,17C581,3X1107,20C727,7X1209,16X941,11C1610,21C593,11C725,18C615,2C750,22C654,10C741,18C640,10C663,15C767,7C890,13C669,2C716,22C615,8C859,14C619,12C863,21C741,END","18C928,20C754,16C597,16C628,14C635,17C691,21C681,13C641,22C661,18C639,18C581,14C654,17C669,14C575,17C596,17C610,22C621,15C690,14C584,21C595,19C669,21C562,20C650,20C587,16C635,21C644,19C729,13C583,20C683,18C672,15C806,15C575,22C579,16C593,19C606,15C624,13C575,13C591,22C553,19C573,END","5X1715,15C923,10C880,16C668,3C776,13C1205,11C2117,22C928,7C1362,19C1229,1C1380,14C754,12C1075,21C1034,2C922,17C793,6C774,18C1101,9C1215,20C900,END","1C1626,14C811,11C936,16C700,9C705,17C621,6C939,19C571,9C777,21X1148,1C1466,19C612,10C806,13X1154,3C1376,13C872,12C1027,18C685,7C922,22C825,8C827,16C586,10C737,18C708,3X1274,17C915,2C1085,15C951,4X1164,21C1072,6C1982,22C862,11X1595,15C993,5C868,20C914,2X1247,20C759,8X1150,14C667,END",,,,,,,,,,,,,,,,,,,,,,1,40,0,1,1,1,freelancer,3,3,1,,2,,2,,82847357,23,R_3ilnqjKBxk7OAEC,0.670943177,1
